filename,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi
WD0956p045_b_2001_02_06T03_44_55_all.dat.gz,81.74801028565935,8.339471514530644,14507.099306185211,7.783629141906399,3.3450211953382394
HE0436m1633_a_2002_02_10T01_37_29_all.dat.gz,72.83439039777117,4.64103024093248,14616.012215686238,7.985350479065099,5.72027217410708
WD1736p052_b_2000_07_05T04_22_56_all.dat.gz,-139.51666314709948,6.289451757419982,37249.28685257512,7.000000545985523,29.768480192249083
HE0333m2201_b_2001_01_15T02_24_25_all.dat.gz,64.99063501787236,46.60086532749795,14704.010025040508,8.273601731660237,0.0273734521908666
MCT0136m2010_a_2000_07_18T08_36_15_all.dat.gz,97.62485127498876,6.169812499854977,24999.91595486062,8.874071328635484,3.647174229748816
HS0200p2449_b_2003_01_17T01_05_57_all.dat.gz,77.13879132804655,7.265298287240832,16233.26666219877,8.781934426393502,4.507516434047597
WD1123p189_a_2002_02_25T04_26_09_all.dat.gz,18.76068213554848,13.140898990937178,44034.23153057826,8.602949991813547,2.5671735490788485
WD0127m050_a_2002_09_19T05_30_57_all.dat.gz,-689.576313513021,2.10624010319242,10992.701935791536,8.99999998505727,20.570120900213183
HS0424p0141_a_2002_03_01T01_39_20_all.dat.gz,210.42886502154943,16.810123306849306,46595.126406381605,7.000000203266976,1.7488961089463348
MCT0110m1617_a_2000_08_05T10_03_17_all.dat.gz,98.82189244782784,13.162735166802172,37394.92696886055,7.190746391710633,2.6577200119148325
HE0456m2347_b_2002_02_26T03_42_46_all.dat.gz,28.72196471985352,9.534483709607894,16537.171869260812,7.000000261617279,7.137773442818604
WD2032p188_b_2002_09_10T00_11_32_all.dat.gz,-1.5120293941430147,6.750304559644102,13528.458924559089,8.367821952405361,3.2880370065516464
HE0338m3025_b_2001_09_19T09_25_33_all.dat.gz,-28.99373607403759,3.872012552296665,11000.082704169296,8.980584362216067,16.547789069239183
WD0250m007_b_2003_01_16T02_54_48_all.dat.gz,106.60658066690212,12.446845434471918,15288.45098384898,8.91268806614713,5.848818306587993
WD1511p009_a_2001_02_07T08_11_45_all.dat.gz,-25.720304077902654,7.944958547841225,26739.272209067243,7.872624871934946,1.969431765638078
HS1527p0614_b_2001_07_25T23_49_52_all.dat.gz,-709.3097794623624,0.6145316086446542,9999.90593798882,8.044420548129915,144.96599511271646
WD0612p177_a_2002_02_17T04_08_22_all.dat.gz,58.75109420932559,3.417502246926436,18191.737873295337,8.999999752047234,3.01961526299266
WD0140m392_b_2000_07_16T09_30_54_all.dat.gz,-102.28882692258004,2.6442669931876,17729.164457313287,7.000000001849774,29.361808762212988
WD1932m136_b_2000_05_24T09_11_53_all.dat.gz,-69.63041849375215,6.199933443668417,13274.784093564956,8.515332238306467,6.418543626707543
WD0011p000_b_2000_07_17T07_38_30_all.dat.gz,4.776584259099847,6.121428857891736,12550.520052676591,8.738845678256952,4.064318629686326
WD0630m050_a_2000_12_07T07_11_29_all.dat.gz,-1443.419478087077,0.7475894867369561,11500.049773394248,8.998675988804402,94.0966555400299
WD1543m366_b_2000_07_14T03_41_45_all.dat.gz,151.4373294473665,28.478388519085293,43239.575332219945,8.999999877777338,2.3001391771590014
WD0050m332_a_2002_07_27T06_44_39_all.dat.gz,4.17641701258666,4.181896759728774,34324.818986750106,8.312339645989828,2.1903600763462605
WD2157p161_a_2002_09_23T02_44_22_all.dat.gz,26.08972555218563,7.304726321646816,14871.18770033543,8.341798778737255,3.2684658934172006
HS2056p0721_a_2001_08_19T02_24_58_all.dat.gz,-11.66222993554968,5.473558777426372,19532.820940471225,8.999999999122215,9.5413535615411
WD1943p163_b_2002_07_27T05_28_51_all.dat.gz,22.631004591308823,3.056623160866589,15906.407365069055,8.46934483185502,2.6882357877385896
WD1105m048_a_2002_04_23T04_32_22_all.dat.gz,47.983604131575056,2.192016012292573,14262.413726792582,8.123069624459141,4.115486412077968
WD1201m049_b_2002_02_22T06_06_25_all.dat.gz,-45.468497159999934,20.712180730369628,52826.46776741993,7.278561527506143,2.530778841562026
HE2148m3857_b_2000_05_22T09_20_05_all.dat.gz,-1113.255958087961,0.390621433726551,19596.43392177568,7.000000338749432,193.17793573025443
WD1058m129_c_2001_01_11T08_53_51_all.dat.gz,60.527861783147394,6.9483825521303615,23645.498690389588,8.745678365416735,1.864408090694632
HS1053p0844_b_2002_02_22T05_15_33_all.dat.gz,70.147403823701,6.069721158375124,12352.512666642177,8.329594706637284,4.066174563507198
WD1015p161_b_2002_02_22T04_59_16_all.dat.gz,38.30876509875658,4.45167338425502,18074.94206513519,8.499959515040382,2.919671446731266
WD0509m007_a_2001_12_15T07_31_52_all.dat.gz,46.54630421659533,6.723180686088714,31760.24168053087,7.658286307399713,1.8664319057604657
HE0344m1207_b_2001_02_07T02_53_38_all.dat.gz,33.46225674464151,6.719968325850328,10999.858415949133,7.000199093990632,5.21116679319926
WD2105m820_b_2003_05_13T09_14_18_all.dat.gz,55.68457258324596,5.195189472001751,9741.94731586692,7.000000003342669,3.1608084465828825
WD0548p000_b_2000_09_16T09_42_47_all.dat.gz,107.09430583232349,12.302059847094064,45826.818265600814,7.744641126744212,2.007118138043735
HE0221m2642_a_2001_09_23T09_10_22_all.dat.gz,-737.9212367166492,0.0210132043429212,9999.621457695068,7.00000042437214,29568.932429096243
HE2221m1630_a_2002_06_09T09_32_06_all.dat.gz,17.533748282381875,3.7168533937965407,11950.829247312637,8.834804329423902,3.8050159775627455
