filename,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi,vstark,e_vstark,real_teff,real_logg,snr
,-1.2429051218166498,6.281551155854062,14473.7230078823,7.905381443729686,0.990032941965323,-6.151041811399088,3.4081315078770174,14378.46936674239,7.911443165271287,0.9877832986803212,4.908136689582438,7.146554785251113,15509.473824342364,7.770139330167235,50.0
,-2.1671581284969106,7.616206637378691,22597.82115058145,8.18610590632059,0.981888691920537,2.721907664705843,4.253752978579377,15660.84769425609,8.913630125280006,1.1506841049033507,-4.889065793202754,8.723589739667046,22894.46304977088,8.217017597150088,50.0
,0.4916889969677579,5.5587321711865485,12000.003125071766,8.857680378405929,1.0382162478361174,-4.533430303133194,3.471287209378932,12587.915239464555,8.71303436201188,1.0304252072564246,5.025119300100952,6.553574462915798,12104.199187598031,8.855840038686992,50.0
,-7.372138441015942,6.01197391270337,14999.833650799706,7.614404644526374,1.109287818945024,-0.6069461515814574,3.1583706065750032,14048.68209494851,7.673237695157287,1.0747930738673332,-6.765192289434484,6.791107068475863,13997.93061663506,7.793349505358838,50.0
,-16.271591016797093,6.976763987288943,22655.267376403204,7.71322236123021,0.9134070890587436,-2.333586401050049,3.648757507897448,21446.55740474814,7.800789773586413,0.996639639637122,-13.938004615747044,7.873288200349959,22445.007546454777,7.692967321661946,50.0
,-0.9039573343767444,6.399765235084549,21308.589384596893,7.309428719729644,1.0911698296421914,-2.4769414639888616,3.465981735159563,16156.731768284038,7.739733231980354,1.1008966785640748,1.5729841296121172,7.278050869062162,21157.98147528817,7.4058686110140926,50.0
,3.0700798546609187,4.923423390806216,11838.834278902536,7.228180542793095,0.974970615280542,-1.5183824320896928,2.555076437043428,12218.82776504333,7.000000000462991,0.9279707878137766,4.588462286750612,5.54693730668306,11839.213347802151,7.1501210863686575,50.0
,-3.446342454418986,5.220480254990074,12151.70913318436,7.5408381032576735,0.99972857061129,3.762458949406463,2.9046084625824515,11865.383166485448,7.857432396978021,1.0028969996709751,-7.208801403825449,5.974124572993672,12025.086472462812,7.670411437969556,50.0
,-5.282936155308452,35.074554883073084,54719.39443439787,8.999999999924826,1.3130128219047457,-0.5944139162878441,2.944968257001566,15214.339034133272,8.999999999847539,5.402645959242794,-4.688522239020608,35.197972076249684,6544.2467547713,8.501696147213202,50.0
,-2.1351532104424686,6.722996992775309,15017.084196386744,8.358605452033833,1.0456009760133569,1.3729578362525643,3.2507813157578105,14935.44591032818,7.5597640956416035,1.0767813489674107,-3.508111046695033,7.467681549701081,19486.975109508327,7.151405849619502,50.0
,3.270019817130238,4.450217488737034,10952.243872207811,7.468369524993709,0.9571287567072996,2.012784976327255,2.47933815379607,10922.821410765504,7.350111132121088,1.00047436180451,1.2572348408029832,5.094266716410701,10915.77740453149,7.383750164751316,50.0
,-0.1778774436115018,6.630427791048055,22318.71055819506,7.414919288531472,0.930327111099432,0.0995158139302231,3.533315783978445,22972.359045342902,7.60308455368726,1.020666035345903,-0.2773932575417249,7.513114741677622,22008.03381459352,7.604917799716273,50.0
,1.671448275085026,4.379047143378079,10681.884167064529,7.888866241863342,1.010487013546442,0.3803382028174601,2.533850864781229,10493.988402969311,7.703077628201622,0.98457463637463,1.291110072267566,5.059293833024555,10453.915289127855,7.767076485578314,50.0
,5.290397997646863,7.015982580423661,23146.699848496628,7.734627291764371,0.9991994740585538,-4.632381949130174,3.707730809097708,23742.758587261826,7.845740751718758,1.0533106716999685,9.922779946777036,7.935444494263733,23103.30683295455,7.804502243972188,50.0
,7.794891552570814,6.403360555350695,22465.81678434168,7.240418262101375,0.927394892077704,1.5362773343551324,3.170492361412287,23391.698805572974,7.1858014825794765,0.9710618391557844,6.258614218215682,7.145281535082772,22400.6160433802,7.174042788953413,50.0
,0.8038161083438674,8.697950764985299,19839.793051498884,8.999999838646428,1.026695641700655,1.042035699367699,4.390142041674936,24999.724491732744,8.519374060954663,0.9200016640149326,-0.2382195910238315,9.74308445289222,23809.19545900742,8.527161368579144,50.0
,7.874302691582521,10.338800352122435,29999.763179190693,8.717660095345163,1.2679002910842456,-0.6890775796128206,1.7476900114978495,8235.71714805398,8.619918325418318,0.9764579194842904,8.563380271195342,10.485476293299048,8200.42549445654,8.633145045883248,50.0
,-1500.1037159680425,72.0754602696112,128999.90772055586,8.999999998920163,1.0683731274195394,1244.7529250327068,214.97013029458677,128667.68014669672,8.999998795275578,1.0120839502108396,-2744.856641000749,226.73118200183208,4554.531941369901,7.482916812106291,50.0
,-4.559904550006232,7.089212287913576,24623.08076400784,7.728106640711863,0.991233177986682,-3.1956153732971715,3.736902143861837,23478.73982871096,7.883289194870295,1.0019800083828776,-1.3642891767090606,8.013823587770323,23737.98507858045,7.86085894065198,50.0
,-0.8617135373896764,6.594797668876407,24885.513023736843,7.260450395662158,0.9773279061016394,-1.755368373288109,3.1524516675684278,23311.19654849677,7.166078503438293,1.1126448898504404,0.8936548358984325,7.3095354031410675,24423.8111405813,7.268112801005361,50.0
,-25.73904944599962,50.15442686676593,104539.99931900844,8.999999999969168,1.133923837646381,-1.2706970789537015,6.00121942350629,27457.93198090967,8.999999999169662,2.467568009821193,-24.46835236704592,50.51218832027416,5988.653344558106,8.623860999508308,50.0
,3.00306890869258,8.365153588911493,19736.825926895523,8.740944944140598,0.9936107356137016,-4.054471189611823,4.093895891214241,19999.97812322952,8.584104192797978,0.8761220540563116,7.057540098304402,9.313204504045837,20709.44691307509,8.560264195548733,50.0
