wd_source_id,ms_source_id,R_chance_align,wd_rv,wd_e_rv,wd_redchi,wd_rv_from,snr,ms_rv,ms_e_rv,ms_rv_from,ms_redchi,TeffH,e_TeffH,loggH,e_loggH,vgtheoretical,vgobs,e_vgobs,wd_plate,wd_mjd,wd_fiberid,paths
1596366260760023936,1596366265055934336,0.0001716144531334,30.59541267892585,24.136512350838306,0.9496044398498904,sdss4,9.215259552001951,34.61789532813521,1.6666924847299498,sdss5,0.3697895315143437,8254.85,1328.06,7.642023,0.59959,16.254667397901862,-4.022482649209358,24.19398876375752,6714.0,56447.0,658.0,
1600636802578005248,1600636836937743744,4.625669963226804e-06,13.67721136777972,16.52878001938717,0.5302678791403245,sdss5,19.996721267700195,-17.55743408203125,2.012514352798462,gaia,0.0,14980.26,382.71,8.064532,0.036984,33.41446203868463,31.23464544981097,16.650849316161395,101090.0,59957.0,2.7021597905829096e+16,sdss5/wd_fits/spSpec-101090-59957-27021597905829094.fits
3994384215948579968,3994384220243483776,0.0002409089462879,9.191920394355655,65.57861678439967,0.8181419345209295,sdss5,8.335868835449219,-30.317943572998047,0.4929973781108856,gaia,0.0,6728.91,868.57,8.42869,0.389674,58.66028547591811,39.5098639673537,65.58046985017697,15293.0,59312.0,4595926780.0,sdss5/wd_fits/spSpec-015293-59312-4595926780.fits
4002215457452804864,4002215560532020096,0.0015194148652738,-49.58364586482464,34.14993407031187,1.1516701834339238,sdss4,8.880620956420898,-77.59801483154297,3.5203871726989746,gaia,0.0,12980.83,2750.61,8.177681,0.337015,39.91145910260504,28.01436896671833,34.33090623406773,2657.0,54502.0,26.0,
4010863661865642368,4010863666161192576,7.39085531377198e-05,11.325460662605977,15.615686180939912,1.275216312058565,sdss4,23.590877532958984,-27.31034278869629,1.040111780166626,gaia,0.0,20502.43,2640.02,7.882638,0.2255,25.19175795711925,38.635803451302266,15.650287135284104,5981.0,56340.0,582.0,
4005438916307756928,4005438881948018176,1.2201777116558948e-07,51.188964225424286,11.202681255878476,0.7777457350961696,sdss4,41.21966552734375,-65.45793914794922,4.735825538635254,gaia,0.0,10019.79,112.29,7.970543,0.028416,28.37945816316621,116.6469033733735,12.162570075983153,2514.0,53882.0,398.0,
4019285336818845312,4019285341114121472,0.0073231908180316,45.41815683521218,19.88088279158255,0.7849054438462165,sdss5,16.555233001708984,10.11444854736328,3.509777069091797,gaia,0.0,15143.53,3141.6,8.418356,0.321153,58.19428627850655,35.3037082878489,20.18831433397464,15292.0,59311.0,4597306019.0,sdss5/wd_fits/spSpec-015292-59311-4597306019.fits
1523397828713912192,1523402226760424576,0.0043566503360844,4.0665408925175335,11.683238171794164,0.7515223649966868,sdss4,42.58575439453125,-23.277559280395508,0.5351174473762512,gaia,0.0,13319.47,320.64,8.108053,0.032106,35.73366209148959,27.34410017291304,11.695486516659097,2018.0,53800.0,175.0,
1519904607256598144,1519907738288216832,0.2757802196759292,32.35388984650356,26.66666339010247,0.910710477025198,sdss4,9.960487365722656,7.407350540161133,2.5147528648376465,gaia,0.0,6867.79,545.74,8.175662,0.27765,39.37676044505386,24.946539306342423,26.78497560820694,3965.0,55302.0,982.0,
1532756940408129792,1532756940408129664,1.5758905535281407e-08,79.28703338185707,11.391453916945656,2.95232247203214,sdss4,48.62092590332031,55.91450119018555,2.6982221603393555,gaia,0.0,18628.4,791.54,7.8489,0.063612,23.744721844097946,23.372532191671525,11.706648759078872,4701.0,55709.0,668.0,
1547948514613935488,1547948441601798528,0.0013228070951543,-54.91408454728772,21.531892432641214,1.1444519182635036,sdss4,14.390830993652344,-34.96533804914994,1.2948806924606977,sdss5,0.5809481366492056,22362.58,3442.07,7.789297,0.300548,21.768774496116546,-19.948746498137773,21.57079293254051,8226.0,57423.0,750.0,
1548017985709700992,1548017985708112768,3.007290064636474e-06,69.46139142222921,55.60571063506513,0.8476143050835088,sdss5,5.664000511169434,30.868466474475333,1.2736180964018669,sdss5,0.5825834967525205,,,,,,38.59292494775388,55.62029448219488,104635.0,59731.0,2.7021597910860504e+16,sdss5/wd_fits/spSpec-104635-59731-27021597910860506.fits
