wavl,flux,ivar
3566.9744,1.2552490741315983,739.1615504983884
3567.795,1.2533665697102252,652.2433732330686
3568.6177,1.2485845550559527,692.3341034369021
3569.4385,1.2425082520139683,751.4060004094464
3570.2617,1.236844914753968,783.37493352165
3571.083,1.2329590613863812,697.0236486225227
3571.9065,1.2313617815213602,964.2279912942479
3572.7283,1.231585094399742,661.9567631990033
3573.55,1.2323511169778647,559.1633115444612
3574.374,1.2323057111475475,761.1997787483073
3575.1963,1.2308805298785843,817.2747394387728
3576.0208,1.2286692220678361,721.3979373038978
3576.8435,1.2269848355526733,783.1542509807584
3577.6682,1.2268167921015891,645.0191051453988
3578.4915,1.2280106271474773,760.6725041337558
3579.3145,1.2292060378756815,684.0171955918216
3580.14,1.2286751062439691,665.4149834036108
3580.9636,1.2255447898028275,633.3467331461961
3581.7893,1.2205146278514523,838.141733716582
3582.6133,1.215519211927202,856.901253897151
3583.4395,1.212411292326618,731.4683762696405
3584.264,1.2119499600639725,781.0010509213606
3585.0884,1.2136383221935798,722.9875999167353
3585.915,1.2164932187193895,657.0480041739794
3586.74,1.2197255363550947,622.4809606516466
3587.5671,1.2229295007754208,701.4219719154681
3588.3923,1.2257445260894715,811.1907474492457
3589.22,1.2277207158657228,716.6956735176921
3590.0457,1.2283710056565385,731.928856721521
3590.8716,1.2274258591258187,862.8962034695007
3591.6995,1.2249102966248318,636.8439412087184
3592.526,1.2211719694504408,672.1235138279455
3593.3542,1.216747783262749,728.2254914818286
3594.181,1.2121996794168695,771.7203756437857
3595.0098,1.2077900518571532,728.1894782929492
3595.8367,1.203540422587753,635.3818959409814
3596.6638,1.199420314133146,722.8663594663363
3597.4934,1.1956749309243495,718.3798331035925
3598.3208,1.1928887730021962,738.8839683641353
3599.1506,1.1916472094006048,756.7067783682336
3599.9788,1.192149721340774,636.0368113540144
3600.8088,1.1938566093804137,744.8620136259822
3601.6372,1.1956247206089698,650.3456491571316
3602.4678,1.1963808749628229,639.618764747337
3603.2964,1.1958311771200063,731.2116966408139
3604.1252,1.194712775998531,714.0670065961715
3604.9565,1.1943848988168264,874.9485549016906
3605.786,1.1961407916729543,639.2218815906383
3606.6172,1.2006359836148688,737.8076025501327
3607.447,1.2075837549157058,780.678085699437
3608.2788,1.2158268591381716,621.5599770614923
3609.109,1.2234649467736722,661.2059207426645
3609.9392,1.228481837566067,677.0536742121795
3610.7717,1.2294390569646998,748.8892671721658
3611.6023,1.2262264803745542,768.3808885492796
3612.435,1.2201856916220897,671.2512392501786
3613.266,1.2134590008048245,619.8813314341618
3614.0994,1.2078552241044715,753.1776824066302
3614.9307,1.2043150544251984,680.1065543010479
3615.7625,1.2028182434028638,637.314489267249
3616.5962,1.2027794099293418,688.8192908665843
3617.4282,1.2033207700803519,666.7408344278771
3618.2625,1.2034601134780722,726.1143154840229
3619.0947,1.2023101067730062,706.4522740556285
3619.9292,1.1994147884072142,763.7392868316467
3620.762,1.1951635407689687,625.8395665767081
3621.595,1.1907738273170303,799.7976714303496
3622.4302,1.1876793003912964,733.7176353016918
3623.2634,1.186624492912059,689.3487372759338
3624.0989,1.1871817566851905,817.5869935210739
3624.9326,1.1882036991251337,788.8531727674753
3625.7686,1.1887036389185859,786.9979162791342
3626.6028,1.1884766964294546,742.3173290468403
3627.437,1.1880803423136517,730.4390482557648
3628.2734,1.188216708852942,923.2803170538434
3629.1082,1.1889807131013705,758.0388981984152
3629.945,1.1895668308739644,811.217040153658
3630.78,1.1887421176539208,753.4537342574916
3631.6174,1.1857717084277326,726.2903433800883
3632.453,1.1810717153099528,584.1770827161654
3633.2883,1.1759937751328924,773.9680980050509
3634.1262,1.1720239609244343,922.4864329251133
3634.9622,1.169984081324839,869.766041841473
3635.8005,1.1696474887092878,794.9423925439166
3636.637,1.1700647545405998,681.9928009120077
3637.4756,1.1701018953769875,765.833758514307
3638.3123,1.1689306067502954,665.7329616091286
3639.1492,1.1663082204634487,834.1234849672713
3639.9885,1.1626249422972117,806.1465261474003
3640.826,1.1587921543314856,785.2383165501911
3641.6653,1.1558286730175455,700.3838127599682
3642.5032,1.154465034297636,769.4698258139338
3643.343,1.1547058071247516,934.6310494317213
3644.1812,1.1558135250213397,743.4208567861322
3645.0195,1.1568059651465878,840.4449005746226
3645.86,1.1571852873196895,770.5673812008627
3646.699,1.1572405068622775,897.0104449322574
3647.5398,1.1576222419195439,937.0467376310459
3648.379,1.1586120166145297,779.9345934485758
3649.2202,1.1598361175470537,803.9806410738229
3650.0596,1.160602098119874,753.55598961062
3650.8994,1.1604791456064834,746.6004444491424
3651.7412,1.1594866250936888,715.4074251219387
3652.5813,1.1578499260099484,776.6839776451683
3653.4236,1.1556798211135253,750.3275187921228
3654.2642,1.1530867013225206,725.3922518036246
3655.1067,1.150464380221452,837.8710701611187
3655.9475,1.14852579318984,789.6666931601784
3656.7886,1.1477766666575264,882.1511494823926
3657.6318,1.1481413039441162,706.7458820746474
3658.4734,1.1491459701861972,660.3460961807201
3659.317,1.1504537487503812,748.2767153899863
