wavl,flux,ivar
3566.9744,2.5721949844275733,69.25207671591522
3567.795,2.565385667485126,63.18787762416087
3568.6177,2.5598101326252567,68.76068727918539
3569.4385,2.556602196185554,57.05257423339533
3570.2617,2.5560667764550167,64.68155401184396
3571.083,2.557688309171693,62.43586173995587
3571.9065,2.5600970747391294,57.61337681326511
3572.7283,2.561317769298253,59.150587359033004
3573.55,2.5596046482294867,59.923309265480704
3574.374,2.5544168607388804,61.645730548765165
3575.1963,2.546932909608003,57.584260313697534
3576.0208,2.5393794496604034,65.35701609914553
3576.8435,2.5339370996800916,56.36070256981225
3577.6682,2.531651755454192,67.84291841539097
3578.4915,2.532309838721716,70.94844013382985
3579.3145,2.534781903779956,73.05480979182636
3580.14,2.537654364479828,68.240147113304
3580.9636,2.5397205251830015,71.50662229880454
3581.7893,2.540397576216481,57.472686400062734
3582.6133,2.5398278905100544,58.55868579751451
3583.4395,2.5387529590843316,64.00768441664188
3584.264,2.538135556332557,63.36829457633642
3585.0884,2.538637723831341,59.75421911731567
3585.915,2.5402181669026414,71.01346880637202
3586.74,2.542056131553434,65.7948335656656
3587.5671,2.5430325690850952,57.558705214066066
3588.3923,2.5424070002827497,65.65583439650274
3589.22,2.5401243258061195,61.75705992430045
3590.0457,2.536389747664046,65.86128989552743
3590.8716,2.531025112391239,60.69058666865895
3591.6995,2.52361982204279,68.48859693628711
3592.526,2.514569354965246,68.26952948978916
3593.3542,2.505651078688771,58.702850518339794
3594.181,2.499428555582472,68.41069584515863
3595.0098,2.4972721009402155,62.16765912605595
3595.8367,2.4981430175718495,62.230294997824856
3596.6638,2.4991246681725703,61.044104441079135
3597.4934,2.4975042035670185,65.34587450035391
3598.3208,2.492532210609814,64.4087696033452
3599.1506,2.4854160401965775,65.64761383947487
3599.9788,2.478033384614846,71.42696944344549
3600.8088,2.471428446714164,59.67212832897469
3601.6372,2.4656206039893425,69.36231786436058
3602.4678,2.4601800025903398,63.77512981751403
3603.2964,2.455183818204407,57.802756850315184
3604.1252,2.45135572748371,83.32155328275658
3604.9565,2.4496744850303,69.57950001200658
3605.786,2.4507312458186106,71.7774861553992
3606.6172,2.454382240068925,61.22007646980687
3607.447,2.459799913984869,68.66541390855663
3608.2788,2.4657476776385314,59.030775966300936
3609.109,2.4707871438557554,59.17684435172289
3609.9392,2.4737886180737587,63.05443452563887
3610.7717,2.4743240969908125,74.19230676122564
3611.6023,2.472789283131537,64.82440876805296
3612.435,2.4699874762248566,56.69480184488231
3613.266,2.4665763493397095,66.6161777170913
3614.0994,2.462796308270733,69.2734800947826
3614.9307,2.4587113980603954,68.82703176077253
3615.7625,2.4543443542075036,76.22428589027217
3616.5962,2.4496930831789157,57.28034664345461
3617.4282,2.444728985091167,74.16592187787964
3618.2625,2.439493893015371,74.70798854500434
3619.0947,2.434347662814967,65.46248169193004
3619.9292,2.429687037952048,64.99115233411865
3620.762,2.4256748704325872,73.92721759615414
3621.595,2.4220754771738537,72.82090040539651
3622.4302,2.4185941498711916,72.21796451242673
3623.2634,2.415201933701645,64.760785915452
3624.0989,2.4120792280682966,63.79299439836529
3624.9326,2.409516270908335,70.5661575860647
3625.7686,2.407786796788559,83.902110000421
3626.6028,2.4072139290469,80.12373137318468
3627.437,2.408071780240329,65.21011924514941
3628.2734,2.4104089666067745,67.29222492916251
3629.1082,2.413771361097043,67.33337720766406
3629.945,2.4170838454389147,80.5872760553417
3630.78,2.4187664679400087,62.62400983299846
3631.6174,2.417514852735277,64.53664150826376
3632.453,2.4132952002200665,72.93781220769866
3633.2883,2.4077429472769407,63.658181519653
3634.1262,2.4033264033806447,76.85913361802123
3634.9622,2.40180824556322,88.14766890867463
3635.8005,2.4030407779746543,71.93049526952188
3636.637,2.4051742093214283,72.35946363755097
3637.4756,2.4059464809285496,79.64862797623859
3638.3123,2.404083338466274,79.86199512020069
3639.1492,2.39995919290207,81.04119679227995
3639.9885,2.3951984818069953,64.93804309485095
3640.826,2.3917196489028716,70.75699365239767
3641.6653,2.390620579781359,68.8210613372948
3642.5032,2.3917443813414283,73.20817356915785
3643.343,2.393925617438123,65.43578592644047
3644.1812,2.395766965644141,66.81348365477525
3645.0195,2.3964176765521414,66.4524646987802
3645.86,2.395806800567586,71.52356280125237
3646.699,2.394368541906387,73.51784067988677
3647.5398,2.392558356780325,68.41642004245494
3648.379,2.3906666276324673,65.23304491836022
3649.2202,2.388910952167421,90.49514712253541
3650.0596,2.3875606835769525,72.4328534524106
3650.8994,2.386710088287753,75.18253200256122
3651.7412,2.3860301503687813,69.5428739934961
3652.5813,2.38481942601331,65.86394810030058
3653.4236,2.382401253687944,76.53041868030022
3654.2642,2.37859374066606,57.061738188856786
3655.1067,2.373821849436056,70.37757318228505
3655.9475,2.36899005329493,79.9792703638666
3656.7886,2.3649863937129085,72.45016113684112
3657.6318,2.362269548996558,62.162142246066765
3658.4734,2.3607155974761813,78.59020329598013
3659.317,2.359905812890795,79.90350218772164
3660.1587,2.3597217186808033,75.46973727613808
3661.003,2.360517770487892,68.03169058781289
3661.845,2.3626639565799668,77.67335479939348
3662.6875,2.3659802253656737,80.33959023818453
3663.532,2.3697508784008763,71.80826899923701
3664.3748,2.373266341117582,71.8336161137839
3665.2197,2.3762778321545324,72.3539842688726
3666.063,2.378777175095173,77.41434391704362
3666.9084,2.3807554558942003,72.76045792152436
3667.752,2.382145151043081,83.2952108971604
3668.5977,2.3829336208746983,85.92822031130727
3669.4417,2.3830318528583603,76.10085785810386
3670.286,2.3822208386440296,61.45507375247683
3671.132,2.3803213645931387,76.55842978788996
3671.9768,2.3773776051273416,69.17282859890716
3672.8235,2.373453650809284,75.40765198440894
3673.6685,2.3684260731039335,73.38803509116154
3674.5156,2.3620816509997233,66.94167784141787
3675.3608,2.354777688106357,74.90414132884626
3676.2063,2.347622017445372,78.95673646079327
3677.0542,2.3420267687405776,75.95457079208026
3677.9,2.338878211793188,71.96594404572998
3678.748,2.338082288268626,81.41098253090264
3679.5945,2.3390235286800056,71.26595017293114
3680.4429,2.3410282253171606,78.83705127554973
3681.2896,2.3434013340256032,68.39785918320766
3682.1365,2.3453253751785574,68.89298455821762
3682.9856,2.3460517311154936,76.10975878125507
3683.8328,2.3453174449635648,71.30456554696939
3684.6824,2.3434297813335903,70.8987180027307
3685.53,2.3408992829035746,78.1988840901992
