wavl,flux,ivar
3566.9744,2.5699466576836016,134.7177404712339
3567.795,2.5594812441075465,153.53555136825716
3568.6177,2.5500873004884,158.48307153138288
3569.4385,2.5435106542653574,153.9916456391372
3570.2617,2.5400038771060247,173.73097179266657
3571.083,2.5383220693346407,160.22865724726046
3571.9065,2.536546691751864,161.10714129343023
3572.7283,2.533482941826035,169.40900484289423
3573.55,2.529396764758674,157.3543018084457
3574.374,2.5256787415666806,164.56217001113686
3575.1963,2.523779427823425,173.58893780772135
3576.0208,2.5241528466537684,163.2756781306884
3576.8435,2.5260293885191696,164.17094181967556
3577.6682,2.5278835515418834,167.5417376250811
3578.4915,2.5281846587141663,143.36598723713954
3579.3145,2.5261452537479974,142.07201354650488
3580.14,2.522172852974233,154.49496234561974
3580.9636,2.517872225513808,161.59826063564347
3581.7893,2.5151077174023833,168.9731273616362
3582.6133,2.514727809407796,151.4669118577231
3583.4395,2.5158057465228025,148.96945855495238
3584.264,2.516335702199843,155.2038800550033
3585.0884,2.5148234216792185,173.0514449335392
3585.915,2.5113545141396307,142.30293849184733
3586.74,2.5073651401264523,154.7387887772636
3587.5671,2.504392433522477,169.96274189135846
3588.3923,2.5031196793486306,137.06412926607823
3589.22,2.503087776075237,168.3855327460784
3590.0457,2.503036313378046,165.03919317478778
3590.8716,2.5013902230169798,158.33302046578774
3591.6995,2.4968923448009113,160.55238947986373
3592.526,2.4893740170415595,150.54162586714895
3593.3542,2.4799758755960326,187.1167556031916
3594.181,2.470639408078055,167.31210630520752
3595.0098,2.4627505103286933,160.98157529087754
3595.8367,2.456520202471427,178.04352311951138
3596.6638,2.4511333568071727,158.74562966312223
3597.4934,2.445800967219207,175.8205227685983
3598.3208,2.4405624333404874,146.52562031819943
3599.1506,2.4361721722437464,168.81989013545268
3599.9788,2.433548874584023,217.98773112348897
3600.8088,2.432965882231853,162.1409043910696
3601.6372,2.433853932588756,170.51992765460648
3602.4678,2.435184577153314,167.1200186387193
3603.2964,2.4361641346193625,170.1353063216954
3604.1252,2.4366866020895395,156.30110753767997
3604.9565,2.437196100292989,148.59039235816104
3605.786,2.4381797112077757,166.6124622640255
3606.6172,2.439653688002693,183.8682342724782
3607.447,2.440898765706934,156.6706984331631
3608.2788,2.4407006477980895,181.11928437378944
3609.109,2.438020489533011,165.77068465114843
3609.9392,2.4327260997043503,175.0987600733323
3610.7717,2.4257673907652806,172.65018798927102
3611.6023,2.418710385002077,183.06334119543666
3612.435,2.4127816539719857,168.18570928307173
