wavl,flux,ivar
3566.9744,0.6883411533891163,3562.3067004817867
3567.795,0.6853333018713451,2431.6984395686277
3568.6177,0.682301060562805,2271.619995352122
3569.4385,0.6794572192512169,2701.9485741267217
3570.2617,0.6769421276649066,1906.2898354529966
3571.083,0.6748136629798431,2279.0419039392796
3571.9065,0.672964149083811,2204.061816731362
3572.7283,0.6712686370775307,2327.304385642567
3573.55,0.669737917763328,2303.2367168314504
3574.374,0.668621741852423,3151.152476556449
3575.1963,0.6682500651402271,2966.078428852872
3576.0208,0.6686975456747102,2590.4419412323196
3576.8435,0.669651593529939,2335.174252288063
3577.6682,0.6706309613461857,2342.636033043882
3578.4915,0.6712973490811819,3393.519182815916
3579.3145,0.6715603297499366,3044.064732040207
3580.14,0.6713955803119835,3588.070344296085
3580.9636,0.6706597839351164,2459.8459111201196
3581.7893,0.6691152478460732,2399.6961924892776
3582.6133,0.6667068184518152,3293.006262805559
3583.4395,0.6637829642995741,2523.1811655467222
3584.264,0.6610694795147399,3038.8360542157347
3585.0884,0.6592256556173772,2357.362459147359
3585.915,0.6585142524567916,2804.3801755688337
3586.74,0.6588045381953769,2950.1822490248665
3587.5671,0.6597983357130294,2688.1669419362042
3588.3923,0.6611584801396565,2953.009180378051
3589.22,0.6624889082575358,2264.581283675554
3590.0457,0.6632980219765527,2349.3593899781126
3590.8716,0.6631166363020774,2292.4931706824614
3591.6995,0.6615887070280114,2392.388424527934
3592.526,0.6586070666666775,2305.4592475568875
3593.3542,0.6544837866866363,2170.2140054587408
3594.181,0.6501768340292003,2238.640699847755
3595.0098,0.6470527272921938,3518.2117642722483
3595.8367,0.6462975830181442,2550.390139604512
3596.6638,0.6481414735134445,2280.388982215641
3597.4934,0.6517327896205114,2820.82250103063
3598.3208,0.6555904555913716,3014.8140319549007
3599.1506,0.6584330261353863,3845.2251916239497
3599.9788,0.6596259377341605,2341.176042478014
3600.8088,0.6593263498321789,2596.7169666409013
3601.6372,0.6582001972326771,3168.4771475100183
3602.4678,0.6570216912060403,2723.4423547518936
