filename,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi
WD1202m232_a_2000_04_23T04_43_31_all.dat.gz,24.62976257293922,0.2534079754584297,7368.354811583182,7.641783172652155,20.10908090755151
WD1241p235_a_2002_02_17T08_58_09_all.dat.gz,-13.22723736844558,3.181013368726024,13482.787027796296,8.99960934130266,3.104597581318264
WD1614p160_b_2003_08_11T01_12_26_all.dat.gz,5.1522506019915015,2.260482748866212,13997.184860250782,8.099993253241228,5.221736499722209
HS0820p2503_b_2003_02_18T02_42_44_all.dat.gz,70.35534840037376,7.632454138666091,20036.687652454333,8.999999911061394,4.802968611329623
WD2324p060_b_2002_09_27T03_55_12_all.dat.gz,-6.502231101180405,1.4076035808184115,13835.142718909508,8.016616530858037,4.879289713169324
WD0945p245_a_2002_02_12T04_32_06_all.dat.gz,95.86569801361848,4.722727253666193,33249.540510405546,8.618849451807328,2.3256997692010266
WD1233m164_a_2002_04_22T23_43_05_all.dat.gz,52.53825132495078,3.526171252738674,14097.007746080437,8.999999999972859,5.686226199739475
WD1003m023_b_2001_02_06T03_59_47_all.dat.gz,21.309772568238103,2.9042671395959854,15327.976350360115,8.424900690637037,3.52476620841837
WD1053m290_b_2000_05_17T01_25_10_all.dat.gz,69.23634343692669,0.307609460848333,7180.974502364012,7.00000004022383,127.40163074523902
WD1537m152_a_2000_07_02T02_51_48_all.dat.gz,20.83636608163779,2.211646657965785,13506.95203612388,8.602553642803304,5.856086648318734
HS2244p0305_a_2002_09_24T05_33_40_all.dat.gz,80.63662868048412,30.17693939865046,44158.64330029452,8.147663441636796,1.2129908125590594
WD1159m098_b_2000_07_05T22_58_12_all.dat.gz,89.50199714821173,1.2131833328758148,8541.652367342664,8.664886206141631,5.954174310699057
WD1230m308_b_2000_05_22T02_05_41_all.dat.gz,71.06963602218369,2.9884808381249,15485.442189672018,8.999999999997634,3.133854890630463
EC12489m2750_b_2000_07_15T23_51_15_all.dat.gz,40.44219056991705,9.364839255944505,31187.22001044773,8.953456897100843,2.3580996505071847
HS1144p1517_b_2002_02_25T07_57_55_all.dat.gz,25.082366382665,1.1746330794091993,8999.943126334309,7.00000077777626,72.37585557476166
WD1125m025_b_2003_01_19T04_44_36_all.dat.gz,23.89234715527009,6.067979963164133,30922.090106483403,8.18636265387961,2.553470969978153
WD1328m152_a_2000_07_30T00_33_24_all.dat.gz,-4.238942587499645,11.297599462445612,35440.674674391565,8.942845946273962,2.2140399735032905
WD0229m481_a_2000_08_03T09_31_43_all.dat.gz,67.64050669978458,21.37789847724964,48760.06394620875,7.628778537824725,3.1378731846447656
WD0032m317_a_2000_09_16T03_47_45_all.dat.gz,28.84799155652289,7.492464962994115,40522.00511699779,7.000000000016216,2.577024418550357
WD1655p215_b_2002_09_23T23_45_56_all.dat.gz,57.95454829115341,0.7064675448799811,8600.442332074581,8.300295675500543,5.584932962986352
HE0516m1804_a_2000_12_06T07_22_14_all.dat.gz,119.91366038960392,0.0015264315353107,6048.102410674776,7.00400961002115,6229277.306410257
HS1144p1517_a_2002_02_23T06_53_05_all.dat.gz,9.789311098835311,3.2870391239758923,11345.386345610426,8.647045750926676,5.952442402780893
WD1310m305_b_2003_01_19T05_50_39_all.dat.gz,5.356562646486883,2.0347136883485195,14664.767624011198,8.376312943290065,3.9309321242069686
WD1636p057_a_2000_06_10T05_55_20_all.dat.gz,68.8620472084323,1.414907080867046,7255.587956487814,8.039367462644128,5.929660349596779
WD1840p042_b_2003_06_25T05_30_21_all.dat.gz,-4.4697250177104095,0.763590269552741,7600.286013885521,7.643115721808732,7.231257697686713
WD2240m017_b_2000_07_11T04_10_12_all.dat.gz,-39.0838035428662,0.0123735917750806,7364.330703447704,7.000006491632727,49497.66015023973
HE0348m4445_a_2000_09_15T06_31_31_all.dat.gz,41.969893343691005,3.692798638771088,12972.330697052448,8.99991092914859,4.475993794201127
HS1249p0426_b_2001_07_23T00_07_55_all.dat.gz,133.63583631791684,0.8884486383732764,7762.689432626321,7.712484504578861,23.144985708657863
HE0210m2012_a_2001_09_22T09_07_09_all.dat.gz,27.61625319286052,2.133503583582968,13500.005387812103,8.141445018088087,5.6164042099410985
WD0052m147_b_2002_09_27T06_41_53_all.dat.gz,54.58069437746708,1.856240257631821,19897.083554317484,8.641519876686843,2.164444371932959
WD0310m688_a_2002_09_19T09_18_15_all.dat.gz,59.67915086242672,0.707442245477715,14216.000809118985,8.25411019394241,3.9818652564167
WD1314m153_a_2003_01_20T06_26_22_all.dat.gz,78.02838572068295,2.036711645976212,13368.28376152108,7.511950653186304,4.668268885922664
WD1334p039_a_2000_07_30T00_24_57_all.dat.gz,186.81018505342743,27.813358384743665,109726.15862505222,8.114245989527216,4.265321106747837
WD0011p000_a_2000_07_14T07_14_24_all.dat.gz,-6.1359496596452425,0.8651462179937215,8755.429593836638,8.401223451683794,5.053384699219359
HS1447p0454_b_2001_08_16T01_02_39_all.dat.gz,17.8958436537766,1.3053042843378009,12500.00701621306,7.363026298311345,5.956489810014471
WD2235p082_b_2001_09_01T01_38_54_all.dat.gz,18.426256308721747,6.566818298549989,39556.170002066494,7.322486505294984,2.1253978050134035
HS0345p1324_a_2002_09_22T07_34_34_all.dat.gz,17.038628650512678,4.115622245005959,15891.796777818692,8.999999971442803,3.203607961685121
WD1145p187_a_2002_02_17T07_39_57_all.dat.gz,27.184346202462187,2.411459523172166,15721.590001543624,8.827490990325638,2.4484991242917578
