filename,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi
HS0200p2449_a_2002_09_18T07_26_37_all.dat.gz,21.18502530289508,3.797670437864147,12007.237658706104,7.9527547846668,3.2089503574980984
PG0922p162A_a_2002_02_17T05_35_38_all.dat.gz,69.72086251209842,4.514304829289351,13750.631873311837,7.717599501878411,4.652941681825285
WD0317p196_a_2002_09_21T05_45_32_all.dat.gz,23.881829726992425,3.612058539989283,12999.749089976562,7.002950603601438,4.550599588038052
MCT2352m1249_a_2000_09_15T04_58_51_all.dat.gz,519.9435988084786,0.3381276909613007,128982.69243862688,7.000000982779634,7044.181121836299
HE0349m2537_a_2000_12_11T03_34_19_all.dat.gz,18.68657128630691,4.662001084238989,12499.819089246565,7.184126780231576,3.386641646727808
WD0027m636_a_2002_07_27T05_54_09_all.dat.gz,-27.656397160710345,23.620607947133323,38593.730358996254,8.5000093959774,3.34696065118427
HE0246m5449_b_2002_09_22T04_50_46_all.dat.gz,19.493828334657824,4.619549959203228,10884.830872537746,7.00000000182887,4.31925617475383
WD1122m324_b_2000_05_19T00_28_19_all.dat.gz,14.267208740758337,3.700130938654568,13608.398563222116,7.241205242652294,2.9952378719859305
WD1544m377_a_2000_07_14T03_55_56_all.dat.gz,34.50876592911458,1.214524129873439,9365.010629013108,8.663492521423633,3.567516838546694
WD2205m139_b_2002_09_24T02_32_00_all.dat.gz,59.13352585730741,2.7216716285177363,20833.116365251142,7.622785955486113,3.674393785132304
WD2354m151_a_2000_08_05T07_32_24_all.dat.gz,-13.698585826485866,3.631740292657442,22622.999719405914,8.999999999923055,3.5359528858336207
WD1152m287_a_2000_07_11T00_45_39_all.dat.gz,187.43925775818292,2.792633611449148,123652.51941663642,7.0000000037319055,107.62947061733152
WD1952m206_b_2000_07_13T04_43_44_all.dat.gz,31.88010293043609,2.891158742293541,12699.275778966434,7.000154770899147,5.290557952249866
WD1105m048_b_2003_01_17T06_18_04_all.dat.gz,15.716434866601425,1.3624157533890058,12999.808749047414,7.0000014919991855,4.687703791449225
WD1233m164_a_2003_01_18T07_23_54_all.dat.gz,22.19336655288729,2.9705452310798126,13990.4877894152,8.999999999998536,4.06139460739758
WD1204m136_a_2000_04_23T04_54_00_all.dat.gz,37.76044992684014,3.114469825529259,9473.302241680363,8.31135985966645,3.220510268517484
WD0510m418_b_2002_02_22T01_23_06_all.dat.gz,128.7063602262779,48.98151539259471,35217.20530776467,8.999428083790557,2.7054438643723104
WD1531m022_b_2001_08_16T01_59_31_all.dat.gz,61.70620208212973,2.380059907074717,18643.93677060328,7.373974863964936,2.9685775605462585
HE0257m2104_b_2002_12_08T06_41_18_all.dat.gz,57.47849175170961,4.225856673657081,12499.973739039457,7.016325967467136,5.344434935451428
HS1204p0159_a_2002_02_23T07_24_57_all.dat.gz,-3.059246728826821,16.899153550807302,12000.0176976548,8.426127440219311,0.6314399799113776
WD1422p095_b_2000_07_17T01_14_40_all.dat.gz,18.88104664663568,2.7297952828869594,13022.882064595962,8.521918573788325,2.8656855620238035
HE1340m0530_b_2000_07_18T01_16_16_all.dat.gz,-796.8024604474738,23.70084439122905,128999.99363491707,7.506926123335916,8.932580055728405
WD1010p043_a_2002_02_23T04_31_00_all.dat.gz,66.9664468606315,8.841456345167071,25290.557233842344,8.999982148884884,2.567655627091694
WD0052m147_b_2002_09_27T06_41_53_all.dat.gz,50.87262771725793,3.1735661286162085,21183.674797105225,8.999999998819057,2.1557071329800284
WD0013m241_b_2000_09_17T01_52_33_all.dat.gz,3.73378005587032,3.04595474149938,13499.99857736289,7.2608629199890995,4.014522452284233
WD0050m332_a_2002_07_27T06_44_39_all.dat.gz,12.322028379489575,4.535239589343987,30594.25524563465,8.99999999856086,2.2753941433249656
PG0922p162B_b_2002_02_22T02_59_02_all.dat.gz,45.63380380565604,22.161741707545936,31308.530721286985,8.801711402125552,9.23163174789138
WD1943p163_b_2002_07_27T05_28_51_all.dat.gz,22.370116746358697,2.0263956271586228,13514.32590176332,7.366175317532552,3.892014210654789
HE2159m1649_b_2001_08_20T02_45_08_all.dat.gz,21.87452823522016,3.244434301784461,13175.911326052748,7.047754570617099,4.412805349664311
WD1207m157_b_2000_07_18T00_47_40_all.dat.gz,30.785053263849942,5.357410841600499,12500.00383032068,7.000000040337101,4.447386581733834
WD1149p057_a_2001_01_15T08_31_32_all.dat.gz,-128.61858102710747,10.417675571975131,9534.915731820884,8.999999157135141,9.088804104998834
WD1202m232_a_2000_04_23T04_43_31_all.dat.gz,25.21358529770696,0.4710659385045037,6666.490164921205,7.000000000071362,33.560912531685
WD0830m535_b_2003_05_10T23_32_26_all.dat.gz,52.44330884952924,3.679698975423769,22593.78664628597,8.999999999992978,4.670435951764384
WD1531p184_a_2002_06_18T01_44_31_all.dat.gz,28.950846660163425,2.5238789825399923,6999.963059758158,7.088195961023443,31.24885085370599
MCT2345m3940_b_2000_09_16T01_16_37_all.dat.gz,12.393336206752403,4.38353360318778,12807.85022912844,7.00000000112178,4.830189514836351
HE0348m2404_b_2001_09_15T09_11_32_all.dat.gz,25.916589829077747,3.0521448386933088,12499.98305296546,7.000550853519395,6.047599291858431
HE0410m1137_b_2002_03_05T00_55_59_all.dat.gz,70.33540248461226,2.9004842822065413,5999.995561687927,8.116242748801112,5.473243308985557
WD0216p143_a_2002_09_05T09_36_51_all.dat.gz,-26.360183934299297,2.941448295892928,22367.208847459508,7.558145594972089,3.199706503601506
