Name,SOURCE_ID,FileName
HS1043+0258,3809362934711715712,HS1043p0258_a_2003_01_24T07_31_13_all.dat.gz
HS1043+0258,3809362934711715712,HS1043p0258_b_2003_02_14T05_26_11_all.dat.gz
HS1053+0844,3865978987449159168,HS1053p0844_a_2002_02_17T06_55_40_all.dat.gz
HS1053+0844,3865978987449159168,HS1053p0844_b_2002_02_22T05_15_33_all.dat.gz
HS1102+0032,3804239558419007744,HS1102p0032_a_2002_04_29T04_53_47_all.dat.gz
HS1102+0032,3804239558419007744,HS1102p0032_b_2003_01_18T05_31_33_all.dat.gz
HS1102+0934,3866880552624195584,HS1102p0934_a_2002_02_25T06_25_59_all.dat.gz
HS1102+0934,3866880552624195584,HS1102p0934_a_2002_03_03T06_56_20_all.dat.gz
HS1102+0934,3866880552624195584,HS1102p0934_b_2003_01_18T05_18_04_all.dat.gz
HS1115+0321,3811876594386673408,HS1115p0321_a_2002_04_29T04_39_11_all.dat.gz
HS1115+0321,3811876594386673408,HS1115p0321_b_2003_01_17T06_26_52_all.dat.gz
HS1136+0326,3800633813114930688,HS1136p0326_a_2003_01_18T06_34_48_all.dat.gz
HS1136+0326,3800633813114930688,HS1136p0326_b_2003_01_19T04_57_55_all.dat.gz
HS1136+1359,3918029283792258304,HS1136p1359_a_2002_04_29T04_24_02_all.dat.gz
HS1136+1359,3918029283792258304,HS1136p1359_b_2003_01_18T06_19_52_all.dat.gz
HS1144+1517,3924401920043360896,HS1144p1517_a_2002_02_23T06_53_05_all.dat.gz
HS1144+1517,3924401920043360896,HS1144p1517_b_2002_02_25T07_57_55_all.dat.gz
HS1153+1416,3923263135234800768,HS1153p1416_a_2003_01_18T07_02_05_all.dat.gz
HS1153+1416,3923263135234800768,HS1153p1416_b_2003_02_14T06_07_01_all.dat.gz
HS1204+0159,3891718417216600448,HS1204p0159_a_2002_02_23T07_24_57_all.dat.gz
HS1204+0159,3891718417216600448,HS1204p0159_b_2002_02_24T06_55_51_all.dat.gz
HS1243+0132,3702195464793095936,HS1243p0132_a_2002_04_29T05_17_17_all.dat.gz
HS1243+0132,3702195464793095936,HS1243p0132_b_2003_01_17T08_08_17_all.dat.gz
HS1249+0426,3705386281897262848,HS1249p0426_a_2001_06_20T00_22_13_all.dat.gz
HS1249+0426,3705386281897262848,HS1249p0426_b_2001_07_23T00_07_55_all.dat.gz
HS1305+0029,3690709554012428416,HS1305p0029_a_2001_06_20T01_30_25_all.dat.gz
HS1305+0029,3690709554012428416,HS1305p0029_b_2003_01_17T08_36_09_all.dat.gz
HS1308+1646,3936999437080327040,HS1308p1646_a_2003_01_19T07_08_44_all.dat.gz
HS1308+1646,3936999437080327040,HS1308p1646_b_2003_02_14T06_44_02_all.dat.gz
HS1334+0701,3718352444565698432,HS1334p0701_a_2001_06_18T01_05_40_all.dat.gz
HS1334+0701,3718352444565698432,HS1334p0701_b_2002_04_23T06_00_05_all.dat.gz
HS1338+0807,3724583445679765632,HS1338p0807_a_2001_06_20T02_10_18_all.dat.gz
HS1338+0807,3724583445679765632,HS1338p0807_b_2001_08_18T23_51_59_all.dat.gz
HS1410+0809,3674476639217656576,HS1410p0809_a_2002_04_23T02_17_16_all.dat.gz
HS1430+1339,1179764607826002688,HS1430p1339_a_2001_08_22T00_14_02_all.dat.gz
HS1430+1339,1179764607826002688,HS1430p1339_b_2001_08_19T00_49_59_all.dat.gz
HS1432+1441,1227992486355023616,HS1432p1441_a_2001_08_21T00_15_47_all.dat.gz
HS1432+1441,1227992486355023616,HS1432p1441_b_2001_08_16T00_01_34_all.dat.gz
HS1447+0454,1158347014670132864,HS1447p0454_a_2001_06_18T02_03_38_all.dat.gz
HS1447+0454,1158347014670132864,HS1447p0454_b_2001_08_16T01_02_39_all.dat.gz
HS1517+0814,1163912467652160896,HS1517p0814_a_2001_06_20T03_20_55_all.dat.gz
HS1517+0814,1163912467652160896,HS1517p0814_b_2001_07_25T23_33_32_all.dat.gz
HS1527+0614,4429106481934491136,HS1527p0614_a_2001_06_20T03_39_48_all.dat.gz
HS1527+0614,4429106481934491136,HS1527p0614_b_2001_07_25T23_49_52_all.dat.gz
HS1609+1426,4464512886654172160,HS1609p1426_a_2001_06_28T01_02_22_all.dat.gz
HS1609+1426,4464512886654172160,HS1609p1426_a_2001_06_28T01_51_04_all.dat.gz
HS1609+1426,4464512886654172160,HS1609p1426_b_2001_08_15T01_43_05_all.dat.gz
HS1614+1136,4454017257893306496,HS1614p1136_a_2002_06_18T02_13_25_all.dat.gz
HS1614+1136,4454017257893306496,HS1614p1136_b_2003_07_19T03_38_43_all.dat.gz
HS1616+0247,4436059415517432064,HS1616p0247_a_2002_06_18T01_59_12_all.dat.gz
HS1616+0247,4436059415517432064,HS1616p0247_b_2002_09_24T23_59_54_all.dat.gz
HS1641+1124,4447022061837071744,HS1641p1124_a_2001_07_26T02_22_08_all.dat.gz
HS1641+1124,4447022061837071744,HS1641p1124_b_2001_07_27T00_52_11_all.dat.gz
HS1646+1059,4447685097411960064,HS1646p1059_a_2001_07_27T01_50_31_all.dat.gz
HS1646+1059,4447685097411960064,HS1646p1059_b_2001_08_16T02_10_37_all.dat.gz
HS1648+1300,4449098970582483712,HS1648p1300_a_2001_07_26T01_11_45_all.dat.gz
HS1648+1300,4449098970582483712,HS1648p1300_b_2001_07_27T01_36_07_all.dat.gz
HS1705+2228,4568179481487112832,HS1705p2228_a_2002_09_04T00_21_11_all.dat.gz
HS1705+2228,4568179481487112832,HS1705p2228_a_2002_09_04T00_31_46_all.dat.gz
HS1705+2228,4568179481487112832,HS1705p2228_b_2002_09_21T00_20_01_all.dat.gz
HS2046+0044,4228449385142100480,HS2046p0044_a_2002_09_04T02_58_02_all.dat.gz
HS2046+0044,4228449385142100480,HS2046p0044_a_2002_09_04T03_10_23_all.dat.gz
HS2046+0044,4228449385142100480,HS2046p0044_b_2002_09_21T00_03_14_all.dat.gz
HS2056+0721,1737897841326227072,HS2056p0721_a_2001_08_19T02_24_58_all.dat.gz
HS2056+0721,1737897841326227072,HS2056p0721_b_2001_08_21T01_15_32_all.dat.gz
HS2058+0823,1738071701601163264,HS2058p0823_a_2001_08_24T01_42_58_all.dat.gz
HS2058+0823,1738071701601163264,HS2058p0823_b_2001_08_20T01_03_55_all.dat.gz
HS2059+0208,1730310347805122816,HS2059p0208_a_2002_09_04T03_24_41_all.dat.gz
HS2059+0208,1730310347805122816,HS2059p0208_b_2002_09_22T00_37_50_all.dat.gz
HS2108+1734,1788040794231829376,HS2108p1734_a_2002_07_10T06_39_05_all.dat.gz
HS2108+1734,1788040794231829376,HS2108p1734_b_2002_09_10T01_00_08_all.dat.gz
HS2108+1734,1788040794231829376,HS2108p1734_b_2003_08_10T03_52_31_all.dat.gz
HS2130+1215,1769941011771984768,HS2130p1215_a_2002_09_23T01_58_38_all.dat.gz
HS2130+1215,1769941011771984768,HS2130p1215_b_2002_09_24T01_00_35_all.dat.gz
HS2132+0941,1742342784582615936,HS2132p0941_c_2001_08_24T02_25_19_all.dat.gz
HS2132+0941,1742342784582615936,HS2132p0941_d_2001_08_20T01_29_53_all.dat.gz
HS2138+0910,1741417790361772160,HS2138p0910_a_2001_08_24T02_40_54_all.dat.gz
HS2138+0910,1741417790361772160,HS2138p0910_b_2001_08_20T01_44_49_all.dat.gz
HS2210+2323,1879147564661258240,HS2210p2323_a_2002_09_24T02_46_40_all.dat.gz
HS2210+2323,1879147564661258240,HS2210p2323_b_2002_09_25T00_15_51_all.dat.gz
HS2225+2158,1874832084599745920,HS2225p2158_a_2002_09_25T02_14_44_all.dat.gz
HS2225+2158,1874832084599745920,HS2225p2158_b_2002_09_26T03_19_42_all.dat.gz
HS2229+2335,1875647956587976576,HS2229p2335_a_2002_09_25T02_28_04_all.dat.gz
HS2229+2335,1875647956587976576,HS2229p2335_b_2002_09_26T03_32_58_all.dat.gz
HS2233+0008,2654170736729886976,HS2233p0008_a_2002_09_25T02_42_28_all.dat.gz
HS2233+0008,2654170736729886976,HS2233p0008_b_2002_09_26T03_47_15_all.dat.gz
HS2244+0305,2656542452030717952,HS2244p0305_a_2002_09_24T05_33_40_all.dat.gz
HS2244+0305,2656542452030717952,HS2244p0305_b_2002_09_25T03_53_21_all.dat.gz
HS2244+2103,2836176779127265792,HS2244p2103_a_2002_09_26T04_12_00_all.dat.gz
HS2244+2103,2836176779127265792,HS2244p2103_b_2002_09_27T01_49_56_all.dat.gz
MCT0031-3107,2317553529604662016,MCT0031m3107_a_2000_09_16T04_20_48_all.dat.gz
MCT0031-3107,2317553529604662016,MCT0031m3107_a_2001_07_24T09_48_49_all.dat.gz
MCT0033-3440,5005361213245945856,MCT0033m3440_a_2000_09_16T04_36_55_all.dat.gz
MCT0033-3440,5005361213245945856,MCT0033m3440_a_2002_08_15T09_54_11_all.dat.gz
MCT0105-1634,2359382697136585728,MCT0105m1634_a_2000_07_14T06_59_38_all.dat.gz
MCT0105-1634,2359382697136585728,MCT0105m1634_b_2000_07_17T08_19_23_all.dat.gz
MCT0105-1634,2359382697136585728,MCT0105m1634_b_2003_09_01T04_15_27_all.dat.gz
MCT0110-1617,2358739727648116608,MCT0110m1617_a_2000_08_05T10_03_17_all.dat.gz
MCT0110-1617,2358739727648116608,MCT0110m1617_a_2002_09_12T08_56_14_all.dat.gz
MCT0111-3806,4988781711771040128,MCT0111m3806_a_2002_09_14T03_36_11_all.dat.gz
MCT0111-3806,4988781711771040128,MCT0111m3806_b_2001_08_25T09_09_17_all.dat.gz
MCT0138-4014,4960499042889705344,MCT0138m4014_a_2000_08_05T09_00_24_all.dat.gz
MCT0138-4014,4960499042889705344,MCT0138m4014_a_2002_09_15T05_25_22_all.dat.gz
MCT0138-4014,4960499042889705344,MCT0138m4014_a_2002_09_15T07_28_06_all.dat.gz
MCT2343-1740,2394370123500185344,MCT2343m1740_a_2000_09_15T02_52_54_all.dat.gz
MCT2343-1740,2394370123500185344,MCT2343m1740_b_2000_09_16T01_33_35_all.dat.gz
MCT2345-3940,6534665545408513792,MCT2345m3940_a_2000_09_15T02_36_21_all.dat.gz
MCT2345-3940,6534665545408513792,MCT2345m3940_b_2000_09_16T01_16_37_all.dat.gz
MCT2349-3627,2311200968031379584,MCT2349m3627_a_2000_09_15T04_42_45_all.dat.gz
MCT2349-3627,2311200968031379584,MCT2349m3627_b_2000_09_17T02_58_51_all.dat.gz
MCT2352-1249,2421871039614828672,MCT2352m1249_a_2000_09_15T04_58_51_all.dat.gz
MCT2352-1249,2421871039614828672,MCT2352m1249_b_2000_09_17T03_13_38_all.dat.gz
MCT2352-1249,2421871039614828672,MCT2352m1249_b_2003_07_02T10_02_07_all.dat.gz
WD0000-186,2414099622710507904,WD0000m186_a_2000_09_16T04_53_20_all.dat.gz
WD0000-186,2414099622710507904,WD0000m186_b_2000_09_17T03_27_45_all.dat.gz
WD0011+000,2545505281002947200,WD0011p000_a_2000_07_14T07_14_24_all.dat.gz
WD0011+000,2545505281002947200,WD0011p000_b_2000_07_17T07_38_30_all.dat.gz
WD0013-241,2336189396997071616,WD0013m241_a_2000_09_16T02_44_14_all.dat.gz
WD0013-241,2336189396997071616,WD0013m241_b_2000_09_17T01_52_33_all.dat.gz
WD0016-220,2361264618662161920,WD0016m220_a_2000_09_16T05_11_46_all.dat.gz
WD0016-220,2361264618662161920,WD0016m220_b_2000_09_17T03_47_14_all.dat.gz
WD0016-258,2323704339384503040,WD0016m258_a_2000_09_16T03_01_09_all.dat.gz
WD0016-258,2323704339384503040,WD0016m258_b_2000_09_17T02_10_05_all.dat.gz
WD0017+061,2747611250653031040,WD0017p061_a_2002_09_18T04_15_19_all.dat.gz
WD0017+061,2747611250653031040,WD0017p061_b_2002_09_26T07_34_57_all.dat.gz
WD0018-339,2315346161227820032,WD0018m339_a_2002_09_15T02_14_36_all.dat.gz
WD0018-339,2315346161227820032,WD0018m339_b_2002_09_18T02_33_16_all.dat.gz
WD0024-556,4920057871348614272,WD0024m556_a_2000_08_03T09_18_47_all.dat.gz
WD0024-556,4920057871348614272,WD0024m556_b_2000_08_05T08_30_01_all.dat.gz
WD0027-636,4900807999725863296,WD0027m636_a_2002_07_27T05_54_09_all.dat.gz
WD0027-636,4900807999725863296,WD0027m636_b_2002_08_15T09_37_17_all.dat.gz
WD0029-181,2364272573237917952,WD0029m181_a_2002_09_26T08_24_43_all.dat.gz
WD0029-181,2364272573237917952,WD0029m181_b_2002_09_27T06_13_51_all.dat.gz
WD0032-175,2364319061964016512,WD0032m175_a_2002_09_18T03_21_12_all.dat.gz
WD0032-175,2364319061964016512,WD0032m175_b_2002_09_25T06_31_43_all.dat.gz
WD0032-177,2364311331022888704,WD0032m177_a_2002_09_18T03_30_10_all.dat.gz
WD0032-177,2364311331022888704,WD0032m177_b_2002_09_25T06_02_02_all.dat.gz
WD0032-317,2317319612801004416,WD0032m317_a_2000_09_16T03_47_45_all.dat.gz
WD0032-317,2317319612801004416,WD0032m317_b_2000_09_17T02_44_05_all.dat.gz
WD0033+016,2544456862306151680,WD0033p016_a_2002_09_18T06_41_32_all.dat.gz
WD0033+016,2544456862306151680,WD0033p016_b_2002_09_26T07_57_22_all.dat.gz
WD0047-524,4922382445088509312,WD0047m524_a_2002_07_27T06_21_48_all.dat.gz
WD0047-524,4922382445088509312,WD0047m524_b_2002_09_14T03_12_36_all.dat.gz
WD0048-544,4921090656364298368,WD0048m544_a_2002_07_27T06_30_20_all.dat.gz
WD0048-544,4921090656364298368,WD0048m544_b_2002_09_14T03_21_21_all.dat.gz
WD0048+202,2789398778477164672,WD0048p202_a_2002_09_19T04_52_51_all.dat.gz
WD0048+202,2789398778477164672,WD0048p202_a_2002_12_02T02_09_16_all.dat.gz
WD0048+202,2789398778477164672,WD0048p202_b_2002_09_27T05_16_58_all.dat.gz
WD0050-332,5006486048001153792,WD0050m332_a_2001_09_11T03_46_03_all.dat.gz
WD0050-332,5006486048001153792,WD0050m332_a_2002_07_27T06_44_39_all.dat.gz
WD0050-332,5006486048001153792,WD0050m332_a_2002_09_15T03_27_05_all.dat.gz
WD0050-332,5006486048001153792,WD0050m332_b_2002_09_25T06_49_59_all.dat.gz
WD0052-147,2372473658671416960,WD0052m147_a_2002_09_26T08_54_17_all.dat.gz
WD0052-147,2372473658671416960,WD0052m147_b_2002_09_27T06_41_53_all.dat.gz
WD0053-117,2472557872820632320,WD0053m117_a_2002_09_26T09_08_08_all.dat.gz
WD0053-117,2472557872820632320,WD0053m117_b_2002_09_27T06_55_38_all.dat.gz
WD0102-142,2468060664104501376,WD0102m142_a_2000_08_05T09_50_38_all.dat.gz
WD0102-142,2468060664104501376,WD0102m142_a_2002_09_12T08_43_02_all.dat.gz
WD0102-185,2357946464368276224,WD0102m185_a_2003_02_05T00_45_01_all.dat.gz
WD0102-185,2357946464368276224,WD0102m185_b_2003_07_29T09_33_54_all.dat.gz
WD0103-278,5034051079388141696,WD0103m278_a_2002_09_15T03_50_28_all.dat.gz
WD0103-278,5034051079388141696,WD0103m278_b_2002_09_19T02_21_56_all.dat.gz
WD0106-358,5014009353235167744,WD0106m358_a_2000_07_12T06_32_26_all.dat.gz
WD0106-358,5014009353235167744,WD0106m358_b_2000_07_16T06_41_12_all.dat.gz
WD0107-192,2354670057156360576,WD0107m192_a_2000_07_12T06_43_19_all.dat.gz
WD0107-192,2354670057156360576,WD0107m192_b_2000_07_16T06_50_00_all.dat.gz
WD0108+143,2591091789004351104,WD0108p143_a_2000_07_14T07_38_37_all.dat.gz
WD0108+143,2591091789004351104,WD0108p143_b_2000_07_18T08_11_16_all.dat.gz
WD0110-139,2456122476087944960,WD0110m139_a_2000_07_13T07_26_12_all.dat.gz
WD0110-139,2456122476087944960,WD0110m139_b_2000_07_16T07_03_55_all.dat.gz
WD0114-034,2483669331171909120,WD0114m034_a_2000_07_12T08_22_55_all.dat.gz
WD0114-034,2483669331171909120,WD0114m034_b_2000_07_15T06_40_42_all.dat.gz
WD0114-605,4716787274071022848,WD0114m605_a_2002_08_03T09_52_41_all.dat.gz
WD0114-605,4716787274071022848,WD0114m605_b_2001_08_25T09_37_56_all.dat.gz
WD0124-257,5037128131397095168,WD0124m257_a_2000_07_13T07_40_59_all.dat.gz
WD0124-257,5037128131397095168,WD0124m257_b_2000_07_16T07_48_34_all.dat.gz
WD0126+101,2585189473147457408,WD0126p101_a_2000_07_14T07_55_53_all.dat.gz
WD0126+101,2585189473147457408,WD0126p101_b_2000_07_18T08_26_23_all.dat.gz
WD0127-050,2480731779699826176,WD0127m050_a_2002_09_19T05_30_57_all.dat.gz
WD0127-050,2480731779699826176,WD0127m050_b_2002_09_27T07_09_45_all.dat.gz
WD0129-205,5043926824108837376,WD0129m205_a_2000_07_12T07_02_05_all.dat.gz
WD0129-205,5043926824108837376,WD0129m205_b_2000_07_16T08_29_25_all.dat.gz
WD0133-116,2457759374023232768,WD0133m116_a_2000_07_12T07_27_46_all.dat.gz
WD0133-116,2457759374023232768,WD0133m116_b_2000_07_16T09_40_40_all.dat.gz
WD0137-291,5023333658515040128,WD0137m291_a_2000_07_13T10_23_17_all.dat.gz
WD0137-291,5023333658515040128,WD0137m291_b_2000_07_16T08_58_27_all.dat.gz
WD0138-236,5039292451317431168,WD0138m236_a_2000_07_14T08_07_02_all.dat.gz
WD0138-236,5039292451317431168,WD0138m236_b_2000_07_16T09_15_59_all.dat.gz
WD0140-392,4962193390308361728,WD0140m392_a_2000_07_14T08_21_32_all.dat.gz
WD0140-392,4962193390308361728,WD0140m392_b_2000_07_16T09_30_54_all.dat.gz
WD0143+216,98092934167683072,WD0143p216_a_2002_09_19T06_05_11_all.dat.gz
WD0143+216,98092934167683072,WD0143p216_b_2003_07_27T09_54_14_all.dat.gz
WD0145-221,5135466183642594304,WD0145m221_a_2000_07_15T06_55_09_all.dat.gz
WD0145-221,5135466183642594304,WD0145m221_b_2000_07_17T08_33_19_all.dat.gz
WD0145-257,5037875455706805504,WD0145m257_a_2002_09_19T03_17_08_all.dat.gz
WD0145-257,5037875455706805504,WD0145m257_b_2002_09_27T08_09_54_all.dat.gz
WD0151+017,2511623211717232640,WD0151p017_a_2000_07_12T08_47_53_all.dat.gz
WD0151+017,2511623211717232640,WD0151p017_b_2000_07_15T08_13_37_all.dat.gz
WD0155+069,2567944320460595840,WD0155p069_a_2002_09_19T06_59_31_all.dat.gz
WD0155+069,2567944320460595840,WD0155p069_b_2003_01_19T01_56_18_all.dat.gz
WD0158-227,5134814168951616000,WD0158m227_a_2002_09_20T03_40_26_all.dat.gz
WD0158-227,5134814168951616000,WD0158m227_b_2002_09_27T07_46_53_all.dat.gz
WD0203-138,5149462073310745344,WD0203m138_a_2000_07_15T07_59_42_all.dat.gz
WD0203-138,5149462073310745344,WD0203m138_b_2000_07_17T09_02_43_all.dat.gz
WD0204-233,5122528470836031232,WD0204m233_a_2000_07_15T07_45_28_all.dat.gz
WD0204-233,5122528470836031232,WD0204m233_b_2000_07_17T08_47_15_all.dat.gz
WD0205-304,5020146620982523008,WD0205m304_a_2000_09_15T05_34_10_all.dat.gz
WD0205-304,5020146620982523008,WD0205m304_a_2001_09_23T08_37_02_all.dat.gz
WD0205-365,4968128554074903808,WD0205m365_a_2000_07_12T09_07_48_all.dat.gz
WD0205-365,4968128554074903808,WD0205m365_b_2000_07_15T07_10_55_all.dat.gz
WD0208-263,5118133276183878400,WD0208m263_a_2002_09_15T09_28_08_all.dat.gz
WD0208-263,5118133276183878400,WD0208m263_b_2002_09_20T05_12_08_all.dat.gz
WD0212-231,5123291871208145792,WD0212m231_a_2002_09_20T05_27_24_all.dat.gz
WD0212-231,5123291871208145792,WD0212m231_b_2002_12_08T05_35_35_all.dat.gz
WD0220+222,99915890086770176,WD0220p222_b_2002_12_31T01_00_58_all.dat.gz
WD0226-329,5063539946887524864,WD0226m329_a_2002_09_19T04_02_39_all.dat.gz
WD0226-329,5063539946887524864,WD0226m329_a_2002_12_03T06_19_41_all.dat.gz
WD0226-329,5063539946887524864,WD0226m329_b_2002_12_08T06_18_12_all.dat.gz
WD0227+050,2516322146457318144,WD0227p050_a_2002_09_19T08_15_09_all.dat.gz
WD0227+050,2516322146457318144,WD0227p050_b_2003_01_17T01_29_41_all.dat.gz
WD0227+050,2516322146457318144,WD0227p050_b_2003_08_31T09_19_46_all.dat.gz
WD0229-481,4939012317940174464,WD0229m481_a_2000_08_03T09_31_43_all.dat.gz
WD0229-481,4939012317940174464,WD0229m481_b_2000_08_05T08_43_02_all.dat.gz
WD0231-054,2488960249844340352,WD0231m054_a_2000_07_12T08_57_02_all.dat.gz
WD0231-054,2488960249844340352,WD0231m054_a_2002_09_06T09_43_37_all.dat.gz
WD0231-054,2488960249844340352,WD0231m054_b_2000_07_15T07_35_41_all.dat.gz
WD0242-174,5132580858972702976,WD0242m174_a_2001_12_17T02_03_57_all.dat.gz
WD0242-174,5132580858972702976,WD0242m174_b_2001_12_29T03_03_29_all.dat.gz
WD0243+155,33554517899463040,WD0243p155_a_2002_09_20T09_08_25_all.dat.gz
WD0250-007,2497895053130247040,WD0250m007_a_2003_02_04T00_59_57_all.dat.gz
WD0250-007,2497895053130247040,WD0250m007_b_2003_01_16T02_54_48_all.dat.gz
WD0250-026,5187346124402986752,WD0250m026_a_2002_07_10T10_00_07_all.dat.gz
WD0250-026,5187346124402986752,WD0250m026_b_2002_09_19T08_38_03_all.dat.gz
WD0255-705,4645960583300470656,WD0255m705_a_2000_08_03T09_56_06_all.dat.gz
WD0255-705,4645960583300470656,WD0255m705_b_2000_08_05T08_51_11_all.dat.gz
WD0302+027,1068931460633216,WD0302p027_a_2000_07_16T10_05_38_all.dat.gz
WD0302+027,1068931460633216,WD0302p027_b_2000_07_18T08_51_06_all.dat.gz
WD0307+149,31047257726638592,WD0307p149_a_2002_09_18T08_52_36_all.dat.gz
WD0307+149,31047257726638592,WD0307p149_b_2002_09_19T09_01_51_all.dat.gz
WD0308+188,59077760488621184,WD0308p188_a_2002_09_21T05_33_44_all.dat.gz
WD0308+188,59077760488621184,WD0308p188_b_2003_01_17T01_39_01_all.dat.gz
WD0310-688,4646535078125821568,WD0310m688_a_2002_09_19T09_18_15_all.dat.gz
WD0310-688,4646535078125821568,WD0310m688_a_2002_12_03T05_21_40_all.dat.gz
WD0310-688,4646535078125821568,WD0310m688_a_2002_12_03T05_27_55_all.dat.gz
WD0310-688,4646535078125821568,WD0310m688_b_2002_12_08T06_56_41_all.dat.gz
WD0315-332,5054287144220982144,WD0315m332_a_2002_09_21T08_07_59_all.dat.gz
WD0315-332,5054287144220982144,WD0315m332_b_2002_09_22T05_08_30_all.dat.gz
WD0315-332,5054287144220982144,WD0315m332_b_2003_08_01T09_29_34_all.dat.gz
WD0317+196,59370127502651264,WD0317p196_a_2002_09_21T05_45_32_all.dat.gz
WD0318-021,3262366899304566272,WD0318m021_a_2002_03_01T00_40_09_all.dat.gz
WD0318-021,3262366899304566272,WD0318m021_b_2002_03_03T00_55_34_all.dat.gz
WD0320-539,4734298439852277376,WD0320m539_a_2000_08_03T10_04_13_all.dat.gz
WD0320-539,4734298439852277376,WD0320m539_b_2000_08_05T09_15_57_all.dat.gz
WD0320-539,4734298439852277376,WD0320m539_b_2003_07_31T09_43_44_all.dat.gz
WD0328+008,3264857636738890624,WD0328p008_a_2002_09_22T06_07_52_all.dat.gz
WD0328+008,3264857636738890624,WD0328p008_b_2003_01_19T04_14_57_all.dat.gz
WD0330-009,3263351202729621376,WD0330m009_a_2002_09_21T04_31_37_all.dat.gz
WD0330-009,3263351202729621376,WD0330m009_b_2003_01_16T02_14_32_all.dat.gz
WD0336+040,3274761620869767168,WD0336p040_a_2002_09_22T06_37_53_all.dat.gz
WD0336+040,3274761620869767168,WD0336p040_b_2003_02_25T01_16_39_all.dat.gz
WD0336+040,3274761620869767168,WD0336p040_b_2003_08_02T09_59_18_all.dat.gz
WD0341+021,3270918350990573184,WD0341p021_a_2002_03_04T00_40_41_all.dat.gz
WD0341+021,3270918350990573184,WD0341p021_b_2002_09_21T04_47_22_all.dat.gz
WD0343-007,3251501727261970432,WD0343m007_a_2000_12_11T04_07_55_all.dat.gz
WD0343-007,3251501727261970432,WD0343m007_b_2000_12_13T04_15_34_all.dat.gz
WD0344+073,3277341526122556160,WD0344p073_a_2002_02_19T00_35_50_all.dat.gz
WD0344+073,3277341526122556160,WD0344p073_a_2002_09_22T07_05_25_all.dat.gz
WD0344+073,3277341526122556160,WD0344p073_b_2003_01_20T03_49_23_all.dat.gz
WD0346-011,3251244858154433536,WD0346m011_a_2000_07_16T10_17_28_all.dat.gz
WD0346-011,3251244858154433536,WD0346m011_b_2000_07_18T09_00_06_all.dat.gz
WD0352+018,3258317294901181440,WD0352p018_a_2002_02_27T01_14_10_all.dat.gz
WD0352+018,3258317294901181440,WD0352p018_b_2002_09_21T05_03_56_all.dat.gz
WD0352+049,3273625554777257472,WD0352p049_a_2003_01_19T03_37_17_all.dat.gz
WD0352+049,3273625554777257472,WD0352p049_b_2003_02_04T02_54_16_all.dat.gz
WD0352+052,3273645105468368000,WD0352p052_a_2002_03_01T01_09_56_all.dat.gz
WD0352+052,3273645105468368000,WD0352p052_b_2002_09_13T09_27_41_all.dat.gz
WD0352+096,3302846072717868416,WD0352p096_a_2002_02_19T00_52_05_all.dat.gz
WD0352+096,3302846072717868416,WD0352p096_b_2002_09_21T05_23_29_all.dat.gz
WD0406+169,45980377978968064,WD0406p169_a_2003_02_04T02_25_47_all.dat.gz
WD0407+179,46896958359881728,WD0407p179_a_2003_02_04T02_15_21_all.dat.gz
WD0407+179,46896958359881728,WD0407p179_b_2003_02_25T01_35_15_all.dat.gz
WD0407+179,46896958359881728,WD0407p179_b_2003_08_31T09_33_45_all.dat.gz
WD0408-041,3251748915515143296,WD0408m041_a_2000_09_15T09_27_35_all.dat.gz
WD0408-041,3251748915515143296,WD0408m041_a_2001_09_02T09_17_25_all.dat.gz
WD0410+117,3304090857318319232,WD0410p117_a_2002_02_27T01_29_25_all.dat.gz
WD0410+117,3304090857318319232,WD0410p117_b_2003_01_18T04_10_14_all.dat.gz
WD0416-550,4778802753534553472,WD0416m550_a_2000_07_18T09_52_14_all.dat.gz
WD0416-550,4778802753534553472,WD0416m550_b_2000_08_03T09_42_20_all.dat.gz
WD0421+162,3313606340183243136,WD0421p162_a_2002_02_27T01_40_22_all.dat.gz
WD0421+162,3313606340183243136,WD0421p162_b_2002_12_31T03_09_41_all.dat.gz
WD0425+168,3313714023603261568,WD0425p168_a_2002_12_31T03_18_41_all.dat.gz
WD0425+168,3313714023603261568,WD0425p168_b_2003_01_11T04_28_12_all.dat.gz
WD0426+106,3305972018634634880,WD0426p106_a_2002_09_23T08_05_49_all.dat.gz
WD0426+106,3305972018634634880,WD0426p106_b_2003_01_18T04_49_25_all.dat.gz
WD0431+126,3306722607119077120,WD0431p126_a_2003_01_19T03_51_36_all.dat.gz
WD0431+126,3306722607119077120,WD0431p126_b_2003_01_20T04_28_17_all.dat.gz
WD0437+152,3309687027907272576,WD0437p152_a_2003_01_19T03_59_55_all.dat.gz
WD0437+152,3309687027907272576,WD0437p152_b_2003_01_23T03_03_54_all.dat.gz
WD0440-038,3201709827802584576,WD0440m038_a_2002_02_10T01_21_35_all.dat.gz
WD0440-038,3201709827802584576,WD0440m038_b_2003_01_18T05_03_53_all.dat.gz
WD0446-789,4622856957782901504,WD0446m789_a_2002_12_03T06_05_20_all.dat.gz
WD0446-789,4622856957782901504,WD0446m789_b_2002_11_30T07_07_19_all.dat.gz
WD0509-007,3215427579684548864,WD0509m007_a_2000_09_14T08_45_33_all.dat.gz
WD0509-007,3215427579684548864,WD0509m007_a_2001_12_15T07_31_52_all.dat.gz
WD0510-418,4812859061053900928,WD0510m418_a_2001_10_31T08_05_18_all.dat.gz
