source_id,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi
91690164426711040,-0.7571413316695681,3.9209632979806655,15326.849067450425,8.509307761912797,2.3720517910869723
3529574716212596736,21.086233487085483,4.9012130638869,27747.85196977296,7.9111693210587,2.1318647746329837
5125057897336633344,14.238153112700441,2.302515544448446,14608.754927385426,8.37906933138209,4.517467146693247
5098930339964725248,47.78512513368021,3.166037700224731,14739.602591646979,8.21849735482743,2.360465094805156
2656542452030717952,32.29353064932243,15.46956882015375,59624.460708714076,7.847128588467662,1.3519175808523025
679177201586401280,58.68819187364737,6.656967789079413,32327.5485540931,7.88676001546888,2.7967445775182935
46896958359881728,92.91139364026695,1.233984338488085,13497.159731677513,8.065826208241074,4.971534422117976
2772855182928578560,-7.424001044435834,2.429986662221769,25894.671319907877,8.10078215984406,6.784318417235775
3846451454781376512,71.82995466529303,3.8385145581685123,15920.751934818809,8.925398363966067,3.6903747293917726
3866880552624195584,114.33743486534756,4.058689705660967,15912.053437892206,7.551743635792783,3.4105296485596956
2511623211717232640,37.70281480038925,1.9551419904934448,13360.399977680245,8.087528905831473,4.218062834585978
5083478078426926976,25.051669331679616,4.2343152316311485,16588.652607758824,8.999999998553507,1.8994632900156192
6585878288771383296,-77.3633768017716,4.0341067304736455,16000.007922713583,8.999999669422051,2.6805987242184606
2442099751463686528,34.17643089627593,3.5821020177977925,15399.484617401418,8.593274902919582,2.0553845889486517
2390888829168611968,47.98899604065029,4.134386063565692,26669.387333732877,7.828962641654001,2.3334624168452387
2658537614663492352,18.018218752621006,5.580638297154392,41524.142274064994,7.854668266102535,3.0956407648355264
4419865155422033280,-26.58122068864133,4.362227314739901,28955.48964941912,7.895701193472661,1.8429818172439358
5402827451143222912,16.055289821572917,2.6339654125342102,22217.00170444934,7.854122884790851,2.159458844413118
3973707423046985984,-17.58034092359373,18.499175856293455,61408.66195063019,8.062090515758054,1.942718843407451
6849796229451135104,-14.63830041267256,2.384634054655834,14812.284846856577,8.039406200256268,3.1520896192907455
4420242631507777920,-1175.62421749057,,13990.669872839908,7.499960948630501,26.944838628618438
6468623688724871808,82.23770020667344,2.1241389806656414,26923.241007906487,7.8678377255988,5.227408688203753
1738521539295354240,4.809527989896285,5.888514689911595,36436.9198631645,7.89651786348226,3.1758852559955573
6191268135405788544,87.01502309401153,2.5683011607570023,11645.442786606895,8.391324838973809,3.753834618549829
5792402116129561984,186.55408152898815,2.1548721744050425,23569.118966552953,7.599023383595766,5.253748583181245
4460086458999242368,19.362412643026946,2.385896282528739,14426.217692517605,8.278101737460174,2.4871971431267346
6278550873112595968,26.669128142817538,10.779249996390124,33609.99095321063,7.000000006218909,1.9874844554803304
2662658107503521536,52.060408379829816,4.833812858439924,37226.46546012769,7.714772126433941,2.2531526308281786
61497407625478272,55.67151652770629,3.3671624553272643,13468.411342311183,7.958768828344515,3.097090399993531
3724583445679765632,102.13912240629897,4.239514546806113,25563.723334135764,7.764661131486354,3.4285665063775936
5612710511362093184,33.48658046297761,4.083691367028301,36909.63067653612,7.921724814178647,1.6539910827415234
2789398778477164672,52.173845197241626,2.003207301504002,21070.003306042872,7.930328819770618,3.4783323124158896
5088334621288740992,60.486786651961346,15.971103719759121,15204.289717136015,8.379771667344206,0.14147146119649967
2473843786029439104,30.377068299310285,1.5861044857995967,13481.216052058544,7.775463380614888,2.54397078722982
2510891108771852416,38.62171204865031,4.935947141286064,11832.732853892983,7.499961020894181,4.466547410125957
3574739561506431104,46.85302351706342,2.051314531665973,13011.839450561274,7.929297924198299,2.3824687788491103
4766810380210581632,64.8032428930675,2.4578310399484273,12877.564440669219,8.719197872648898,4.904055734343321
3840288524603932800,33.63217412459894,9.373817626255235,31806.40557439766,8.134640240030402,3.402380538144742
6615959586875261056,25.256329193024214,3.0575442344408135,15753.550214050127,7.897715731133339,3.4506833345307486
4921090656364298368,4.973439086662469,1.7805197964824895,14697.966459921148,8.52592069630457,3.595481534975152
3552845261339955200,109.97795901526385,3.41314084418174,34232.76220504075,7.0000000165477285,4.659047287290701
1188119762325721600,50.926832859197695,3.2930993626767737,21804.209790824207,7.9250156891723025,2.563199231119654
