,Unnamed: 0.1,filename,radial_velocity_reference,e_radial_velocity_reference,redchi_reference,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe,radial_velocity_observed,e_radial_velocity_observed,redchi_observed,teff_corv,logg_corv,stark_velocity,e_stark_velocity,teff_bin,logg_bin,N,e_N,Hdensity,e_Hdensity
57,280,WD0710p216_b_2002_02_19T02_35_48_all.dat.gz,48.92207325788471,1.6309828262676014,4.111692591107088,9831.788282066573,8.201824116681584,1012,762,2.908928,-137.88729,WD0710+216,108.34,21.568583333,1636148068921376768,Gaia DR3 3367112974037883904,3367112974037883904,562875748,2016.0,108.33941734199,0.0273,21.56798390936,0.0257,21.9379,0.033,665.2099,182.682,-122.247,0.034,-135.751,0.028,-0.2811,0.2306,-0.0817,0.091,-0.4563,-0.0279,-0.1786,0.2346,0.0092,-0.1868,235,0,235,0,0.003,261.1238,0.031,0.1591,31,0,1.723,,,,,,,,27,16,0.04835,27,8,0,0.103,10.632,0,0,0.999,0.329,0.239,0.48,0.87,-48.364,24.212,-27.184,-37.196,0,222,14443.92102,10.81717,1335.27673,15.288154,25,10021.78343,22.76787,440.17221,15.33618,26,6454.79715,15.3164,421.43036,15.223189,1.141,0.0,0.0,0.0,0.0,0,0.11299,0.048026,0.064964,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,195.72593600644,14.28009418933,107.01625992941,-0.79446921321,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3367112974037883904,0.99,3367112974037883904,10401.66,106.37,7.950461,0.023208,10274.25,113.14,7.850564,0.02453,52.644498599030136,1.5124777571869643,6.757227507474631,10366.68610706746,7.843341268155603,3.7224253411454242,2.2243412385614674,2,4,,,,
58,281,HE0436m1633_a_2002_02_10T01_37_29_all.dat.gz,39.75693461914371,2.3280233532575245,4.636839169299437,11679.791579726982,7.248243738642151,168,136,1.859728,-169.175161,HE0436-1633,69.696625,-16.454833333,1636148068921376768,Gaia DR3 3171373722173234048,3171373722173234048,747832776,2016.0,69.69652383695,0.0288,-16.45534073178,0.0263,11.9683,0.0442,270.9129,116.717,-18.89,0.034,-115.179,0.034,-0.1254,0.193,0.1876,-0.2232,-0.0996,-0.183,0.0157,0.2738,-0.2242,-0.2534,472,0,471,1,1.1518,559.1204,0.103,1.0854,31,0,1.766,,,,,,,,54,25,0.054782,56,16,0,0.017,41.288,0,0,1.037,0.275,0.127,0.058,0.209,-54.74,24.733,50.216,30.844,0,485,6189.15801,4.78013,1294.76831,16.208288,52,4553.29139,11.28637,403.43289,16.192728,47,2490.98024,10.30089,241.82187,16.256969,1.138,0.0,52.0,0.0,47.0,0,-0.064241,-0.01556,-0.048681,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,213.85165266079,-36.58880731389,64.96633664514,-38.14656463393,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3171373722173234048,1.0,3171373722173234048,13037.87,264.15,8.017327,0.025021,12756.57,215.16,7.965665,0.034059,36.99087345297376,2.2106945612461253,6.749821804370689,12717.118464104373,7.354689327533627,-2.766061166169955,3.210430372463419,3,5,,,,
59,286,HE0106m3253_b_2001_08_25T08_44_57_all.dat.gz,39.77562371329909,2.499621538681552,3.5763012094339017,16159.343387042409,8.442703959754368,28,16,0.58159,123.83841,HE0106-3253,17.150125,-32.628722222,1636148068921376768,Gaia DR3 5026963661794939520,5026963661794939520,877947823,2016.0,17.1502843334,0.0291,-32.62881218301,0.0182,14.5132,0.0399,363.9048,34.276,26.561,0.03,-21.664,0.026,0.0416,0.3546,0.1997,-0.2978,0.2187,-0.1438,-0.0456,0.1845,-0.236,-0.0544,449,0,447,2,0.362,602.7943,0.141,4.0216,31,0,1.796,,,,,,,,51,21,0.044366,56,15,0,0.019,40.705,0,0,1.011,0.154,0.374,0.168,0.313,-55.249,0.07,42.398,7.847,0,472,12788.46573,6.43954,1985.92847,15.420321,48,9710.95775,19.42735,499.86017,15.370387,51,4790.67915,9.55331,501.4678,15.546903,1.134,1.0,0.0,0.0,1.0,0,-0.176516,-0.049933,-0.126582,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,269.90589835664,-83.36106784188,0.95184298214,-36.40476788568,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5026963661794939520,1.0,5026963661794939520,16053.46,313.15,8.017907,0.027149,15870.58,355.47,8.066119,0.038876,64.30508435740498,2.9885699360519205,3.31633151708106,15295.298665674643,8.804994531122613,24.52946064410589,3.896108070795022,5,6,1.305674208889976e+17,9142476554128330.0,1.3176632586853664e+17,9564819562504146.0
61,291,WD1401m147_b_2000_07_17T01_23_49_all.dat.gz,31.849130778496523,2.7120601755672347,4.074099037443185,10974.116579602673,8.175770183407291,1486,1024,3.376418,-127.823331,WD1401-147,210.98820833,-15.019611111,1636148068921376768,Gaia DR3 6301064404482150912,6301064404482150912,1275517418,2016.0,210.98744127576,0.0422,-15.02018625329,0.033,16.8216,0.0486,345.9379,211.388,-166.054,0.051,-130.809,0.041,-0.1834,-0.5026,-0.0111,-0.1518,0.0425,-0.0762,-0.1738,-0.2663,0.2088,-0.2978,198,0,198,0,0.0671,217.3589,0.0,0.0,31,0,1.749,,,,,,,,23,15,0.075246,25,11,0,0.023,125.015,0,0,1.002,0.295,0.283,0.267,0.828,-136.429,40.676,-4.085,-26.695,0,188,9740.05661,31.41739,310.02115,15.715963,13,6986.00426,99.14575,70.46196,15.72797,14,4142.32221,38.58217,107.36363,15.704785,1.143,0.0,0.0,0.0,0.0,0,0.023185,0.012007,0.011178,,,,,,,,,,,,,,,,,,,,,VARIABLE,327.77121205604,44.32621290444,214.03937652146,-2.29102914523,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6301064404482150912,0.99,6301064404482150912,11596.36,368.14,8.046006,0.051703,11675.07,400.95,7.982215,0.063049,80.23526192347084,2.339174593165673,7.020491404421717,11403.57822896534,7.538087251223537,48.38613114497432,3.581481281985091,2,6,9.85227667889016e+16,5765003778363897.0,9.739526166430002e+16,5039910243127129.0
62,292,WD1056m384_b_2001_06_09T00_36_12_all.dat.gz,52.20579654539636,2.074495157983588,2.369954894102353,22283.68971083336,8.71996751233716,1227,867,2.61562,-77.305374,WD1056-384,164.58375,-38.740305556,1636148068921376768,Gaia DR3 5393763111644515968,5393763111644515968,1118094437,2016.0,164.58284127236,0.0207,-38.74014588728,0.0237,17.165,0.0317,542.2963,163.163,-158.804,0.033,37.46,0.032,0.0154,-0.0507,0.0182,0.1474,-0.0137,0.1855,0.1635,0.0391,-0.091,0.1503,422,0,421,1,3.5636,1735.6108,0.267,38.6792,31,0,1.853,,,,,,,,48,22,0.048561,56,11,0,0.029,68.231,0,0,1.125,0.313,0.108,0.076,0.092,-86.782,-89.813,-57.36,42.802,0,481,45599.06274,21.69795,2101.53784,14.039977,50,37265.67441,46.11896,808.03369,13.91027,52,15025.40789,10.42932,1440.68933,14.30583,1.147,0.0,2.0,0.0,45.0,0,-0.39556,-0.129707,-0.265853,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,279.92406683832,19.02601168256,184.46219312183,-41.04353159283,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5393763111644515968,1.0,5393763111644515968,27468.21,580.72,8.0318,0.031274,33773.85,910.14,8.170897,0.028894,66.7799258896203,2.3372638237870973,2.3022613486633583,27082.559503879736,7.863117271178859,14.574129344223941,3.125113172747706,8,6,2.435079814522653e+17,4534930908710332.0,2.4392316884419997e+17,4638237062848348.0
63,300,HE2133m1332_b_2001_08_21T01_46_31_all.dat.gz,8.018915623002199,1.1297502698352502,2.8502079075101565,9731.67802228838,8.072858766216694,272,218,4.738901,118.725697,HE2133-1332,324.06829167,-13.309583333,1636148068921376768,Gaia DR3 6842831888437047680,6842831888437047680,1125434276,2016.0,324.06947789226,0.0194,-13.31021599574,0.0174,42.7246,0.0246,1733.2819,299.178,263.291,0.023,-142.076,0.019,0.5113,0.2891,-0.2281,-0.3407,0.2836,-0.3938,-0.7902,-0.5275,-0.2486,0.5226,317,0,317,0,-1.2418,409.5219,0.061,2.7197,31,0,1.718,,,,,,,,36,17,0.039715,41,27,0,0.029,1.92,0,0,0.95,0.422,0.595,0.318,0.128,-13.11,-18.383,-11.872,7.893,0,335,65064.38768,35.76076,1819.43542,13.654009,39,44645.46674,32.92062,1356.15515,13.714099,40,29608.83542,23.09449,1282.07336,13.569343,1.141,0.0,0.0,0.0,0.0,0,0.144756,0.06009,0.084666,,,,,,,,,,,,,,,,,,,,,VARIABLE,39.74343905892,-42.49844925457,322.00627029395,0.91225347329,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6842831888437047680,0.99,6842831888437047680,9927.25,77.78,7.73568,0.011806,9836.34,84.73,7.688023,0.015421,14.17138596736782,1.0021255772265656,3.344952996889384,9787.093003802647,7.976837187583012,6.1524703443656215,1.510162688164589,1,1,1.0672686917463632e+16,1508506039130893.2,1.0753846391024346e+16,1369661983375547.8
64,306,WD1356m233_b_2000_06_11T01_17_09_all.dat.gz,-3.058452391603232,1.6762977089027948,2.5797764008167468,9349.701722015448,7.52268737445511,1484,1022,5.351832,-99.363639,WD1356-233,209.78258333,-23.557555556,1636148068921376768,Gaia DR3 6275184065428686464,6275184065428686464,1197880430,2016.0,209.78098315561,0.0318,-23.55779742064,0.029,29.7868,0.0349,852.9189,338.103,-333.531,0.039,-55.413,0.039,-0.2992,-0.3815,-0.036,-0.2255,0.1961,-0.2112,0.2095,0.0421,0.1262,-0.3941,157,0,157,0,0.5709,183.6689,0.094,1.6126,31,0,1.704,,,,,,,,18,13,0.063875,21,8,0,0.148,15.331,0,0,1.031,0.357,0.262,0.205,0.869,-155.39,43.893,2.718,-26.573,0,170,19077.63,17.39624,1096.65222,14.986055,19,12882.41564,29.92369,430.509,15.063549,19,9018.37947,20.13641,447.86423,14.860074,1.148,0.0,0.0,0.0,0.0,0,0.203475,0.077494,0.125981,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,322.38037674709,36.74453329422,215.93721979463,-10.69549888173,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6275184065428686464,1.0,6275184065428686464,9439.97,90.77,7.990344,0.024454,9255.64,92.43,7.902211,0.024045,-1.0956194903462226,1.5830929926948387,2.9234408237391696,9383.211965573828,8.121858197758682,1.9628329012570094,2.305679386296425,1,5,,,,
65,307,WD1349p144_b_2001_02_08T09_14_01_all.dat.gz,-46.9693134947157,2.515069209811788,4.737784451283278,13311.94392968794,7.52574721153503,1477,1018,1.61922,-97.138037,WD1349+144,207.97458333,14.162638889,1636148068921376768,Gaia DR3 3728966476985207936,3728966476985207936,680116860,2016.0,207.97412304232,0.0273,14.16258299838,0.0222,8.6422,0.0332,260.6353,104.134,-103.606,0.036,-10.474,0.028,-0.132,-0.2929,-0.1295,-0.0845,-0.0216,-0.0999,-0.2373,0.0753,0.0333,-0.0836,292,0,290,2,-0.5871,387.6021,0.115,2.6113,31,0,1.804,,,,,,,,34,18,0.050186,39,21,0,0.012,62.726,0,0,0.974,0.223,0.261,0.139,0.495,-132.424,21.019,-4.524,-25.314,0,331,15015.40959,9.52799,1575.927,15.246024,36,11472.20184,16.73344,685.58521,15.189425,37,5591.11718,10.22789,546.65417,15.379149,1.136,0.0,1.0,0.0,0.0,0,-0.189724,-0.056599,-0.133125,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.34314026125,70.84812331865,200.48802373016,23.91616107138,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3728966476985207936,1.0,3728966476985207936,16171.51,336.72,7.211371,0.029765,16688.1,372.82,7.363745,0.03279,-10.339715868556336,2.907405331106087,3.271996879326999,12777.321602708656,8.622987268162559,36.62959762615937,3.84429172793733,5,1,1.5805864666156886e+17,8663684954780216.0,1.5902314685819686e+17,8812980043486714.0
66,309,WD0127m050_a_2002_09_19T05_30_57_all.dat.gz,-13.302202926760424,3.125470658728192,3.849144397990365,13306.642974743922,7.431113131682328,743,568,5.412145,-140.78061,WD0127-050,22.595958333,-4.7993888889,1636148068921376768,Gaia DR3 2480731779699826176,2480731779699826176,755298616,2016.0,22.59500441633,0.0343,-4.80055359771,0.0213,16.9283,0.0401,422.3513,336.303,-212.348,0.051,-260.783,0.022,0.1612,0.0995,-0.2611,-0.003,0.0053,0.041,-0.4633,0.0729,0.1453,0.1182,349,0,346,3,2.2253,589.2405,0.184,8.1458,31,0,1.793,,,,,,,,40,16,0.071091,45,29,0,0.022,102.737,0,0,1.085,0.272,0.564,0.166,0.416,-12.36,-7.85,-6.3,11.089,0,384,20428.27976,12.59223,1622.29236,14.911787,38,15553.832,29.70325,523.64069,14.858949,37,7607.61471,15.2351,499.34778,15.044774,1.134,0.0,2.0,0.0,4.0,0,-0.185825,-0.052838,-0.132987,,,,,,,,,,,,,,,,,,,,,VARIABLE,147.22286166106,-65.81875638191,19.06688671455,-13.24276934922,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2480731779699826176,0.99,2480731779699826176,16283.0,323.4,7.917344,0.027661,16250.92,389.9,7.98602,0.041339,8.8516834598853,3.664132791390157,2.3871089649778345,12564.01435965804,8.636835101650044,22.153886386645723,4.816060210536353,6,3,1.2277157769188146e+17,1.3663092331103886e+16,1.216421897215362e+17,1.6010431710889218e+16
67,310,HE0211m2824_b_2001_02_07T00_55_39_all.dat.gz,66.52801866793985,2.468040069141942,3.81321471261272,13021.580556707037,7.236061919901179,57,39,2.079953,167.338085,HE0211-2824,33.486125,-28.172472222,1636148068921376768,Gaia DR3 5116584064300345984,5116584064300345984,107998747,2016.0,33.48626866538,0.0193,-28.17303593579,0.0216,16.7354,0.0332,504.1898,130.024,27.808,0.032,-127.016,0.029,0.1848,-0.0031,-0.1394,-0.079,-0.0172,-0.0817,-0.1825,0.2648,0.0841,-0.0528,440,0,438,2,0.5261,569.1273,0.128,3.5054,31,0,1.779,,,,,,,,51,22,0.045636,59,21,0,0.045,162.875,0,0,1.017,0.366,0.156,0.114,0.344,-75.382,-64.082,-40.939,34.998,0,468,14151.81277,10.13918,1395.75513,15.310337,50,10579.26557,18.23612,580.12689,15.277404,48,5460.64428,12.50742,436.59232,15.404786,1.133,0.0,4.0,0.0,3.0,0,-0.127382,-0.032933,-0.094449,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,220.99662840408,-71.72096033822,19.36698237768,-38.8029085107,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5116584064300345984,0.98,5116584064300345984,14544.27,244.76,8.030866,0.023112,14232.56,235.05,8.029871,0.029303,89.00103146199875,2.681296460175041,4.55834672955075,13499.831004488862,7.608055744604785,22.473012794058903,3.6442519795202646,3,6,9.505758377120842e+16,9693348518000712.0,9.451420460835475e+16,9097952063504646.0
68,315,HS1705p2228_a_2002_09_04T00_31_46_all.dat.gz,-29.036927535768765,2.0631860675054305,4.333913709905831,13023.679943529334,7.395877891855495,534,413,0.922642,-135.697334,HS1705+2228,256.78320833,22.407861111,1636148068921376768,Gaia DR3 4568179481487112832,4568179481487112832,71479007,2016.0,256.78301470546,0.0105,22.40767769482,0.0162,19.876,0.0221,899.9012,57.177,-37.008,0.016,-43.585,0.021,0.1464,-0.0025,-0.0379,0.0194,-0.0526,0.0284,-0.1404,-0.027,-0.0252,0.1458,792,0,790,2,1.5214,1269.4237,0.139,9.5917,31,0,1.787,,,,,,,,90,28,0.029591,93,41,0,0.038,15.306,0,0,1.038,0.148,0.434,0.223,0.496,132.276,-80.071,-24.16,8.704,0,796,25116.65142,10.26487,2446.85596,14.687463,87,19022.72416,16.80296,1132.10535,14.640361,83,9562.13883,10.97108,871.57703,14.796508,1.138,0.0,3.0,0.0,3.0,0,-0.156147,-0.047102,-0.109045,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,43.4353850618,32.37729706946,252.59050069102,45.05138802457,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4568179481487112832,1.0,4568179481487112832,15419.34,260.56,7.926609,0.022299,15205.26,265.53,7.958107,0.030051,7.221186967611112,2.464732276510662,3.723916964813041,12839.739554584434,8.279893488871796,36.25811450337988,3.2142871595459472,4,3,1.4452539591508682e+17,6765555086951440.0,1.4516994634934422e+17,7920667220460362.0
69,318,WD0352p096_b_2002_09_21T05_23_29_all.dat.gz,47.93130783932346,2.162640190228281,4.177501981612994,13500.007033571155,7.710939658131012,890,692,2.745593,91.12888,WD0352+096,58.841625,9.7883611111,1636148068921376768,Gaia DR3 3302846072717868416,3302846072717868416,1042768662,2016.0,58.8423987811,0.0286,9.78834608466,0.0195,28.5873,0.0371,770.2983,173.364,173.274,0.035,-5.569,0.025,0.2058,0.3713,-0.019,-0.0018,-0.1858,0.0358,0.4595,0.2657,-0.2322,0.2149,270,0,270,0,0.8128,411.482,0.121,4.6521,31,0,1.776,,,,,,,,32,16,0.05014,42,8,0,0.058,114.593,0,0,1.034,0.465,0.469,0.217,0.345,-27.968,-16.109,-36.093,29.634,0,333,28563.45582,20.52574,1391.59229,14.54784,40,21247.72099,28.30334,750.71411,14.520262,38,11096.16833,11.53558,961.90814,14.634963,1.132,0.0,18.0,0.0,38.0,0,-0.114701,-0.027578,-0.087123,,,,,,,,,,,,,,,,,,,,,VARIABLE,179.74281609697,-32.13421513897,58.78332819953,-10.3383698534,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3302846072717868416,0.99,3302846072717868416,14516.17,205.14,8.292541,0.016516,13940.15,195.33,8.265542,0.022101,64.91377505510368,2.4411096586740197,3.844714066397933,13565.008186754556,8.205160488071492,16.982467215780225,3.2612925287471843,3,7,7.768266673455694e+16,1.208720895345911e+16,7.968198401184829e+16,1.5193902866935712e+16
70,322,WD1411p135_b_2001_08_19T00_17_41_all.dat.gz,20.875355306133905,3.495911975735046,8.38488743411631,12999.99178521567,7.103645172756483,1502,1030,0.518338,94.724821,WD1411+135,213.49254167,13.321972222,1636148068921376768,Gaia DR3 1227001444126009728,1227001444126009728,559167127,2016.0,213.49268913146,0.0469,13.32196036207,0.0429,9.2707,0.0574,161.4183,32.532,32.15,0.062,-4.971,0.051,-0.1819,-0.1724,-0.0302,-0.1507,0.0597,-0.1684,-0.1131,0.0069,0.0896,-0.035,255,0,253,2,-0.5904,275.3967,0.111,0.64,31,0,1.81,,,,,,,,29,18,0.085731,34,19,0,0.036,49.828,0,0,0.972,0.03,0.225,0.027,0.593,3.448,31.915,-52.202,-29.751,0,288,4696.90402,4.51123,1041.15906,16.507837,31,3604.04464,13.27642,271.46216,16.446568,29,1691.41706,9.49028,178.22635,16.677269,1.127,0.0,1.0,0.0,0.0,0,-0.230701,-0.06127,-0.169432,,,,,,,,,,,,,,,,,,,,,VARIABLE,1.42611107207,66.28486735319,206.2965012635,25.15114243926,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1227001444126009728,1.0,1227001444126009728,18648.88,619.84,8.258892,0.044936,18949.66,894.89,8.37205,0.063104,79.26646105122997,3.440233640618388,5.4080416511355,11004.300173065469,8.238788064830088,58.39110574509606,4.904753617066831,7,7,2.430721131703327e+17,8148169796171294.0,2.4203129612651933e+17,7907678670796939.0
71,325,WD1204m136_a_2000_04_23T04_54_00_all.dat.gz,47.511327472457786,2.164736805094517,3.6028366732042354,10240.578043714697,7.902780197948299,1307,929,4.790871,-98.504746,WD1204-136,181.73454167,-13.898055556,1636148068921376768,Gaia DR3 3570694595665791232,3570694595665791232,368385891,2016.0,181.73318581219,0.0366,-13.89825236565,0.0331,20.4078,0.0435,469.5699,300.404,-297.463,0.048,-41.928,0.039,-0.4056,-0.0044,-0.0707,0.3799,-0.2854,0.3414,-0.4457,-0.17,0.184,-0.183,209,0,209,0,0.9491,249.6639,0.065,0.5342,31,0,1.733,,,,,,,,24,14,0.071098,31,8,0,0.019,149.092,0,0,1.046,0.158,0.389,0.263,0.51,-94.264,32.504,-9.968,-28.236,0,264,11327.31903,8.12383,1394.33289,15.552049,29,7952.06379,16.42109,484.25928,15.587342,28,4922.07716,10.518,467.96686,15.517525,1.137,0.0,0.0,0.0,0.0,0,0.069818,0.035294,0.034524,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,286.81056649855,47.57556810781,187.19464317973,-12.04612389569,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3570694595665791232,0.99,3570694595665791232,10916.4,114.5,8.123363,0.021708,10750.45,119.93,8.024298,0.023777,46.77536694139488,1.9846036727072625,4.230187986654806,10688.750109397964,7.834877187054523,-0.7359605310629078,2.9367902841459363,2,7,,,,
72,329,WD1058m129_c_2001_06_27T01_13_24_all.dat.gz,89.96421018920142,3.1965894649604465,3.0783914534501333,21413.22550678939,8.832229977270242,1232,871,0.140335,169.805946,WD1058-129,165.301,-13.245055556,1636148068921376768,Gaia DR3 3564376149017654272,3564376149017654272,1503446817,2016.0,165.30100708769,0.0357,-13.24509392268,0.0316,21.4128,0.0402,533.0051,6.965,0.763,0.048,-6.923,0.045,-0.0753,-0.2034,-0.0715,0.0171,-0.1321,-0.0468,0.2594,0.0293,-0.1267,-0.216,221,0,221,0,1.4764,503.6239,0.25,12.5706,31,0,1.844,,,,,,,,25,15,0.07179,31,8,0,0.023,120.817,0,0,1.07,0.158,0.172,0.209,0.778,-91.638,19.2,-2.379,-23.135,0,263,20091.2477,14.5093,1384.71509,14.92985,28,16097.75633,36.34303,442.93927,14.821629,28,6828.85545,11.41153,598.41711,15.162025,1.141,0.0,2.0,0.0,0.0,0,-0.340397,-0.108221,-0.232176,,,,,,,,,,,,,,,,,,,,,VARIABLE,265.92157149573,41.57095813817,171.81228066448,-17.96633230024,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3564376149017654272,1.0,3564376149017654272,24468.09,534.27,8.691953,0.024491,29321.17,927.94,8.806447,0.019333,106.04200328826572,3.968990853564897,4.02483877647926,25653.97122165223,8.317398876285935,16.077793099064294,5.0961821595364825,8,8,2.2376138028241008e+17,7937686194166185.0,2.230540190965295e+17,7608055423382647.0
73,335,WD1550p183_b_2003_08_11T01_03_06_all.dat.gz,26.60521957451406,2.515100679136733,3.4077429283886658,13499.996261019149,7.573359000793412,1633,1097,3.110068,-53.339373,WD1550+183,238.10991667,18.171861111,1636148068921376768,Gaia DR3 1202826348825240832,1202826348825240832,1456952378,2016.0,238.10918727469,0.0243,18.17237692658,0.0221,27.1216,0.0318,851.5565,193.862,-154.781,0.027,116.728,0.026,0.3217,-0.3742,0.136,-0.1023,-0.3234,-0.088,0.275,-0.1862,-0.1526,0.264,343,0,342,1,1.9008,540.092,0.143,5.8257,31,0,1.779,,,,,,,,40,20,0.042046,44,9,0,0.026,77.577,0,0,1.073,0.292,0.358,0.034,0.467,-106.038,-35.08,-22.687,-30.697,0,373,22316.91472,16.78679,1329.43311,14.815782,44,16562.89943,24.29492,681.74335,14.790701,43,8629.28047,12.66364,681.42157,14.907959,1.129,0.0,0.0,0.0,0.0,0,-0.117258,-0.025081,-0.092177,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,30.60298076765,47.52118795523,230.82866439974,37.37515157006,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1202826348825240832,0.99,1202826348825240832,14811.49,217.14,8.404162,0.016248,14113.88,208.79,8.373879,0.02194,51.09352405852768,2.8632369483798144,3.181690408760632,13574.024487596898,8.23726303521944,24.488304484013618,3.8110178756811686,4,8,1.0195260412087776e+17,1.0471408646491046e+16,1.0335140790648342e+17,1.0390284559718462e+16
