wd_source_id,wd_rv,wd_e_rv,wd_teff,wd_logg,wd_redchi
1100971233759127168,95.99567494449056,17.95701450234418,19585.13716921181,7.801205119221157,0.5647819890992951
2841187146239791872,-15.334926083607384,16.89939163935157,11636.227625719954,8.999999998791116,2.770387551381554
2841283151645302272,11.812920745895347,3.9244749188687735,9732.058574486047,8.499959650661827,1.6416626174014692
6431084300169300224,39.20736089444468,31.047072877540263,47633.12384192186,7.559639964260829,0.5967195985656553
6886973535081311872,36.65098727900583,19.82387051505029,14000.005614563954,8.460982984017786,0.7843484292812555
2166332030390763264,15.625481441746151,9.769451195874124,11077.761639912123,8.48582029319234,0.6265283041372716
2854365720811907328,77.70339951682404,15.154683410363887,14350.230662313925,8.637795697847167,1.748828054569442
743097619303531904,-6.956048068099247,9.620309051064568,16644.9245066122,7.947971136891739,0.7008703941972233
760742440172273024,-62.596043628111794,12.860262127731698,15871.499273748655,8.999998512575463,1.5218272529643617
2853971996865556736,15.269345432754193,8.173832858165744,9854.676334520218,8.422342208531013,0.9638687369378234
6898255177217741952,62.49296209702937,20.42156879691897,35707.87592161904,7.4513632500731815,1.7217477444427376
6898705800892401280,-21.377704988917827,17.679355220486848,14407.306470043564,8.327069741372,0.8513835269483419
611167150367477888,67.34414645078277,5.429524101271969,15499.950122618626,8.986560620146573,2.1455896462984954
2657451056656635648,-20.297958358414085,8.208749234815812,7869.131440151881,8.405422598616688,1.0616172752905166
3843361002474467328,39.14699014877892,7.493653064493904,25867.055152953282,7.931114118322888,0.7104573397611555
3843636017819635968,52.358739522291,16.025457199795113,14677.913048877157,8.43001978936541,0.9392146083816358
2500203890109764608,36.93251093709688,9.597571176058318,14086.599850720135,8.328558140656874,0.7481427977698207
3848777093672899584,71.49491041835508,18.03114569966074,15443.876877665782,8.901948000038994,0.987133642883906
3869354556869630464,76.45567445083115,11.556192895649865,14307.899600331333,8.291456540189738,0.8242724701839635
3863816316796862464,25.089953494793473,10.320998755182227,30512.786874848505,7.893764486614387,1.016532933423183
3869971692126504960,35.27709721788555,10.827689341605769,14699.608095572952,8.629672634034504,0.843310095876438
3870963314176171264,-1.877479493754639,16.793088855561226,14339.113152823153,8.756364419617586,0.9170076832349882
3871381747071227008,9.382583355469059,16.126658827838156,34741.782502389724,7.000000092260771,1.475230331040309
3855792630692650112,33.172462805347756,17.759040328979992,33643.327771523924,7.000000000976148,1.3818780670038435
3852170667594666496,56.0383701008683,23.587654622073938,27336.3959258941,7.983899819635698,0.8535983597351304
664633926927091968,-44.25533257582356,21.26853101108782,28780.72819600217,8.087373130356939,0.7661087330143905
3804750586512019840,12.409743092833084,8.399891574160145,11629.406709141444,8.287266542160154,0.9396423061281498
2267838943853424512,8.912674130916207,17.34430155702678,9803.866491939698,8.656621381925405,0.6274721098475683
635639045092641280,13.037782914456065,26.69453927395433,37499.648737584124,7.996831042529355,1.4302230588659168
647300160472509184,61.93827361607431,6.17902235112788,14453.836356891106,8.112549857902762,0.8080757119134762
642837135401004672,41.195134149905904,19.078670901983834,37440.682568239696,7.000000027137171,1.4653977433687442
649472245695986816,95.54301340849936,12.934791887615958,32094.712072377595,8.17932226011699,0.8611623366154348
1371709479423611904,-8.499622692162994,7.859429509822975,16337.938908921797,8.01638264655361,0.6037885435752794
2533633780942700160,25.983529690158928,6.385508554914868,7895.41048310304,8.057967278453235,0.8152716898211996
2424880574738721408,-65.84943849654819,4.698678206116693,10167.685335264548,8.52217032451911,1.4080105483729874
3065487140349466496,43.31389966011643,11.288884189982124,14538.081376845445,8.533730323531413,1.0201228604190007
3632954402933841664,-0.8474993361209294,20.347499726332543,51571.784501705806,7.000003710333148,1.556662925596175
2783444265882515968,18.731755849219553,7.404101045362664,9318.951417622571,8.452188681125246,0.7573467111058746
3075883228950785408,80.46311653957981,16.085092240904878,15503.282411550039,7.986056164614759,0.9114408354751384
3079481999225480448,65.93919645632486,4.459815259821333,7825.594369964882,8.33536253361992,1.1332544102257334
3079923831100607744,30.125858824539446,18.3398324127355,14575.098465128434,8.785478959187719,0.868844424107225
