source_id,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi
91690164426711040,16.992988413914208,10.760808749904747,13369.968533289035,8.45143426471894,3.6084915946442235
3529574716212596736,-45.429982922512785,19.571819784728824,24999.88364802285,8.364466570572125,2.8130691881626766
5125057897336633344,16.70373775894388,5.8661458179247505,15025.041662800928,8.072087530269258,4.188959648479536
5098930339964725248,47.4766008299041,8.570981556264378,15572.375764547865,8.052947841381947,3.2372254832359775
2656542452030717952,-39.396572314405574,139.374379730228,29999.91939279029,8.911318442865985,0.9813956606201754
679177201586401280,53.715148433287055,42.08180282666937,49597.7002836281,7.0000000726945855,2.5945405459557564
46896958359881728,77.02852365000203,2.4668388804353327,15499.860368547565,7.18453883951023,9.457512998135316
2772855182928578560,16.20451199397795,6.61398930102454,20000.02453689938,8.1774402696358,2.532929845261997
3846451454781376512,67.45059631208045,14.776180982288857,35378.85870620448,7.000000010725634,4.100185223506114
3866880552624195584,94.72040118675832,8.726744791158083,19999.86003282978,7.06065263438877,8.906319008749586
2511623211717232640,43.25038404705982,2.731187931712114,11499.93424738089,7.005707642268358,13.087036396212016
5083478078426926976,44.29815004362885,11.311984068671698,16999.748499386125,8.199805664526124,2.0092153484989743
6585878288771383296,-47.64115932410218,10.808563833397272,19999.136651615387,8.014487596754028,2.8271826805346194
2442099751463686528,40.74143295228258,8.709233752272343,25030.150253568543,7.664359918005555,2.151491861865285
2390888829168611968,36.03140186373435,11.715668570280425,27320.89346772679,7.804051763407152,1.5745527527651617
2658537614663492352,215.88783304778607,22.559067230547512,26496.04290654839,8.699289596219055,4.2379203733234645
4419865155422033280,-2.083588186104233,16.89625133076204,22688.789600588007,8.43707497621317,3.869632710647705
5402827451143222912,11.419494358548004,7.237727709351148,17000.06986020271,8.144101271874096,2.9463696315737127
3973707423046985984,-2.4213813881740744,162.57098060880367,41473.649893747155,8.359003095867095,1.2690596199025221
6849796229451135104,-21.006333200634828,6.4223885982405715,12601.674215276009,8.406781230402355,4.163096040968802
4420242631507777920,-231.05610192066777,0.6176013708006138,6999.944588971393,7.0043756686212575,142.25120777537052
6468623688724871808,70.64726503796082,6.937340844386043,20000.01150276237,8.337285531930405,2.2197899316074956
1738521539295354240,6.9394273287388035,24.69752515261686,46712.18856028024,7.000000141066746,1.8563350772538791
6191268135405788544,78.8676226044405,3.757152801108127,10790.523980044423,7.000000144407449,9.88297166289866
5792402116129561984,236.13464859994227,5.091637937500934,10725.682395971315,8.999999990073587,6.866670237971399
4460086458999242368,22.34218839739756,4.900926536412454,24999.977946996652,7.321443122431211,6.678219398256573
6278550873112595968,-43.67184812639333,11.618252952152286,19999.74279237982,7.022316301778383,3.7669094157871483
2662658107503521536,-39.72457398702845,32.87885046787251,24507.881454964077,8.999999998975486,2.1809041826709565
61497407625478272,49.046415977336835,7.409370325779893,16499.99765717591,7.213571697379425,8.918755886988876
