source_id,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi
91690164426711040,1.3212516754698067,3.295099092375536,11499.982276819894,7.014384487492829,5.085974997591551
3529574716212596736,15.370225707350547,5.287811365474527,20585.34818073158,7.501393875911969,3.4499281613061847
5125057897336633344,17.913060893152586,2.4579353110156443,13401.730812751903,7.160052126995526,4.969788323650057
5098930339964725248,37.97456939698894,3.863848463270976,14051.75618470574,7.480355582431091,3.960320064830845
2656542452030717952,-48.74058083196337,33.928243511389255,68257.53886780355,7.712007725753242,1.8092046122625292
679177201586401280,55.436148131704705,6.874250730631694,16999.994977574388,8.961120009572333,5.352997426099423
46896958359881728,73.33177191803166,1.1924649294903702,10617.03142337374,7.000000000123927,18.62257771054211
2772855182928578560,17.10212863091416,2.5589810242587854,15162.028720071576,8.999999999792372,3.671450405277695
3846451454781376512,28.156882135146816,3.617649777282354,11339.36169802085,7.786736130114614,4.349686395763567
3866880552624195584,98.61188315299108,5.983277039102617,19118.426832110545,7.222474615103359,3.5237680173579005
2511623211717232640,23.241007924468658,2.112060653329829,12506.326202523998,7.0000000004950085,3.95767266977763
5083478078426926976,24.763016620775307,3.644693290625174,12499.83474164311,7.453572136338057,2.876849916920686
6585878288771383296,-42.623120868577516,3.8802909632519302,13573.256065286407,7.479711553650376,2.988924626214936
2442099751463686528,36.85507687838766,3.494188863804556,11858.781606291406,7.371828289162772,3.222611007844502
2390888829168611968,-4.231506135718289,4.802604363281179,13849.747333754793,8.999999996787405,5.083471992032854
2658537614663492352,95.49544375945904,9.36091467650487,31692.809229632378,8.999999869622245,4.875083174948379
4419865155422033280,-2.3641688666540657,5.269761043816406,21626.40093925923,8.999992443166702,2.9809582254281786
5402827451143222912,8.432497598373184,2.6138881016287523,13499.853862159353,7.289815084380018,3.2744714809895066
3973707423046985984,-17.20384509753953,39.52949290404686,38390.54330162138,8.500099475809469,2.0994695368413425
6849796229451135104,-17.646991718601186,2.7991281786691316,13890.539372230072,7.500035063774012,4.780103946592272
4420242631507777920,53.66071629750075,5.282630310201718,13999.897882808169,7.500572045064612,6.27771047077697
6468623688724871808,62.60913584471929,2.5617560113822258,16035.812571588809,8.999999999933507,2.9444182537072363
1738521539295354240,1.749312454523004,10.061217954475115,30558.97367825625,8.999999956795925,2.496926731180431
6191268135405788544,65.65608142539503,3.8285542996631783,9472.967217504141,8.985869935289447,3.858234965409875
