source_id,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi
91690164426711040,4.207962114087798,11.522674591612903,15146.877283731692,8.786279855125942,0.4744159764311539
3529574716212596736,34.77489659626755,14.682930162786695,28800.04286258718,8.003603497735218,0.034787415293601305
5125057897336633344,31.967075314249417,6.838762092891757,14771.665032338462,8.550007828383245,0.5255970366498481
5098930339964725248,63.465721491747736,9.029900033120864,17109.35673918042,8.026808916101269,0.12764192680155592
2656542452030717952,21.19466250911196,49.534079485919015,60635.646844445226,7.598774818462155,0.026727513575562318
679177201586401280,64.18346514291967,21.83557541829256,33467.95905012267,7.8249735498685595,0.09428227529923784
46896958359881728,93.10972593411358,3.3523807469656717,13057.163647105785,8.133541964289662,0.4652925607373707
2772855182928578560,23.114241571455054,6.67192151159721,26605.635288376983,7.977386832800802,0.18184398213391584
3846451454781376512,84.17447931009369,11.845226725185114,15999.86514153387,8.999484563272421,0.3564506911457592
3866880552624195584,114.74654944216046,12.89173261129411,14490.115741006432,8.349779719388485,0.22240858545048894
2511623211717232640,44.16585309911974,5.285701837115916,13210.124961937736,8.096241409771146,0.43831182695879384
5083478078426926976,36.1333573852134,11.751280759559496,15999.955077959576,8.999984462709168,0.47791772764433443
6585878288771383296,-31.8304688159855,12.17513839419277,15999.989826009492,8.999998590217924,0.4932325067539399
2442099751463686528,44.8862964004506,10.504694494668971,15488.703463738764,8.732238591027878,0.3338181939269339
2390888829168611968,46.60929100119437,11.830205523910134,27097.99614031828,7.939407223564416,0.08559074370055718
2658537614663492352,49.1904872966864,17.968962982482182,41467.91444650212,7.712682286293386,0.06336603979628935
4419865155422033280,-6.309179188670209,12.451830399785901,29183.796228029576,7.891423848691173,0.09602579284216554
5402827451143222912,25.54724964345102,8.301932467441661,16212.611827782115,8.999999998645052,1.1924301919348017
3973707423046985984,53.28712911182746,53.76306208188142,61544.54175138112,7.586701308828188,0.04952561937716979
6849796229451135104,-13.134697436756698,6.6816050964282345,16165.801699465675,7.9660269787082925,0.18089689608346052
4420242631507777920,33.83926816143422,14.462135015661865,15911.78946283576,8.890373158698365,0.29530283848664024
6468623688724871808,91.7128998327825,6.327559477755727,27602.63755472706,7.969612517720353,0.4146146127234838
1738521539295354240,39.77918544786168,19.131834899828846,36448.654664965914,7.811850606377286,0.5789577748837116
6191268135405788544,86.6161986380618,7.413474637386685,11291.786955442534,8.508112240716974,0.186827229836835
5792402116129561984,235.88700246421368,7.635242569268172,15999.935617671426,8.99999999864332,2.1614590577306627
4460086458999242368,31.501442109881793,6.898078144235285,14419.062287433875,8.531283048018551,0.396408727067377
6278550873112595968,-39.66914485400854,27.3366277350963,33702.90432314643,7.000000000065227,0.297123951440082
2662658107503521536,55.22901826028419,15.093030785707413,37149.33142417495,7.646831132428343,0.08027035024519186
61497407625478272,75.89007754777366,9.39575427688466,14151.108457014778,8.267314445940983,0.19453800176321828
