filename,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi
WD0945p245_b_2002_02_22T04_33_10_all.dat.gz,23.07696959737765,3.301532152009754,8108.681490944995,7.999998768136773,1.9397569787694156
WD1425m811_b_2003_03_22T08_53_48_all.dat.gz,-31.679374283884908,2.0705689287268605,12155.119601209302,8.348954297602898,7.681429073474558
WD0107m192_b_2000_07_16T06_50_00_all.dat.gz,10.28572599925653,8.300547046148901,13324.80412326321,7.823827211367654,1.7550121163676988
HE1328m0535_a_2000_07_13T02_11_55_all.dat.gz,53.82109046928103,9.854786310261805,8109.278979313778,8.999998355054426,1.1954878389496957
WD1056m384_a_2001_05_15T00_32_44_all.dat.gz,30.53192678328253,2.6561217612704056,9070.617266774792,8.999999999561414,1.420520354966192
HE2148m3857_b_2000_05_22T09_20_05_all.dat.gz,-1116.7399375485393,0.4979691181921453,9999.764891997193,7.000004967518158,68.27914311198694
HE1518m0020_b_2000_07_18T03_27_43_all.dat.gz,50.035440108478966,7.53313847591852,12640.736665136435,8.496457756129972,1.7701024182671694
HE0256m1802_b_2002_12_08T06_26_35_all.dat.gz,761.2533181217093,,19999.8075075348,8.990007896296424,19.29581051356554
HE2347m4608_b_2002_09_25T07_14_35_all.dat.gz,3035.408695269407,,93798.58763024634,8.000263167592,234160.76649371095
HE2315m0511_a_2000_07_11T04_35_06_all.dat.gz,68.44985427313324,17.901829328335445,8754.517560289303,8.999999299963864,2.190206302234186
WD0204m306_a_2002_12_03T05_37_52_all.dat.gz,641.6443329162182,14.25504326434242,5521.32442479784,7.800953408951895,2.228114015365294
HS2138p0910_b_2001_08_20T01_44_49_all.dat.gz,-34.32668744416145,4.482311436320529,9197.865190747329,8.999999998655733,1.4245031442127856
HS1648p1300_a_2001_07_26T01_11_45_all.dat.gz,1.5011517458975192,4.176949263627527,10504.72662827887,8.999999999983068,1.686563483896267
WD1003m023_b_2001_02_06T03_59_47_all.dat.gz,1.6012361300994264,4.892947477503883,9857.28925615054,8.999999998551916,7.185251101410055
HE0150p0045_a_2003_02_05T00_59_38_all.dat.gz,43.93807989249019,8.985321244306295,12061.144888616966,8.457012648164103,1.8062107073230231
WD0830m535_b_2003_05_10T23_32_26_all.dat.gz,30.057383405868645,2.959172401368168,8696.687891659267,8.999999982078338,1.346362356010214
WD0558p165_b_2002_02_21T01_07_41_all.dat.gz,91.64069681235388,4.831381649037255,14999.999416447496,8.999962526667517,1.6659409319207596
WD2351m368_b_2000_07_18T06_56_32_all.dat.gz,-6.948114288359765,4.126285344460275,13688.534163644066,8.38480464860001,1.6376076548253922
WD1914p094_d_2001_06_05T07_36_27_all.dat.gz,-9.4617905284439,5.6232071319233015,8324.345258024332,8.999999993646183,1.2174385699029302
HE0201m0513_a_2002_09_20T04_28_06_all.dat.gz,16.10023048233901,6.669968968147502,9398.300351553817,8.999999999658279,1.4014328343909663
MCT0105m1634_b_2000_07_17T08_19_23_all.dat.gz,-34.15519615963712,17.275111696800522,9387.640166822815,8.999999694961792,1.8282408055733668
WD1515m164_b_2000_06_11T01_57_49_all.dat.gz,66.5327992813006,20.01180354818951,13890.156440164325,8.048535329515664,0.1077212226751058
WD1334p039_a_2000_07_30T00_24_57_all.dat.gz,-1367.0955141147,467.4644036046465,4499.971092293939,8.999877282426958,1.521946247570402
WD1220m292_b_2000_05_21T04_22_59_all.dat.gz,23.3361970365168,4.911746380436519,11049.086613470488,8.999999999795467,1.5360119029551311
WD0027m636_b_2002_08_15T09_37_17_all.dat.gz,0.2252955649214043,4.947919212170168,7532.800308462189,7.23664481042535,1.5686378135534853
HS0213p1145_b_2003_01_16T01_58_18_all.dat.gz,77.30023131489035,14.415499245900056,11357.73766544802,8.999999969250894,0.5915102499441708
HE0418m5326_b_2000_08_05T09_23_44_all.dat.gz,-10.634252347960183,6.46133614070826,9006.87111587617,8.999999945327422,1.192570053110036
WD1418m088_a_2000_07_14T01_20_01_all.dat.gz,-8.360933062291549,7.677878474574,7769.131507421715,8.999999959049761,1.2851977007901896
HE0409m5154_a_2001_12_15T06_44_16_all.dat.gz,45.750606584644586,8.592798823105134,9130.615827180638,8.999999858385934,1.271786391983329
WD1531p184_a_2002_06_18T01_44_31_all.dat.gz,45.11923667516377,6.788288088836385,12880.386255209844,8.293030881370331,2.346880832641725
WD0839m327_b_2001_05_04T01_25_15_all.dat.gz,54.599621509297215,1.4678429745661674,9031.502313694857,8.999999999785555,1.5143297204645385
HS0325p2142_a_2002_09_21T06_01_12_all.dat.gz,64.74654517594716,5.5282776896724535,13144.944202732804,8.347273199599243,2.014192112591381
HE0032m2744_b_2002_09_18T03_06_51_all.dat.gz,33.90985705510952,7.316260429037726,9414.246648590632,8.999999999984103,1.3400971436660354
WD0205m304_a_2001_09_23T08_37_02_all.dat.gz,35.79426893201218,4.486384334208559,12037.318399097598,8.999999983574494,1.3813861215068572
HE0320m1917_b_2001_02_07T02_38_31_all.dat.gz,24.91641018878745,7.94178110771607,11672.630762353572,8.146608248718474,2.4883920120983967
WD0137m291_b_2000_07_16T08_58_27_all.dat.gz,13.84309879833702,7.334461389590787,9704.924508659202,8.999999999977577,1.2346336056939984
WD0357p081_b_2000_09_17T08_36_19_all.dat.gz,54.46842279884034,24.826018760944542,5516.881315798398,7.000022323107242,2.904103340359085
WD1257p037_a_2000_05_19T03_59_02_all.dat.gz,114.08128756078554,12.79572261890862,5580.124738648327,7.0008460923261335,2.130955678961015
HE0324m2234_a_2002_03_05T00_31_57_all.dat.gz,40.11114984488085,6.942424363871833,12386.97585414841,8.999999999951932,1.3832499706093284
HS0209p0832_a_2000_07_12T09_23_06_all.dat.gz,26.42668748080372,3.3241273196149503,8046.462627063145,8.999999995313834,1.39993198281312
WD0048m544_b_2002_09_14T03_21_21_all.dat.gz,29.45115227824537,3.393641920464644,12212.32805864646,8.999999999991493,1.4839131374625474
HS0337p0939_b_2003_02_04T01_30_03_all.dat.gz,125.13431489765776,9.586220200738282,12929.478762276316,7.898077420327224,1.8065193889719209
WD0208m263_b_2002_09_20T05_12_08_all.dat.gz,39.61330913973457,7.660250868225814,8332.47752517671,8.999999999704121,1.3613401841270822
WD1619p123_a_2002_08_04T02_44_34_all.dat.gz,26.542385480157545,4.270646954577623,11304.871702445587,8.999999976648791,1.725261398853855
HE2356m4513_b_2002_07_11T08_52_25_all.dat.gz,50.15942944512706,7.216376237720937,11611.11311287263,8.999999911539588,1.830069564853415
WD1802p213_b_2002_07_27T05_00_06_all.dat.gz,66.98442982982853,6.162762233978995,11538.606234928093,8.999999999971585,1.8320055997730296
WD2309p105_b_2000_09_15T02_24_15_all.dat.gz,-7.077725663593379,3.1200227199603034,7182.087601626452,8.9999999332962,1.577708399997828
WD0250m026_b_2002_09_19T08_38_03_all.dat.gz,30.892937166822072,5.135667587839926,13221.187416675628,8.689038943626038,1.8776569862998371
