Name,GaiaDR2,SPYTeff,SPYlogg,Rem,FileName,jul_date,obsname,SOURCE_ID,r_med_geo,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH
HS0937+0130,3846451454781376512,19717,8.31,,HS0937p0130_a_2002_03_23T02_47_50_all.dat.gz,2452356.61655549984,hs0937+0130_2452356_61655549984,3846451454781376512,101.61856,3846451454781376512,19075.44,634.09,8.41817,0.043026
HS0937+0130,3846451454781376512,19717,8.31,,HS0937p0130_b_2002_12_28T08_16_45_all.dat.gz,2452636.84496736992,hs0937+0130_2452636_84496736992,3846451454781376512,101.61856,3846451454781376512,19075.44,634.09,8.41817,0.043026
HS0943+1401,614643325098055680,16863,8.28,,HS0943p1401_a_2003_01_24T05_55_13_all.dat.gz,2452663.74668235006,hs0943+1401_2452663_74668235006,614643325098055680,85.175545,614643325098055680,16634.3,415.94,8.418229,0.032567
HS0943+1401,614643325098055680,16863,8.28,,HS0943p1401_b_2003_02_25T02_01_34_all.dat.gz,2452695.58442333993,hs0943+1401_2452695_58442333993,614643325098055680,85.175545,614643325098055680,16634.3,415.94,8.418229,0.032567
HS0944+1913,627412945768300800,17444,7.88,,HS0944p1913_a_2003_01_24T06_08_52_all.dat.gz,2452663.75616772007,hs0944+1913_2452663_75616772007,627412945768300800,48.692142,627412945768300800,17080.2,323.64,8.016808,0.024846
HS0944+1913,627412945768300800,17444,7.88,,HS0944p1913_b_2003_02_25T01_47_28_all.dat.gz,2452695.57463276014,hs0944+1913_2452695_57463276014,627412945768300800,48.692142,627412945768300800,17080.2,323.64,8.016808,0.024846
HS0949+0823,3877952432852336128,14755,7.81,,HS0949p0823_a_2003_01_24T06_24_23_all.dat.gz,2452663.7669389802,hs0949+0823_2452663_7669389802,3877952432852336128,131.89008,3877952432852336128,14224.16,450.23,7.909643,0.055593
HS0949+0823,3877952432852336128,14755,7.81,,HS0949p0823_b_2003_01_24T06_38_52_all.dat.gz,2452663.77699419018,hs0949+0823_2452663_77699419018,3877952432852336128,131.89008,3877952432852336128,14224.16,450.23,7.909643,0.055593
HS0949+0823,3877952432852336128,14755,7.81,,HS0949p0823_b_2003_02_14T04_18_36_all.dat.gz,2452684.67958773021,hs0949+0823_2452684_67958773021,3877952432852336128,131.89008,3877952432852336128,14224.16,450.23,7.909643,0.055593
HS0949+0823,3877952432852336128,14755,7.81,,HS0949p0823_b_2003_02_14T04_29_58_all.dat.gz,2452684.68748441013,hs0949+0823_2452684_68748441013,3877952432852336128,131.89008,3877952432852336128,14224.16,450.23,7.909643,0.055593
HS0949+0935,3878937457832171776,18357,7.69,,HS0949p0935_a_2001_12_20T08_02_04_all.dat.gz,2452263.83477027994,hs0949+0935_2452263_83477027994,3878937457832171776,181.03099,3878937457832171776,16214.77,689.52,7.773727,0.074948
HS0949+0935,3878937457832171776,18357,7.69,,HS0949p0935_b_2002_02_22T04_44_26_all.dat.gz,2452327.69752528984,hs0949+0935_2452327_69752528984,3878937457832171776,181.03099,3878937457832171776,16214.77,689.52,7.773727,0.074948
HS1003+0726,3874412413432647680,9436,7.76,,HS1003p0726_a_2002_05_24T01_56_20_all.dat.gz,2452418.58078993019,hs1003+0726_2452418_58078993019,3874412413432647680,54.43834,3874412413432647680,9457.14,124.69,7.951468,0.036296
HS1003+0726,3874412413432647680,9436,7.76,,HS1003p0726_b_2003_01_17T04_55_02_all.dat.gz,2452656.70488766022,hs1003+0726_2452656_70488766022,3874412413432647680,54.43834,3874412413432647680,9457.14,124.69,7.951468,0.036296
HS1013+0321,3859871342090899328,11781,7.83,,HS1013p0321_a_2002_05_24T02_11_57_all.dat.gz,2452418.5916355201,hs1013+0321_2452418_5916355201,3859871342090899328,60.2481,3859871342090899328,11854.03,156.38,8.027582,0.022026
HS1013+0321,3859871342090899328,11781,7.83,,HS1013p0321_b_2003_01_24T04_46_28_all.dat.gz,2452663.69894391019,hs1013+0321_2452663_69894391019,3859871342090899328,60.2481,3859871342090899328,11854.03,156.38,8.027582,0.022026
HS1043+0258,3809362934711715712,13923,7.75,,HS1043p0258_a_2003_01_24T07_31_13_all.dat.gz,2452663.81334961019,hs1043+0258_2452663_81334961019,3809362934711715712,88.96191,3809362934711715712,13727.56,398.33,7.915385,0.043067
HS1043+0258,3809362934711715712,13923,7.75,,HS1043p0258_b_2003_02_14T05_26_11_all.dat.gz,2452684.72651915019,hs1043+0258_2452684_72651915019,3809362934711715712,88.96191,3809362934711715712,13727.56,398.33,7.915385,0.043067
HS1053+0844,3865978987449159168,16556,7.81,,HS1053p0844_a_2002_02_17T06_55_40_all.dat.gz,2452322.78866173001,hs1053+0844_2452322_78866173001,3865978987449159168,138.63281,3865978987449159168,15174.7,590.42,7.964291,0.064223
HS1053+0844,3865978987449159168,16556,7.81,,HS1053p0844_b_2002_02_22T05_15_33_all.dat.gz,2452327.71914129006,hs1053+0844_2452327_71914129006,3865978987449159168,138.63281,3865978987449159168,15174.7,590.42,7.964291,0.064223
HS1102+0032,3804239558419007744,12959,8.13,,HS1102p0032_a_2002_04_29T04_53_47_all.dat.gz,2452393.70402693981,hs1102+0032_2452393_70402693981,3804239558419007744,46.880165,3804239558419007744,13291.29,248.74,8.272672,0.018375
HS1102+0032,3804239558419007744,12959,8.13,,HS1102p0032_b_2003_01_18T05_31_33_all.dat.gz,2452657.73024311988,hs1102+0032_2452657_73024311988,3804239558419007744,46.880165,3804239558419007744,13291.29,248.74,8.272672,0.018375
HS1102+0934,3866880552624195584,16961,7.37,,HS1102p0934_a_2002_02_25T06_25_59_all.dat.gz,2452330.76804758981,hs1102+0934_2452330_76804758981,3866880552624195584,188.41815,3866880552624195584,13872.17,465.16,7.334026,0.057354
HS1102+0934,3866880552624195584,16961,7.37,,HS1102p0934_a_2002_03_03T06_56_20_all.dat.gz,2452336.78912399011,hs1102+0934_2452336_78912399011,3866880552624195584,188.41815,3866880552624195584,13872.17,465.16,7.334026,0.057354
HS1102+0934,3866880552624195584,16961,7.37,,HS1102p0934_b_2003_01_18T05_18_04_all.dat.gz,2452657.72088382998,hs1102+0934_2452657_72088382998,3866880552624195584,188.41815,3866880552624195584,13872.17,465.16,7.334026,0.057354
HS1115+0321,3811876594386673408,14267,7.71,,HS1115p0321_a_2002_04_29T04_39_11_all.dat.gz,2452393.69387872005,hs1115+0321_2452393_69387872005,3811876594386673408,66.03309,3811876594386673408,13982.88,281.16,7.886533,0.029011
HS1115+0321,3811876594386673408,14267,7.71,,HS1115p0321_b_2003_01_17T06_26_52_all.dat.gz,2452656.76866349997,hs1115+0321_2452656_76866349997,3811876594386673408,66.03309,3811876594386673408,13982.88,281.16,7.886533,0.029011
HS1136+0326,3800633813114930688,14087,7.9,,HS1136p0326_a_2003_01_18T06_34_48_all.dat.gz,2452657.77417741995,hs1136+0326_2452657_77417741995,3800633813114930688,85.00602,3800633813114930688,12343.16,303.72,8.061562,0.035822
HS1136+0326,3800633813114930688,14087,7.9,,HS1136p0326_b_2003_01_19T04_57_55_all.dat.gz,2452658.70689347992,hs1136+0326_2452658_70689347992,3800633813114930688,85.00602,3800633813114930688,12343.16,303.72,8.061562,0.035822
HS1136+1359,3918029283792258304,23921,7.83,,HS1136p1359_a_2002_04_29T04_24_02_all.dat.gz,2452393.68335676985,hs1136+1359_2452393_68335676985,3918029283792258304,211.78159,3918029283792258304,21802.59,1292.14,7.782399,0.09643
HS1136+1359,3918029283792258304,23921,7.83,,HS1136p1359_b_2003_01_18T06_19_52_all.dat.gz,2452657.76380264992,hs1136+1359_2452657_76380264992,3918029283792258304,211.78159,3918029283792258304,21802.59,1292.14,7.782399,0.09643
HS1144+1517,3924401920043360896,15385,7.77,,HS1144p1517_a_2002_02_23T06_53_05_all.dat.gz,2452328.78686896013,hs1144+1517_2452328_78686896013,3924401920043360896,142.5459,3924401920043360896,13763.82,603.75,7.882899,0.072503
HS1144+1517,3924401920043360896,15385,7.77,,HS1144p1517_b_2002_02_25T07_57_55_all.dat.gz,2452330.83189010015,hs1144+1517_2452330_83189010015,3924401920043360896,142.5459,3924401920043360896,13763.82,603.75,7.882899,0.072503
HS1153+1416,3923263135234800768,15553,7.79,,HS1153p1416_a_2003_01_18T07_02_05_all.dat.gz,2452657.79312126013,hs1153+1416_2452657_79312126013,3923263135234800768,117.61935,3923263135234800768,15020.71,478.87,7.939941,0.052953
HS1153+1416,3923263135234800768,15553,7.79,,HS1153p1416_b_2003_02_14T06_07_01_all.dat.gz,2452684.75487989001,hs1153+1416_2452684_75487989001,3923263135234800768,117.61935,3923263135234800768,15020.71,478.87,7.939941,0.052953
HS1204+0159,3891718417216600448,24756,7.75,,HS1204p0159_a_2002_02_23T07_24_57_all.dat.gz,2452328.8089949498,hs1204+0159_2452328_8089949498,3891718417216600448,219.92749,3891718417216600448,25011.03,1282.86,7.927178,0.097475
HS1204+0159,3891718417216600448,24756,7.75,,HS1204p0159_b_2002_02_24T06_55_51_all.dat.gz,2452329.78878853982,hs1204+0159_2452329_78878853982,3891718417216600448,219.92749,3891718417216600448,25011.03,1282.86,7.927178,0.097475
HS1243+0132,3702195464793095936,21644,7.82,,HS1243p0132_a_2002_04_29T05_17_17_all.dat.gz,2452393.72034355998,hs1243+0132_2452393_72034355998,3702195464793095936,151.81726,3702195464793095936,19903.18,712.22,7.883586,0.056734
HS1243+0132,3702195464793095936,21644,7.82,,HS1243p0132_b_2003_01_17T08_08_17_all.dat.gz,2452656.83909370005,hs1243+0132_2452656_83909370005,3702195464793095936,151.81726,3702195464793095936,19903.18,712.22,7.883586,0.056734
HS1249+0426,3705386281897262848,11539,7.85,,HS1249p0426_a_2001_06_20T00_22_13_all.dat.gz,2452080.5154300998,hs1249+0426_2452080_5154300998,3705386281897262848,68.35048,3705386281897262848,11662.53,170.91,8.063404,0.027387
HS1249+0426,3705386281897262848,11539,7.85,,HS1249p0426_b_2001_07_23T00_07_55_all.dat.gz,2452113.50550465006,hs1249+0426_2452113_50550465006,3705386281897262848,68.35048,3705386281897262848,11662.53,170.91,8.063404,0.027387
HS1305+0029,3690709554012428416,14725,7.85,,HS1305p0029_a_2001_06_20T01_30_25_all.dat.gz,2452080.56279250979,hs1305+0029_2452080_56279250979,3690709554012428416,97.78372,3690709554012428416,14356.17,361.14,7.998309,0.039725
HS1305+0029,3690709554012428416,14725,7.85,,HS1305p0029_b_2003_01_17T08_36_09_all.dat.gz,2452656.85843899008,hs1305+0029_2452656_85843899008,3690709554012428416,97.78372,3690709554012428416,14356.17,361.14,7.998309,0.039725
HS1308+1646,3936999437080327040,10732,7.99,,HS1308p1646_a_2003_01_19T07_08_44_all.dat.gz,2452658.79773331014,hs1308+1646_2452658_79773331014,3936999437080327040,48.112118,3936999437080327040,10856.41,118.99,8.226383,0.02227
HS1308+1646,3936999437080327040,10732,7.99,,HS1308p1646_b_2003_02_14T06_44_02_all.dat.gz,2452684.78058347991,hs1308+1646_2452684_78058347991,3936999437080327040,48.112118,3936999437080327040,10856.41,118.99,8.226383,0.02227
HS1334+0701,3718352444565698432,16891,7.27,,HS1334p0701_a_2001_06_18T01_05_40_all.dat.gz,2452078.54560510023,hs1334+0701_2452078_54560510023,3718352444565698432,105.50346,3718352444565698432,12674.41,190.5,7.120282,0.022995
HS1334+0701,3718352444565698432,16891,7.27,,HS1334p0701_b_2002_04_23T06_00_05_all.dat.gz,2452387.75006322004,hs1334+0701_2452387_75006322004,3718352444565698432,105.50346,3718352444565698432,12674.41,190.5,7.120282,0.022995
HS1338+0807,3724583445679765632,24440,7.65,,HS1338p0807_a_2001_06_20T02_10_18_all.dat.gz,2452080.59049252002,hs1338+0807_2452080_59049252002,3724583445679765632,186.8422,3724583445679765632,24280.26,879.3,7.816405,0.062399
HS1338+0807,3724583445679765632,24440,7.65,,HS1338p0807_b_2001_08_18T23_51_59_all.dat.gz,2452140.49443395995,hs1338+0807_2452140_49443395995,3724583445679765632,186.8422,3724583445679765632,24280.26,879.3,7.816405,0.062399
HS1410+0809,3674476639217656576,16217,8.37,,HS1410p0809_a_2002_04_23T02_17_16_all.dat.gz,2452387.5953271999,hs1410+0809_2452387_5953271999,3674476639217656576,51.74683,3674476639217656576,15607.88,282.86,8.522105,0.020384
HS1430+1339,1179764607826002688,9962,8.05,,HS1430p1339_a_2001_08_22T00_14_02_all.dat.gz,2452143.50975617999,hs1430+1339_2452143_50975617999,1179764607826002688,52.46039,1179764607826002688,9963.59,149.22,8.291551,0.033709
HS1430+1339,1179764607826002688,9962,8.05,,HS1430p1339_b_2001_08_19T00_49_59_all.dat.gz,2452140.53471291019,hs1430+1339_2452140_53471291019,1179764607826002688,52.46039,1179764607826002688,9963.59,149.22,8.291551,0.033709
HS1432+1441,1227992486355023616,16204,7.75,,HS1432p1441_a_2001_08_21T00_15_47_all.dat.gz,2452142.51096192002,hs1432+1441_2452142_51096192002,1227992486355023616,115.41816,1227992486355023616,16027.03,527.3,7.906553,0.04936
HS1432+1441,1227992486355023616,16204,7.75,,HS1432p1441_b_2001_08_16T00_01_34_all.dat.gz,2452137.50108928978,hs1432+1441_2452137_50108928978,1227992486355023616,115.41816,1227992486355023616,16027.03,527.3,7.906553,0.04936
HS1447+0454,1158347014670132864,13991,7.82,,HS1447p0454_a_2001_06_18T02_03_38_all.dat.gz,2452078.58585913992,hs1447+0454_2452078_58585913992,1158347014670132864,61.852253,1158347014670132864,13514.21,222.21,8.008889,0.021002
HS1447+0454,1158347014670132864,13991,7.82,,HS1447p0454_b_2001_08_16T01_02_39_all.dat.gz,2452137.54351601005,hs1447+0454_2452137_54351601005,1158347014670132864,61.852253,1158347014670132864,13514.21,222.21,8.008889,0.021002
HS1517+0814,1163912467652160896,14494,7.76,,HS1517p0814_a_2001_06_20T03_20_55_all.dat.gz,2452080.63952634018,hs1517+0814_2452080_63952634018,1163912467652160896,92.68637,1163912467652160896,14140.31,407.21,7.895374,0.042407
HS1517+0814,1163912467652160896,14494,7.76,,HS1517p0814_b_2001_07_25T23_33_32_all.dat.gz,2452116.48162693018,hs1517+0814_2452116_48162693018,1163912467652160896,92.68637,1163912467652160896,14140.31,407.21,7.895374,0.042407
HS1527+0614,4429106481934491136,14925,7.77,,HS1527p0614_a_2001_06_20T03_39_48_all.dat.gz,2452080.65264953021,hs1527+0614_2452080_65264953021,4429106481934491136,87.70776,4429106481934491136,14316.24,292.97,7.899688,0.031637
HS1527+0614,4429106481934491136,14925,7.77,,HS1527p0614_b_2001_07_25T23_49_52_all.dat.gz,2452116.49296342023,hs1527+0614_2452116_49296342023,4429106481934491136,87.70776,4429106481934491136,14316.24,292.97,7.899688,0.031637
HS1614+1136,4454017257893306496,14137,7.98,,HS1614p1136_a_2002_06_18T02_13_25_all.dat.gz,2452443.59265214996,hs1614+1136_2452443_59265214996,4454017257893306496,78.909004,4454017257893306496,12445.17,257.8,8.232709,0.028216
HS1614+1136,4454017257893306496,14137,7.98,,HS1614p1136_b_2003_07_19T03_38_43_all.dat.gz,2452839.65189317986,hs1614+1136_2452839_65189317986,4454017257893306496,78.909004,4454017257893306496,12445.17,257.8,8.232709,0.028216
HS1616+0247,4436059415517432064,18468,7.96,,HS1616p0247_a_2002_06_18T01_59_12_all.dat.gz,2452443.58278820012,hs1616+0247_2452443_58278820012,4436059415517432064,103.03679,4436059415517432064,18489.54,492.33,8.110526,0.039371
HS1616+0247,4436059415517432064,18468,7.96,,HS1616p0247_b_2002_09_24T23_59_54_all.dat.gz,2452542.49993368005,hs1616+0247_2452542_49993368005,4436059415517432064,103.03679,4436059415517432064,18489.54,492.33,8.110526,0.039371
HS1641+1124,4447022061837071744,12323,7.87,,HS1641p1124_a_2001_07_26T02_22_08_all.dat.gz,2452116.59871054022,hs1641+1124_2452116_59871054022,4447022061837071744,87.77118,4447022061837071744,12732.23,304.59,8.057613,0.028759
HS1641+1124,4447022061837071744,12323,7.87,,HS1641p1124_b_2001_07_27T00_52_11_all.dat.gz,2452117.53624647018,hs1641+1124_2452117_53624647018,4447022061837071744,87.77118,4447022061837071744,12732.23,304.59,8.057613,0.028759
HS1646+1059,4447685097411960064,19890,7.78,,HS1646p1059_a_2001_07_27T01_50_31_all.dat.gz,2452117.57674909011,hs1646+1059_2452117_57674909011,4447685097411960064,132.25488,4447685097411960064,20154.9,559.09,7.928903,0.04239
HS1646+1059,4447685097411960064,19890,7.78,,HS1646p1059_b_2001_08_16T02_10_37_all.dat.gz,2452137.59070669021,hs1646+1059_2452137_59070669021,4447685097411960064,132.25488,4447685097411960064,20154.9,559.09,7.928903,0.04239
HS1648+1300,4449098970582483712,18693,7.79,,HS1648p1300_a_2001_07_26T01_11_45_all.dat.gz,2452116.54983555991,hs1648+1300_2452116_54983555991,4449098970582483712,102.08574,4449098970582483712,19387.2,559.19,7.972417,0.040219
HS1648+1300,4449098970582483712,18693,7.79,,HS1648p1300_b_2001_07_27T01_36_07_all.dat.gz,2452117.56675382983,hs1648+1300_2452117_56675382983,4449098970582483712,102.08574,4449098970582483712,19387.2,559.19,7.972417,0.040219
HS1705+2228,4568179481487112832,15702,7.75,,HS1705p2228_a_2002_09_04T00_21_11_all.dat.gz,2452521.51471672999,hs1705+2228_2452521_51471672999,4568179481487112832,50.25383,4568179481487112832,15419.34,260.56,7.926609,0.022299
HS1705+2228,4568179481487112832,15702,7.75,,HS1705p2228_a_2002_09_04T00_31_46_all.dat.gz,2452521.52206570003,hs1705+2228_2452521_52206570003,4568179481487112832,50.25383,4568179481487112832,15419.34,260.56,7.926609,0.022299
HS1705+2228,4568179481487112832,15702,7.75,,HS1705p2228_b_2002_09_21T00_20_01_all.dat.gz,2452538.51390206022,hs1705+2228_2452538_51390206022,4568179481487112832,50.25383,4568179481487112832,15419.34,260.56,7.926609,0.022299
HS2046+0044,4228449385142100480,127096,8.15,,HS2046p0044_a_2002_09_04T02_58_02_all.dat.gz,2452521.62364490982,hs2046+0044_2452521_62364490982,4228449385142100480,215.60834,4228449385142100480,24447.07,806.09,7.345446,0.043438
HS2046+0044,4228449385142100480,127096,8.15,,HS2046p0044_a_2002_09_04T03_10_23_all.dat.gz,2452521.6322171702,hs2046+0044_2452521_6322171702,4228449385142100480,215.60834,4228449385142100480,24447.07,806.09,7.345446,0.043438
HS2046+0044,4228449385142100480,127096,8.15,,HS2046p0044_b_2002_09_21T00_03_14_all.dat.gz,2452538.50225022016,hs2046+0044_2452538_50225022016,4228449385142100480,215.60834,4228449385142100480,24447.07,806.09,7.345446,0.043438
HS2056+0721,1737897841324840832,27289,8.32,,HS2056p0721_a_2001_08_19T02_24_58_all.dat.gz,2452140.6006800998,hs2056+0721_2452140_6006800998,1737897841326227072,79.75496,1737897841326227072,26661.76,704.86,8.395845,0.039151
HS2056+0721,1737897841324840832,27289,8.32,,HS2056p0721_b_2001_08_21T01_15_32_all.dat.gz,2452142.55245928001,hs2056+0721_2452142_55245928001,1737897841326227072,79.75496,1737897841326227072,26661.76,704.86,8.395845,0.039151
HS2058+0823,1738071701601163264,36844,7.78,,HS2058p0823_a_2001_08_24T01_42_58_all.dat.gz,2452145.57151470007,hs2058+0823_2452145_57151470007,1738071701601163264,122.736465,1738071701601163264,33268.9,1302.53,7.804718,0.054979
HS2058+0823,1738071701601163264,36844,7.78,,HS2058p0823_b_2001_08_20T01_03_55_all.dat.gz,2452141.54438934987,hs2058+0823_2452141_54438934987,1738071701601163264,122.736465,1738071701601163264,33268.9,1302.53,7.804718,0.054979
HS2059+0208,1730310347805122816,18641,7.84,,HS2059p0208_a_2002_09_04T03_24_41_all.dat.gz,2452521.64214278013,hs2059+0208_2452521_64214278013,1730310347805122816,136.18416,1730310347805122816,17066.3,614.47,7.847835,0.056365
HS2059+0208,1730310347805122816,18641,7.84,,HS2059p0208_b_2002_09_22T00_37_50_all.dat.gz,2452539.52627816005,hs2059+0208_2452539_52627816005,1730310347805122816,136.18416,1730310347805122816,17066.3,614.47,7.847835,0.056365
HS2108+1734,1788040794231829376,28812,8.31,,HS2108p1734_a_2002_07_10T06_39_05_all.dat.gz,2452465.77714412985,hs2108+1734_2452465_77714412985,1788040794231829376,101.84317,1788040794231829376,29342.77,796.03,8.437039,0.039959
HS2108+1734,1788040794231829376,28812,8.31,,HS2108p1734_b_2002_09_10T01_00_08_all.dat.gz,2452527.5417620698,hs2108+1734_2452527_5417620698,1788040794231829376,101.84317,1788040794231829376,29342.77,796.03,8.437039,0.039959
HS2108+1734,1788040794231829376,28812,8.31,,HS2108p1734_b_2003_08_10T03_52_31_all.dat.gz,2452861.66147889988,hs2108+1734_2452861_66147889988,1788040794231829376,101.84317,1788040794231829376,29342.77,796.03,8.437039,0.039959
HS2130+1215,1769941011771984768,32995,7.74,,HS2130p1215_a_2002_09_23T01_58_38_all.dat.gz,2452540.58239366999,hs2130+1215_2452540_58239366999,1769941011771984768,243.94836,1769941011771984768,34352.89,2630.3,7.868087,0.109892
HS2130+1215,1769941011771984768,32995,7.74,,HS2130p1215_b_2002_09_24T01_00_35_all.dat.gz,2452541.54207934998,hs2130+1215_2452541_54207934998,1769941011771984768,243.94836,1769941011771984768,34352.89,2630.3,7.868087,0.109892
HS2132+0941,1742342784582615936,13480,7.7,,HS2132p0941_c_2001_08_24T02_25_19_all.dat.gz,2452145.60092190001,hs2132+0941_2452145_60092190001,1742342784582615936,76.71701,1742342784582615936,13214.3,217.64,7.971562,0.023327
HS2132+0941,1742342784582615936,13480,7.7,,HS2132p0941_d_2001_08_20T01_29_53_all.dat.gz,2452141.56242509,hs2132+0941_2452141_56242509,1742342784582615936,76.71701,1742342784582615936,13214.3,217.64,7.971562,0.023327
HS2138+0910,1741417790361772160,9228,7.61,,HS2138p0910_a_2001_08_24T02_40_54_all.dat.gz,2452145.61173916003,hs2138+0910_2452145_61173916003,1741417790361772160,52.583023,1741417790361772160,9268.22,91.59,7.833203,0.028257
HS2138+0910,1741417790361772160,9228,7.61,,HS2138p0910_b_2001_08_20T01_44_49_all.dat.gz,2452141.57279760996,hs2138+0910_2452141_57279760996,1741417790361772160,52.583023,1741417790361772160,9268.22,91.59,7.833203,0.028257
HS2210+2323,1879147564661258240,23233,8.24,,HS2210p2323_a_2002_09_24T02_46_40_all.dat.gz,2452541.61574917007,hs2210+2323_2452541_61574917007,1879147564661258240,89.6329,1879147564661258240,22575.0,720.34,8.314874,0.041506
HS2210+2323,1879147564661258240,23233,8.24,,HS2210p2323_b_2002_09_25T00_15_51_all.dat.gz,2452542.51101575,hs2210+2323_2452542_51101575,1879147564661258240,89.6329,1879147564661258240,22575.0,720.34,8.314874,0.041506
HS2225+2158,1874832084599745920,25989,7.86,,HS2225p2158_a_2002_09_25T02_14_44_all.dat.gz,2452542.59356953017,hs2225+2158_2452542_59356953017,1874832084599745920,126.47037,1874832084599745920,26170.88,669.03,7.955041,0.042559
HS2225+2158,1874832084599745920,25989,7.86,,HS2225p2158_b_2002_09_26T03_19_42_all.dat.gz,2452543.63869075011,hs2225+2158_2452543_63869075011,1874832084599745920,126.47037,1874832084599745920,26170.88,669.03,7.955041,0.042559
HS2229+2335,1875647956587976576,19300,7.9,,HS2229p2335_a_2002_09_25T02_28_04_all.dat.gz,2452542.60282474011,hs2229+2335_2452542_60282474011,1875647956587976576,105.337456,1875647956587976576,18500.33,544.51,7.977595,0.043457
HS2229+2335,1875647956587976576,19300,7.9,,HS2229p2335_b_2002_09_26T03_32_58_all.dat.gz,2452543.64789664,hs2229+2335_2452543_64789664,1875647956587976576,105.337456,1875647956587976576,18500.33,544.51,7.977595,0.043457
HS2233+0008,2654170736729886976,24529,7.99,,HS2233p0008_a_2002_09_25T02_42_28_all.dat.gz,2452542.61282981001,hs2233+0008_2452542_61282981001,2654170736729886976,48.714584,2654170736729886976,24573.58,557.41,8.057182,0.030743
HS2233+0008,2654170736729886976,24529,7.99,,HS2233p0008_b_2002_09_26T03_47_15_all.dat.gz,2452543.65782125993,hs2233+0008_2452543_65782125993,2654170736729886976,48.714584,2654170736729886976,24573.58,557.41,8.057182,0.030743
HS2244+0305,2656542452030717952,60460,7.54,,HS2244p0305_a_2002_09_24T05_33_40_all.dat.gz,2452541.73172194976,hs2244+0305_2452541_73172194976,2656542452030717952,367.42422,2656542452030717952,59563.71,17201.39,7.720101,0.179627
HS2244+0305,2656542452030717952,60460,7.54,,HS2244p0305_b_2002_09_25T03_53_21_all.dat.gz,2452542.66205646982,hs2244+0305_2452542_66205646982,2656542452030717952,367.42422,2656542452030717952,59563.71,17201.39,7.720101,0.179627
HS2244+2103,2836176779127265792,24113,7.89,,HS2244p2103_a_2002_09_26T04_12_00_all.dat.gz,2452543.67501037009,hs2244+2103_2452543_67501037009,2836176779127265792,160.78185,2836176779127265792,23979.35,780.96,7.946491,0.056174
HS2244+2103,2836176779127265792,24113,7.89,,HS2244p2103_b_2002_09_27T01_49_56_all.dat.gz,2452544.57634394011,hs2244+2103_2452544_57634394011,2836176779127265792,160.78185,2836176779127265792,23979.35,780.96,7.946491,0.056174
MCT0031-3107,2317553529604662016,40698,7.78,,MCT0031m3107_a_2000_09_16T04_20_48_all.dat.gz,2451803.68112178985,mct0031-3107_2451803_68112178985,2317553529604662016,442.45694,2317553529604662016,39455.11,6125.93,7.617039,0.174267
MCT0031-3107,2317553529604662016,40698,7.78,,MCT0031m3107_a_2001_07_24T09_48_49_all.dat.gz,2452114.90890453011,mct0031-3107_2452114_90890453011,2317553529604662016,442.45694,2317553529604662016,39455.11,6125.93,7.617039,0.174267
MCT0033-3440,5005361213245945856,15890,8.18,,MCT0033m3440_a_2000_09_16T04_36_55_all.dat.gz,2451803.69230761006,mct0033-3440_2451803_69230761006,5005361213245945856,86.821625,5005361213245945856,15593.2,374.82,8.315774,0.032588
MCT0033-3440,5005361213245945856,15890,8.18,,MCT0033m3440_a_2002_08_15T09_54_11_all.dat.gz,2452501.91262935987,mct0033-3440_2452501_91262935987,5005361213245945856,86.821625,5005361213245945856,15593.2,374.82,8.315774,0.032588
MCT0105-1634,2359382697136585728,28212,7.83,,MCT0105m1634_a_2000_07_14T06_59_38_all.dat.gz,2451739.79141543992,mct0105-1634_2451739_79141543992,2359382697136585728,259.4959,2359382697136585728,26970.99,1421.56,7.761952,0.103298
MCT0105-1634,2359382697136585728,28212,7.83,,MCT0105m1634_b_2000_07_17T08_19_23_all.dat.gz,2451742.8468039101,mct0105-1634_2451742_8468039101,2359382697136585728,259.4959,2359382697136585728,26970.99,1421.56,7.761952,0.103298
MCT0105-1634,2359382697136585728,28212,7.83,,MCT0105m1634_b_2003_09_01T04_15_27_all.dat.gz,2452883.67739923997,mct0105-1634_2452883_67739923997,2359382697136585728,259.4959,2359382697136585728,26970.99,1421.56,7.761952,0.103298
MCT0110-1617,2358739727648116608,34621,7.75,,MCT0110m1617_a_2000_08_05T10_03_17_all.dat.gz,2451761.91894986993,mct0110-1617_2451761_91894986993,2358739727648116608,347.69678,2358739727648116608,37449.41,4801.34,7.840962,0.1536
MCT0110-1617,2358739727648116608,34621,7.75,,MCT0110m1617_a_2002_09_12T08_56_14_all.dat.gz,2452529.87239520019,mct0110-1617_2452529_87239520019,2358739727648116608,347.69678,2358739727648116608,37449.41,4801.34,7.840962,0.1536
MCT0111-3806,4988781711771040128,71306,7.19,,MCT0111m3806_a_2002_09_14T03_36_11_all.dat.gz,2452531.6501362198,mct0111-3806_2452531_6501362198,4988781711771040128,487.09772,4988781711771040128,135839.4,33256.13,7.695162,0.135283
MCT0111-3806,4988781711771040128,71306,7.19,,MCT0111m3806_b_2001_08_25T09_09_17_all.dat.gz,2452146.8814581898,mct0111-3806_2452146_8814581898,4988781711771040128,487.09772,4988781711771040128,135839.4,33256.13,7.695162,0.135283
