Name,GaiaDR2,SPYTeff,SPYlogg,Rem,FileName,jul_date,obsname,SOURCE_ID,r_med_geo,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH
WD0425+168,3313714023603261568,24000,8.04,,WD0425p168_a_2002_12_31T03_18_41_all.dat.gz,2452639.6379789901,wd0425+168_2452639_6379789901,3313714023603261568,48.23583,3313714023603261568,24171.7,485.51,8.121882,0.026784
WD0425+168,3313714023603261568,24000,8.04,,WD0425p168_b_2003_01_11T04_28_12_all.dat.gz,2452650.68625603011,wd0425+168_2452650_68625603011,3313714023603261568,48.23583,3313714023603261568,24171.7,485.51,8.121882,0.026784
WD0426+106,3305972018634634880,10009,8.13,,WD0426p106_a_2002_09_23T08_05_49_all.dat.gz,2452540.83737987978,wd0426+106_2452540_83737987978,3305972018634634880,65.72322,3305972018634634880,10320.9,191.63,8.452874,0.039303
WD0426+106,3305972018634634880,10009,8.13,,WD0426p106_b_2003_01_18T04_49_25_all.dat.gz,2452657.70099062985,wd0426+106_2452657_70099062985,3305972018634634880,65.72322,3305972018634634880,10320.9,191.63,8.452874,0.039303
WD0431+126,3306722607119077120,21374,7.97,,WD0431p126_a_2003_01_19T03_51_36_all.dat.gz,2452658.66084294999,wd0431+126_2452658_66084294999,3306722607119077120,47.25115,3306722607119077120,21152.44,434.51,8.107579,0.025557
WD0431+126,3306722607119077120,21374,7.97,,WD0431p126_b_2003_01_20T04_28_17_all.dat.gz,2452659.68631085986,wd0431+126_2452659_68631085986,3306722607119077120,47.25115,3306722607119077120,21152.44,434.51,8.107579,0.025557
WD0437+152,3309687027907272576,18711,7.25,,WD0437p152_a_2003_01_19T03_59_55_all.dat.gz,2452658.66661965009,wd0437+152_2452658_66661965009,3309687027907272576,139.40231,3309687027907272576,19590.0,474.67,7.450202,0.03002
WD0437+152,3309687027907272576,18711,7.25,,WD0437p152_b_2003_01_23T03_03_54_all.dat.gz,2452662.62771885004,wd0437+152_2452662_62771885004,3309687027907272576,139.40231,3309687027907272576,19590.0,474.67,7.450202,0.03002
WD0440-038,3201709827802584576,68468,8.42,,WD0440m038_a_2002_02_10T01_21_35_all.dat.gz,2452315.55666390993,wd0443-037j_2452315_55666390993,3201709827802584576,175.33696,3201709827802584576,52555.67,10444.24,8.727572,0.107134
WD0440-038,3201709827802584576,68468,8.42,,WD0440m038_b_2003_01_18T05_03_53_all.dat.gz,2452657.71103848005,wd0443-037j_2452657_71103848005,3201709827802584576,175.33696,3201709827802584576,52555.67,10444.24,8.727572,0.107134
WD0446-789,4622856957782901504,23627,7.69,,WD0446m789_a_2002_12_03T06_05_20_all.dat.gz,2452611.75371106993,wd0446-789_2452611_75371106993,4622856957782901504,43.923965,4622856957782901504,23514.25,489.96,7.819842,0.027186
WD0446-789,4622856957782901504,23627,7.69,,WD0446m789_b_2002_11_30T07_07_19_all.dat.gz,2452608.7967556701,wd0446-789_2452608_7967556701,4622856957782901504,43.923965,4622856957782901504,23514.25,489.96,7.819842,0.027186
WD0509-007,3215427579684548864,31910,7.29,,WD0509m007_a_2000_09_14T08_45_33_all.dat.gz,2451801.8649677299,wd0509-007_2451801_8649677299,3215427579684548864,108.340385,3215427579684548864,32610.08,1150.04,7.304864,0.038453
WD0509-007,3215427579684548864,31910,7.29,,WD0509m007_a_2001_12_15T07_31_52_all.dat.gz,2452258.81380072003,wd0509-007_2452258_81380072003,3215427579684548864,108.340385,3215427579684548864,32610.08,1150.04,7.304864,0.038453
WD0510-418,4812859061053900928,50490,7.68,,WD0510m418_a_2001_10_31T08_05_18_all.dat.gz,2452213.83701416012,wd0512-417j_2452213_83701416012,4812859061053900928,360.19537,4812859061053900928,60610.33,19158.04,8.061737,0.187767
WD0510-418,4812859061053900928,50490,7.68,,WD0510m418_b_2001_12_04T08_01_42_all.dat.gz,2452247.8345174701,wd0512-417j_2452247_8345174701,4812859061053900928,360.19537,4812859061053900928,60610.33,19158.04,8.061737,0.187767
WD0510-418,4812859061053900928,50490,7.68,,WD0510m418_b_2002_02_22T01_23_06_all.dat.gz,2452327.55771266995,wd0512-417j_2452327_55771266995,4812859061053900928,360.19537,4812859061053900928,60610.33,19158.04,8.061737,0.187767
WD0510-418,4812859061053900928,50490,7.68,,WD0510m418_b_2003_08_01T09_47_40_all.dat.gz,2452852.90811142977,wd0512-417j_2452852_90811142977,4812859061053900928,360.19537,4812859061053900928,60610.33,19158.04,8.061737,0.187767
WD0511+079,3242153305741855744,6158,7.18,,WD0511p079_a_2000_09_15T07_51_50_all.dat.gz,2451802.82766648009,wd0511+079_2451802_82766648009,3242153305741855744,21.445272,3242153305741855744,6533.57,46.6,8.293359,0.018264
WD0511+079,3242153305741855744,6158,7.18,,WD0511p079_a_2001_09_02T09_33_21_all.dat.gz,2452154.8981610802,wd0511+079_2452154_8981610802,3242153305741855744,21.445272,3242153305741855744,6533.57,46.6,8.293359,0.018264
WD0518-105,3014049448078210304,32008,8.82,,WD0518m105_a_2000_12_13T05_51_55_all.dat.gz,2451891.7443904602,wd0518-105_2451891_7443904602,3014049448078210304,84.21094,3014049448078210304,31811.03,1163.87,8.739419,0.041977
WD0518-105,3014049448078210304,32008,8.82,,WD0518m105_b_2001_01_15T03_39_47_all.dat.gz,2451924.65263481997,wd0518-105_2451924_65263481997,3014049448078210304,84.21094,3014049448078210304,31811.03,1163.87,8.739419,0.041977
WD0548+000,3218753701142724992,44684,7.82,,WD0548p000_a_2000_09_15T08_50_55_all.dat.gz,2451802.86869995017,wd0548+000_2451802_86869995017,3218753701142724992,142.49222,3218753701142724992,40711.8,2875.94,7.743252,0.05989
WD0548+000,3218753701142724992,44684,7.82,,WD0548p000_b_2000_09_16T09_42_47_all.dat.gz,2451803.90471098991,wd0548+000_2451803_90471098991,3218753701142724992,142.49222,3218753701142724992,40711.8,2875.94,7.743252,0.05989
WD0549+158,3348071631670500736,32959,7.73,,WD0549p158_a_2002_01_21T02_20_48_all.dat.gz,2452295.59777864022,wd0549+158_2452295_59777864022,3348071631670500736,51.00379,3348071631670500736,33210.82,1159.25,7.824627,0.04608
WD0549+158,3348071631670500736,32959,7.73,,WD0549p158_a_2002_09_25T09_06_24_all.dat.gz,2452542.87944466015,wd0549+158_2452542_87944466015,3348071631670500736,51.00379,3348071631670500736,33210.82,1159.25,7.824627,0.04608
WD0549+158,3348071631670500736,32959,7.73,,WD0549p158_b_2002_02_19T02_14_50_all.dat.gz,2452324.59363964992,wd0549+158_2452324_59363964992,3348071631670500736,51.00379,3348071631670500736,33210.82,1159.25,7.824627,0.04608
WD0556+172,3350123251647482624,18825,8.09,,WD0556p172_a_2002_01_21T02_31_49_all.dat.gz,2452295.60543920007,wd0556+172_2452295_60543920007,3350123251647482624,78.535965,3350123251647482624,18450.87,445.48,8.250771,0.031924
WD0556+172,3350123251647482624,18825,8.09,,WD0556p172_b_2002_02_21T00_51_16_all.dat.gz,2452326.53561164998,wd0556+172_2452326_53561164998,3350123251647482624,78.535965,3350123251647482624,18450.87,445.48,8.250771,0.031924
WD0558+165,3348917053032143616,16807,8.18,,WD0558p165_a_2002_01_21T02_47_44_all.dat.gz,2452295.61648195004,wd0558+165_2452295_61648195004,3348917053032143616,64.94188,3348917053032143616,17230.11,472.96,8.358471,0.032475
WD0558+165,3348917053032143616,16807,8.18,,WD0558p165_b_2002_02_21T01_07_41_all.dat.gz,2452326.54700719006,wd0558+165_2452326_54700719006,3348917053032143616,64.94188,3348917053032143616,17230.11,472.96,8.358471,0.032475
WD0603-483,5554202096021588992,34731,7.84,,WD0603m483_a_2000_12_06T08_07_07_all.dat.gz,2451884.83828045009,wd0605-483j_2451884_83828045009,5554202096021588992,192.4164,5554202096021588992,33167.82,1639.41,7.785924,0.069158
WD0603-483,5554202096021588992,34731,7.84,,WD0603m483_a_2001_01_15T03_58_34_all.dat.gz,2451924.66567926016,wd0605-483j_2451924_66567926016,5554202096021588992,192.4164,5554202096021588992,33167.82,1639.41,7.785924,0.069158
WD0603-483,5554202096021588992,34731,7.84,,WD0603m483_b_2001_02_04T05_55_47_all.dat.gz,2451944.74708114006,wd0605-483j_2451944_74708114006,5554202096021588992,192.4164,5554202096021588992,33167.82,1639.41,7.785924,0.069158
WD0612+177,3370342445848382080,25624,7.81,,WD0612p177_a_2002_02_17T04_08_22_all.dat.gz,2452322.67248678999,wd0612+177_2452322_67248678999,3370342445848382080,41.796722,3370342445848382080,25664.96,543.42,7.981379,0.02987
WD0612+177,3370342445848382080,25624,7.81,,WD0612p177_b_2002_02_19T02_25_01_all.dat.gz,2452324.60070622992,wd0612+177_2452324_60070622992,3370342445848382080,41.796722,3370342445848382080,25664.96,543.42,7.981379,0.02987
WD0621-376,5575007845317435648,57806,7.27,,WD0621m376_a_2000_09_14T08_59_42_all.dat.gz,2451801.87479609018,wd0621-376_2451801_87479609018,5575007845317435648,76.40832,5575007845317435648,78811.02,12629.66,7.476006,0.077047
WD0621-376,5575007845317435648,57806,7.27,,WD0621m376_a_2001_04_07T01_12_59_all.dat.gz,2452006.55069313012,wd0621-376_2452006_55069313012,5575007845317435648,76.40832,5575007845317435648,78811.02,12629.66,7.476006,0.077047
WD0628-020,3117320802840630400,6443,7.2,,WD0628m020_a_2002_12_24T08_23_04_all.dat.gz,2452632.8493609298,wd0628-020_2452632_8493609298,3117320802840630400,21.381983,3117320802840630400,6577.87,45.97,7.920592,0.020353
WD0628-020,3117320802840630400,6443,7.2,,WD0628m020_b_2002_12_29T06_51_57_all.dat.gz,2452637.78608774021,wd0628-020_2452637_78608774021,3117320802840630400,21.381983,3117320802840630400,6577.87,45.97,7.920592,0.020353
WD0630-050,3103530586268279936,42451,8.34,,WD0630m050_a_2000_12_07T07_11_29_all.dat.gz,2451885.79964757012,wd0630-050_2451885_79964757012,3103530586268279936,124.81257,3103530586268279936,38296.48,3270.55,8.332543,0.074006
WD0630-050,3103530586268279936,42451,8.34,,WD0630m050_b_2000_12_10T07_58_36_all.dat.gz,2451888.83236997994,wd0630-050_2451888_83236997994,3103530586268279936,124.81257,3103530586268279936,38296.48,3270.55,8.332543,0.074006
WD0642-285,2918665577420228480,9104,7.54,,WD0642m285_a_2000_09_14T09_11_13_all.dat.gz,2451801.88279817021,wd0642-285_2451801_88279817021,2918665577420228480,64.85741,2918665577420228480,9188.06,152.81,7.917163,0.045025
WD0642-285,2918665577420228480,9104,7.54,,WD0642m285_a_2001_04_08T01_15_20_all.dat.gz,2452007.55232458003,wd0642-285_2452007_55232458003,2918665577420228480,64.85741,2918665577420228480,9188.06,152.81,7.917163,0.045025
WD0646-253,2921786919133198848,27990,7.79,,WD0646m253_a_2001_04_08T01_29_42_all.dat.gz,2452007.56230049022,wd0648-253j_2452007_56230049022,2921786919133198848,52.915993,2921786919133198848,27503.33,572.16,7.903397,0.030565
WD0646-253,2921786919133198848,27990,7.79,,WD0646m253_b_2001_11_18T08_17_32_all.dat.gz,2452231.84552079998,wd0648-253j_2452231_84552079998,2921786919133198848,52.915993,2921786919133198848,27503.33,572.16,7.903397,0.030565
WD0659-063,3052844272764398208,6046,6.95,,WD0659m063_a_2000_12_06T08_24_13_all.dat.gz,2451884.85015252,wd0659-063_2451884_85015252,3052844272764398208,20.670902,3052844272764398208,6445.01,39.09,7.9876,0.017807
WD0659-063,3052844272764398208,6046,6.95,,WD0659m063_a_2000_12_17T08_10_46_all.dat.gz,2451895.84081279021,wd0659-063_2451895_84081279021,3052844272764398208,20.670902,3052844272764398208,6445.01,39.09,7.9876,0.017807
WD0659-063,3052844272764398208,6046,6.95,,WD0659m063_b_2000_12_07T07_40_46_all.dat.gz,2451885.81998834014,wd0659-063_2451885_81998834014,3052844272764398208,20.670902,3052844272764398208,6445.01,39.09,7.9876,0.017807
WD0710+216,3367112974037883904,10167,7.73,,WD0710p216_a_2002_02_17T04_19_36_all.dat.gz,2452322.68028391013,wd0710+216_2452322_68028391013,3367112974037883904,45.482395,3367112974037883904,10401.66,106.37,7.950461,0.023208
WD0710+216,3367112974037883904,10167,7.73,,WD0710p216_b_2002_02_19T02_35_48_all.dat.gz,2452324.60819787998,wd0710+216_2452324_60819787998,3367112974037883904,45.482395,3367112974037883904,10401.66,106.37,7.950461,0.023208
WD0715-703,5267418883330985856,44915,7.67,,WD0715m703_a_2001_04_07T01_24_35_all.dat.gz,2452006.55874698982,wd0715-704j_2452006_55874698982,5267418883330985856,94.75448,5267418883330985856,42396.02,3590.16,7.867571,0.062333
WD0715-703,5267418883330985856,44915,7.67,,WD0715m703_b_2001_05_03T23_43_02_all.dat.gz,2452033.48822727986,wd0715-704j_2452033_48822727986,5267418883330985856,94.75448,5267418883330985856,42396.02,3590.16,7.867571,0.062333
WD0721-276,5612710511362093184,36520,7.7,,WD0721m276_a_2001_04_09T01_05_13_all.dat.gz,2452008.54529477004,wd0723-277j_2452008_54529477004,5612710511362093184,107.5053,5612710511362093184,34133.56,1349.0,7.801761,0.049648
WD0721-276,5612710511362093184,36520,7.7,,WD0721m276_b_2001_05_03T23_25_01_all.dat.gz,2452033.47570907976,wd0723-277j_2452033_47570907976,5612710511362093184,107.5053,5612710511362093184,34133.56,1349.0,7.801761,0.049648
WD0732-427,5536077746353130240,14995,8.0,,WD0732m427_a_2001_04_09T01_16_18_all.dat.gz,2452008.55299062002,wd0732-427_2452008_55299062002,5536077746353130240,33.6697,5536077746353130240,15029.88,229.87,8.153263,0.018486
WD0732-427,5536077746353130240,14995,8.0,,WD0732m427_b_2001_05_03T23_55_14_all.dat.gz,2452033.49669842003,wd0732-427_2452033_49669842003,5536077746353130240,33.6697,5536077746353130240,15029.88,229.87,8.153263,0.018486
WD0810-728,5220896587855584384,30598,7.84,,WD0810m728_a_2001_04_09T01_45_48_all.dat.gz,2452008.57348239981,wd0810-728_2452008_57348239981,5220896587855584384,109.4958,5220896587855584384,30355.0,919.18,7.99797,0.045593
WD0810-728,5220896587855584384,30598,7.84,,WD0810m728_b_2001_05_04T00_26_08_all.dat.gz,2452033.51814999012,wd0810-728_2452033_51814999012,5220896587855584384,109.4958,5220896587855584384,30355.0,919.18,7.99797,0.045593
WD0810-728,5220896587855584384,30598,7.84,,WD0810m728_b_2001_05_04T00_38_39_all.dat.gz,2452033.52685008012,wd0810-728_2452033_52685008012,5220896587855584384,109.4958,5220896587855584384,30355.0,919.18,7.99797,0.045593
WD0830-535,5321056462156468480,30050,7.76,,WD0830m535_a_2001_04_09T02_10_32_all.dat.gz,2452008.59065327002,wd0830-535_2452008_59065327002,5321056462156468480,84.4177,5321056462156468480,29711.45,768.72,7.89261,0.039034
WD0830-535,5321056462156468480,30050,7.76,,WD0830m535_b_2001_05_04T01_08_51_all.dat.gz,2452033.54781574011,wd0830-535_2452033_54781574011,5321056462156468480,84.4177,5321056462156468480,29711.45,768.72,7.89261,0.039034
WD0830-535,5321056462156468480,30050,7.76,,WD0830m535_b_2003_05_10T23_32_26_all.dat.gz,2452770.48086326988,wd0830-535_2452770_48086326988,5321056462156468480,84.4177,5321056462156468480,29711.45,768.72,7.89261,0.039034
WD0838+035,3080056219172355840,38342,7.72,,WD0838p035_a_2002_02_17T04_53_07_all.dat.gz,2452322.70356093021,wd0841+033j_2452322_70356093021,3080056219172355840,106.22194,3080056219172355840,35858.63,1739.5,7.797296,0.053936
WD0838+035,3080056219172355840,38342,7.72,,WD0838p035_b_2002_02_21T01_43_35_all.dat.gz,2452326.57193507999,wd0841+033j_2452326_57193507999,3080056219172355840,106.22194,3080056219172355840,35858.63,1739.5,7.797296,0.053936
WD0839+231,665392383790872192,25852,7.64,,WD0839p231_a_2002_02_17T05_09_04_all.dat.gz,2452322.71464102017,wd0839+231_2452322_71464102017,665392383790872192,77.03288,665392383790872192,25666.3,523.49,7.774788,0.031111
WD0839+231,665392383790872192,25852,7.64,,WD0839p231_b_2002_02_22T02_09_24_all.dat.gz,2452327.58986247005,wd0839+231_2452327_58986247005,665392383790872192,77.03288,665392383790872192,25666.3,523.49,7.774788,0.031111
WD0852+192,660409908193185024,15130,7.85,,WD0852p192_a_2003_01_11T05_33_10_all.dat.gz,2452650.73136575986,wd0852+192_2452650_73136575986,660409908193185024,105.444214,660409908193185024,14881.69,375.29,8.00074,0.040469
WD0852+192,660409908193185024,15130,7.85,,WD0852p192_b_2003_01_24T03_55_01_all.dat.gz,2452663.66320609022,wd0852+192_2452663_66320609022,660409908193185024,105.444214,660409908193185024,14881.69,375.29,8.00074,0.040469
WD0858+160,610478649930041856,16064,7.77,,WD0858p160_a_2003_01_24T05_13_48_all.dat.gz,2452663.71791923977,wd0858+160_2452663_71791923977,610478649930041856,84.77084,610478649930041856,15869.32,392.47,7.933904,0.035106
WD0858+160,610478649930041856,16064,7.77,,WD0858p160_b_2003_02_19T02_17_21_all.dat.gz,2452689.59538258985,wd0858+160_2452689_59538258985,610478649930041856,84.77084,610478649930041856,15869.32,392.47,7.933904,0.035106
WD0859-039,5762406957886626816,23731,7.79,,WD0859m039_a_2001_12_13T08_21_50_all.dat.gz,2452256.84850117983,wd0902-041j_2452256_84850117983,5762406957886626816,37.87966,5762406957886626816,23798.24,478.33,7.873213,0.027145
WD0859-039,5762406957886626816,23731,7.79,,WD0859m039_b_2001_12_18T07_46_58_all.dat.gz,2452261.82428323012,wd0902-041j_2452261_82428323012,5762406957886626816,37.87966,5762406957886626816,23798.24,478.33,7.873213,0.027145
WD0859-039,5762406957886626816,23731,7.79,,WD0859m039_b_2001_12_28T08_15_28_all.dat.gz,2452271.84407754987,wd0902-041j_2452271_84407754987,5762406957886626816,37.87966,5762406957886626816,23798.24,478.33,7.873213,0.027145
WD0908+171,607984785759304192,17640,7.83,,WD0908p171_a_2002_02_24T04_26_24_all.dat.gz,2452329.68500034977,wd0908+171_2452329_68500034977,607984785759304192,103.02582,607984785759304192,17103.41,408.95,7.931547,0.036539
WD0908+171,607984785759304192,17640,7.83,,WD0908p171_b_2002_12_27T08_22_33_all.dat.gz,2452635.84899635008,wd0908+171_2452635_84899635008,607984785759304192,103.02582,607984785759304192,17103.41,408.95,7.931547,0.036539
WD0911-076,5744058376561655168,18175,7.85,,WD0911m076_a_2000_04_23T01_48_25_all.dat.gz,2451657.5752962702,wd0911-076_2451657_5752962702,5744058376561655168,115.59559,5744058376561655168,17420.62,449.9,7.877584,0.040327
WD0911-076,5744058376561655168,18175,7.85,,WD0911m076_b_2000_04_26T02_56_49_all.dat.gz,2451660.6227900302,wd0911-076_2451660_6227900302,5744058376561655168,115.59559,5744058376561655168,17420.62,449.9,7.877584,0.040327
WD0916+064,585877867532382592,43048,7.37,,WD0916p064_a_2001_04_09T02_31_05_all.dat.gz,2452008.60492772982,wd0916+064_2452008_60492772982,585877867532382592,265.1634,585877867532382592,40404.73,3483.38,7.53353,0.090313
WD0916+064,585877867532382592,43048,7.37,,WD0916p064_b_2001_05_04T01_41_11_all.dat.gz,2452033.57027467992,wd0916+064_2452033_57027467992,585877867532382592,265.1634,585877867532382592,40404.73,3483.38,7.53353,0.090313
WD0916+064,585877867532382592,43048,7.37,,WD0916p064_b_2001_05_04T01_56_22_all.dat.gz,2452033.58081773017,wd0916+064_2452033_58081773017,585877867532382592,265.1634,585877867532382592,40404.73,3483.38,7.53353,0.090313
WD0922+183,632366829767058816,24532,8.16,,WD0922p183_a_2002_02_24T04_08_07_all.dat.gz,2452329.67231134977,wd0922+183_2452329_67231134977,632366829767058816,126.09061,632366829767058816,24497.36,705.39,8.274489,0.047106
WD0922+183,632366829767058816,24532,8.16,,WD0922p183_b_2002_12_28T08_02_03_all.dat.gz,2452636.83476353018,wd0922+183_2452636_83476353018,632366829767058816,126.09061,632366829767058816,24497.36,705.39,8.274489,0.047106
WD0928-713,5219215228420645248,8401,7.84,,WD0928m713_a_2001_05_15T00_02_02_all.dat.gz,2452044.5014168499,wd0928-713_2452044_5014168499,5219215228420645248,25.526905,5219215228420645248,8439.83,71.26,8.168796,0.019829
WD0928-713,5219215228420645248,8401,7.84,,WD0928m713_b_2001_12_15T05_45_52_all.dat.gz,2452258.74019662011,wd0928-713_2452258_74019662011,5219215228420645248,25.526905,5219215228420645248,8439.83,71.26,8.168796,0.019829
WD0928-713,5219215228420645248,8401,7.84,,WD0928m713_b_2001_12_15T06_22_13_all.dat.gz,2452258.76543253008,wd0928-713_2452258_76543253008,5219215228420645248,25.526905,5219215228420645248,8439.83,71.26,8.168796,0.019829
WD0928-713,5219215228420645248,8401,7.84,,WD0928m713_b_2002_04_23T02_35_46_all.dat.gz,2452387.60817465,wd0928-713_2452387_60817465,5219215228420645248,25.526905,5219215228420645248,8439.83,71.26,8.168796,0.019829
WD0937-103,5740410334419524864,17562,8.5,,WD0937m103_a_2002_02_17T06_06_56_all.dat.gz,2452322.75481565017,wd0937-103_2452322_75481565017,5740410334419524864,58.8134,5740410334419524864,17159.4,423.82,8.634805,0.026905
WD0937-103,5740410334419524864,17562,8.5,,WD0937m103_b_2002_02_22T04_16_08_all.dat.gz,2452327.67787786014,wd0937-103_2452327_67787786014,5740410334419524864,58.8134,5740410334419524864,17159.4,423.82,8.634805,0.026905
WD0939-153,5685624040829463552,13900,7.77,,WD0939m153_a_2000_04_23T02_04_22_all.dat.gz,2451657.58636592003,wd0939-153_2451657_58636592003,5685624040829463552,84.45427,5685624040829463552,13702.02,262.07,7.898707,0.029214
WD0939-153,5685624040829463552,13900,7.77,,WD0939m153_b_2000_04_26T03_11_04_all.dat.gz,2451660.63269296987,wd0939-153_2451660_63269296987,5685624040829463552,84.45427,5685624040829463552,13702.02,262.07,7.898707,0.029214
WD0950+077,3853660510143027200,15623,7.89,,WD0950p077_a_2001_04_10T01_47_27_all.dat.gz,2452009.57462726021,wd0950+077_2452009_57462726021,3853660510143027200,84.662285,3853660510143027200,15255.89,313.74,7.982528,0.031035
WD0950+077,3853660510143027200,15623,7.89,,WD0950p077_b_2002_03_23T03_34_44_all.dat.gz,2452356.64912354015,wd0950+077_2452356_64912354015,3853660510143027200,84.662285,3853660510143027200,15255.89,313.74,7.982528,0.031035
WD0951-155,5686109578292348032,17973,7.83,,WD0951m155_a_2000_04_23T02_19_35_all.dat.gz,2451657.59693888016,wd0951-155_2451657_59693888016,5686109578292348032,110.46661,5686109578292348032,17280.42,486.73,7.875927,0.045437
WD0951-155,5686109578292348032,17973,7.83,,WD0951m155_b_2000_04_26T03_24_58_all.dat.gz,2451660.64234548993,wd0951-155_2451660_64234548993,5686109578292348032,110.46661,5686109578292348032,17280.42,486.73,7.875927,0.045437
WD0954+134,614972658894818688,16462,7.68,,WD0954p134_a_2002_02_23T04_14_35_all.dat.gz,2452328.6767965802,wd0954+134_2452328_6767965802,614972658894818688,160.64061,614972658894818688,14335.38,614.97,7.76218,0.071408
WD0954+134,614972658894818688,16462,7.68,,WD0954p134_b_2002_02_24T04_59_09_all.dat.gz,2452329.70775240008,wd0954+134_2452329_70775240008,614972658894818688,160.64061,614972658894818688,14335.38,614.97,7.76218,0.071408
WD0955+247,642685200933153408,8456,7.75,,WD0955p247_a_2001_12_17T08_19_58_all.dat.gz,2452260.84720443003,wd0955+247_2452260_84720443003,642685200933153408,27.538052,642685200933153408,8487.98,74.09,8.053501,0.022044
WD0955+247,642685200933153408,8456,7.75,,WD0955p247_b_2001_12_29T08_21_26_all.dat.gz,2452272.84821827011,wd0955+247_2452272_84821827011,642685200933153408,27.538052,642685200933153408,8487.98,74.09,8.053501,0.022044
WD0956+020,3834721387994870784,16495,7.81,,WD0956p020_a_2000_04_23T02_34_43_all.dat.gz,2451657.6074483199,wd0956+020_2451657_6074483199,3834721387994870784,85.497635,3834721387994870784,16550.02,414.3,7.922109,0.038224
WD0956+020,3834721387994870784,16495,7.81,,WD0956p020_b_2000_04_26T03_47_53_all.dat.gz,2451660.65826001018,wd0956+020_2451660_65826001018,3834721387994870784,85.497635,3834721387994870784,16550.02,414.3,7.922109,0.038224
WD0956+045,3849176633005242624,18228,7.78,,WD0956p045_a_2001_01_15T04_20_52_all.dat.gz,2451924.68116327003,wd0956+045_2451924_68116327003,3849176633005242624,109.21714,3849176633005242624,16808.53,592.69,7.733616,0.048719
WD0956+045,3849176633005242624,18228,7.78,,WD0956p045_b_2001_01_15T04_55_19_all.dat.gz,2451924.70509159006,wd0956+045_2451924_70509159006,3849176633005242624,109.21714,3849176633005242624,16808.53,592.69,7.733616,0.048719
WD0956+045,3849176633005242624,18228,7.78,,WD0956p045_b_2001_02_04T06_41_37_all.dat.gz,2451944.77890986018,wd0956+045_2451944_77890986018,3849176633005242624,109.21714,3849176633005242624,16808.53,592.69,7.733616,0.048719
WD0956+045,3849176633005242624,18228,7.78,,WD0956p045_b_2001_02_06T03_44_55_all.dat.gz,2451946.65619463986,wd0956+045_2451946_65619463986,3849176633005242624,109.21714,3849176633005242624,16808.53,592.69,7.733616,0.048719
WD1000-001,3833194887898568320,20253,7.8,,WD1000m001_a_2001_04_10T02_20_14_all.dat.gz,2452009.59739169013,wd1000-001_2452009_59739169013,3833194887898568320,116.87476,3833194887898568320,19111.5,651.77,7.901779,0.051002
WD1000-001,3833194887898568320,20253,7.8,,WD1000m001_b_2001_05_04T02_18_04_all.dat.gz,2452033.59588458017,wd1000-001_2452033_59588458017,3833194887898568320,116.87476,3833194887898568320,19111.5,651.77,7.901779,0.051002
WD1003-023,3829366074878263168,20614,7.89,,WD1003m023_a_2001_01_15T04_40_06_all.dat.gz,2451924.69452102017,wd1003-023_2451924_69452102017,3829366074878263168,82.19261,3829366074878263168,19443.13,567.16,7.908546,0.040236
WD1003-023,3829366074878263168,20614,7.89,,WD1003m023_b_2001_02_06T03_59_47_all.dat.gz,2451946.66651646979,wd1003-023_2451946_66651646979,3829366074878263168,82.19261,3829366074878263168,19443.13,567.16,7.908546,0.040236
WD1010+043,3860744010725801856,28617,7.9,,WD1010p043_a_2002_02_23T04_31_00_all.dat.gz,2452328.68820264982,wd1010+043_2452328_68820264982,3860744010725801856,196.18658,3860744010725801856,31032.85,2514.16,8.154317,0.126015
WD1010+043,3860744010725801856,28617,7.9,,WD1010p043_b_2002_02_24T05_15_10_all.dat.gz,2452329.71887311991,wd1010+043_2452329_71887311991,3860744010725801856,196.18658,3860744010725801856,31032.85,2514.16,8.154317,0.126015
WD1013-010,3830623164560911872,8080,7.32,,WD1013m010_a_2003_01_24T06_54_02_all.dat.gz,2452663.78752679983,wd1013-010_2452663_78752679983,3830623164560911872,46.178997,3830623164560911872,7766.48,65.72,7.253437,0.023331
WD1013-010,3830623164560911872,8080,7.32,,WD1013m010_b_2003_02_14T04_45_20_all.dat.gz,2452684.69814909995,wd1013-010_2452684_69814909995,3830623164560911872,46.178997,3830623164560911872,7766.48,65.72,7.253437,0.023331
WD1015-216,5666295485406677632,30937,7.89,,WD1015m216_a_2000_04_21T04_06_51_all.dat.gz,2451655.67143213004,wd1015-216_2451655_67143213004,5666295485406677632,149.72067,5666295485406677632,31191.15,1235.93,7.929767,0.062815
WD1015-216,5666295485406677632,30937,7.89,,WD1015m216_b_2000_05_16T23_51_09_all.dat.gz,2451681.49386395002,wd1015-216_2451681_49386395002,5666295485406677632,149.72067,5666295485406677632,31191.15,1235.93,7.929767,0.062815
WD1015+076,3875365174618907264,27375,7.73,,WD1015p076_a_2001_01_15T05_14_33_all.dat.gz,2451924.71844041999,wd1015+076_2451924_71844041999,3875365174618907264,194.4918,3875365174618907264,29117.8,9280.41,8.061691,0.507407
WD1015+076,3875365174618907264,27375,7.73,,WD1015p076_a_2001_01_15T05_44_05_all.dat.gz,2451924.73895419016,wd1015+076_2451924_73895419016,3875365174618907264,194.4918,3875365174618907264,29117.8,9280.41,8.061691,0.507407
