filename,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi,vstark,e_vstark
WD2312m356_b_2001_09_20T05_57_02_all.dat.gz,62.28097330135647,4.435238204680232,14009.23460594095,7.999999712647186,3.672401572342331,-106.39493704512913,11.982581112250614,11527.31365131871,8.999999802328233,23.08200083370908,168.67591034648558,12.777072749418007
WD1422p095_b_2000_07_17T01_14_40_all.dat.gz,47.03195734742403,3.442086500370241,13213.370561086527,8.203143320696679,2.229713677030289,19.69167591158595,3.6105668978827135,12000.01982455896,7.4595529104895375,7.492973323561043,27.340281435838083,4.988401828252958
WD2159m414_b_2000_06_13T08_14_57_all.dat.gz,8.07132195848617,14.609898649402156,7691.390158157157,8.999999474418647,1.0014396184265195,108.73088743766075,44.64282315036119,62023.12908270651,7.000000000002572,1.159011564690836,-100.6595654791746,46.97266010542971
WD1350m090_a_2000_07_14T01_10_22_all.dat.gz,54.64871391167015,4.292794043216929,9537.280737443962,8.472286853005086,2.613757609301429,85.13756687969943,8.135033860090545,11000.00534621312,8.979767063263331,7.265668969347004,-30.488852968029285,9.19819855201541
WD2312m356_a_2001_09_02T01_05_10_all.dat.gz,48.34504849649418,6.253377177953617,12500.009239390043,7.107167664117562,3.7447981111898256,67.79220215404762,11.92453642577946,25000.491212197645,7.76427934561047,14.031952320089587,-19.44715365755344,13.464742667407066
HE2159m1649_a_2000_12_07T00_28_14_all.dat.gz,59.50770955945079,7.718962704327108,12776.186826926252,8.863912841263957,1.3441547709010515,19.048416165722955,11.747846037459109,19999.987677470683,7.852538040132146,3.509098262603428,40.45929339372783,14.056822960777325
HS1102p0934_a_2002_02_25T06_25_59_all.dat.gz,176.0045567804231,10.66233104368851,12254.760845128,7.700930496448628,2.0495967226712155,69.00233949287862,27.36563861618416,26376.848206389142,7.79153653936471,11.069681091532644,107.00221728754448,29.36943104925244
EC13123m2523_b_2000_04_25T05_27_39_all.dat.gz,-907.2805993543092,,9999.999914375096,7.000096085517815,9547.032131409582,-550.6828451146662,0.6514394263951431,29999.81438203786,7.000020057772702,4673.617773700524,-356.5977542396429,
HS2132p0941_c_2001_08_24T02_25_19_all.dat.gz,29.35726624724017,4.871478348594366,13499.81324771514,7.701569458605186,2.823451342259001,0.3795965827975498,5.658468706424275,15004.35552716688,7.000000000038714,7.192943428378973,28.977669664442622,7.466563426530742
WD1932m136_a_2000_05_23T09_52_28_all.dat.gz,0.2329565234011082,5.799433566263499,12371.272246209226,8.401302215174658,2.2094598926239413,-30.99709978419365,9.342700764422151,13859.611619154184,8.0674877222271,5.722167883179207,31.23005630759476,10.9963397211544
WD1000m001_b_2001_05_04T02_18_04_all.dat.gz,74.40492704140625,14.248686528445596,11704.165627151504,7.769440035179075,2.076705368672489,294.2635548318399,9.126882166155497,6499.874967503863,7.000764679968286,8.361507097885928,-219.8586277904336,16.92114197862527
WD2311m260_b_2000_07_12T05_38_22_all.dat.gz,50.43019042488413,18.83767272452517,7883.685924691321,8.99999995592607,1.934299312977187,202.1844194223677,75.98319795671168,76939.67337695912,7.000564539894441,2.3981561764662764,-151.75422899748358,78.28348667123325
HE0222m2336_a_2002_09_20T06_12_49_all.dat.gz,-4.913255162970902,12.605630044205816,9145.650955337002,8.999999971882037,1.2631869564369074,294.4131739280529,15.190092730106414,25354.69976468578,7.573835901083197,3.502705332158592,-299.32642909102384,19.739321821192743
WD1305m017_b_2003_02_14T06_23_35_all.dat.gz,-14.053148213037028,,128996.14340268644,8.999999584649894,51.55093499292409,-1562.2983435889937,1673.452789927194,101206.09962896716,8.999999999972589,1.9397353348310216,1548.2451953759569,
HE2230m1230_a_2001_06_19T09_42_28_all.dat.gz,4.333394909485063,6.685459668859962,12379.40129052199,8.96594663993537,1.5182854553085838,-36.20176952593085,14.574233906559265,12331.218520432549,8.98277344397826,3.808982274106168,40.53516443541592,16.034452436770483
HS0929p0839_b_2003_02_20T01_13_19_all.dat.gz,174.1336838073394,8.424176230370662,12499.95595352503,7.167425416666281,4.680118345237742,244.1957833198488,0.4612636924184556,6999.8775164092085,7.065064075334436,340.30287158463017,-70.0620995125094,8.436794969316582
WD0033p016_b_2002_09_26T07_57_22_all.dat.gz,86.30714626945299,5.453441545825719,11113.903230248425,8.999999999265357,2.3734211397170863,69.0694958238609,4.769055625180897,9216.504004065608,8.984638471930772,6.36767484895298,17.23765044559208,7.24457840386917
WD1026p023_a_2001_04_10T05_06_36_all.dat.gz,52.29782685714479,3.235705341041431,12481.137922561678,8.270920596904803,2.358436710481989,49.74419088698132,4.263938568665168,12524.199495211751,7.850077929253455,7.49855750337757,2.553635970163469,5.352659261656247
WD2159m414_a_2000_06_10T09_25_47_all.dat.gz,-25.33734588633117,15.053458073163313,7696.529685295819,8.999999986060585,3.8273289089800415,-95.8611343167094,46.49525540594137,63746.96385967018,7.000000000001309,1.0940370872361902,70.52378843037823,48.87141675073688
MCT2345m3940_a_2000_09_15T02_36_21_all.dat.gz,48.86913372237464,8.797325598348706,12937.875135686045,8.642160219122811,1.6062987377325024,-31.41800889817173,13.61743996367134,13761.359370074237,8.205513915048632,4.159510711361024,80.28714262054638,16.211958822041055
HE1117m0222_b_2000_05_17T01_54_06_all.dat.gz,111.64541694747932,7.988938493633107,12810.704490755505,7.96011776642816,3.2099823266615086,66.25730288512678,5.8473512234577285,6999.908434422003,8.095518380652162,6.907578255539492,45.38811406235256,9.900235077286066
