wavl,flux,ivar
3290.9777234895214,0.0,4059034272034033.0
3291.017733659168,0.0,4059034272034033.0
3291.0577438288383,0.0,4059034272034033.0
3291.1077565409573,16.5578,14.805306439247847
3291.1477667106788,10.5682,36.34298450362634
3291.1877768804234,9.3153,46.77663032901921
3291.2277870501907,14.372,19.651162219732925
3291.267797219981,12.8866,24.442518602877445
3291.3078073897937,16.9678,14.098457324667693
3291.34781755963,14.3288,19.76983368856461
3291.387827729489,15.7895,16.281181136001052
3291.437840441844,12.4563,26.160409016893837
3291.4778506117555,12.9051,24.372490095546702
3291.5178607816883,13.2551,23.102375351591988
3291.557870951645,14.3607,19.682100193928964
3291.597881121625,17.5775,13.137370728994004
3291.637891291626,13.1192,23.58348303781028
3291.677901461651,14.7101,18.75821066945461
3291.717911631699,14.2668,19.942036700047986
3291.7579218017704,18.4863,11.877435429182027
3291.8079345143906,18.2979,12.123280988640966
3291.8479446845126,15.8127,16.233441498201806
3291.8879548546583,15.2979,17.344389830280097
3291.927965024826,11.2541,32.04801250615422
3291.9679751950175,17.3743,13.44646221919941
3292.0079853652314,14.2149,20.08792320786502
3292.0479955354676,12.7624,24.92056852218777
3292.0980082482965,16.017,15.821961116403235
3292.1380184185846,21.4963,8.78405909774617
3292.178028588896,14.5687,19.124102287682856
3292.21803875923,15.4185,17.074123235288976
3292.2580489295874,14.586,19.078764190427712
3292.2980590999673,14.6579,18.89205277028561
3292.3380692703695,12.7462,24.98395521491759
3292.3780794407953,15.9869,15.881596108934362
3292.428092153859,14.0405,20.590055094538776
3292.4681023243365,12.8186,24.702531343493717
3292.508112494837,13.835,21.206272047758198
3292.5481226653596,13.7033,21.615850279919705
3292.5881328359055,14.4605,19.411363332966697
3292.6281430064737,12.9779,24.09982031160772
3292.6681531770646,14.4911,19.32947023545244
3292.7081633476796,14.2791,19.907695405532497
3292.748173518318,16.4761,14.952500552743205
3292.7981862316456,14.5736,19.111244470629206
3292.8381964023342,15.1881,17.596073412699067
3292.878206573046,14.9064,18.26741596155872
3292.9182167437802,14.7155,18.74444617008339
