,filename,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi,vstark,e_vstark
0,WD1625p093_a_2000_06_10T05_37_54_all.dat.gz,287.49195190976366,8.44954360671079,128997.01541742776,7.000000014801864,3.195288346011804,63.72130410555588,2.180295213812652,13000.228842792128,8.999999997491605,5.436917133507475,223.77064780420778,8.726309321877237
0,WD2018m233_a_2001_05_04T09_37_43_all.dat.gz,-25.286883884271745,3.8894341227517284,14499.930747327826,7.960459110943484,3.124836914847127,-42.79315849758765,2.2934555046463316,13616.054985077446,7.891143888464579,4.429118582236059,17.506274613315902,4.5152669851314515
0,WD0621m376_a_2001_04_07T01_12_59_all.dat.gz,61.160648117063644,3.7201065825871957,63010.34699618004,7.565041356597694,1.495743652159115,50.58484378696427,2.7892618984496664,34053.319055259635,8.6760668473038,2.2343195567201772,10.575804330099373,4.649642451194675
0,WD2211m495_a_2000_07_14T04_35_56_all.dat.gz,22.884243175560428,2.82399837457079,66203.37320314432,7.270555454439894,5.746105754434424,18.33082483457204,2.669342807816939,34730.091980319885,8.801477355673331,4.096492343474712,4.553418340988387,3.885917889665514
0,WD2347m192_a_2000_09_15T03_09_51_all.dat.gz,47.165276493711865,8.117474712444213,25237.302547137064,8.248256936171636,2.6705261844329393,6.945564294556007,4.851588899411796,14407.744632134823,8.996828796963495,3.137737488110393,40.21971219915586,9.456812917472092
0,WD0058m044_b_2000_07_16T07_17_41_all.dat.gz,13.431645283415886,3.0206025571223067,13289.785378733168,8.424263678159674,3.5191187185563413,5.558697218565325,3.8923703020526124,15499.976492626714,8.603690716745765,6.884968009335175,7.8729480648505605,4.926924636768352
0,HE1307m0059_a_2000_07_14T00_10_34_all.dat.gz,78.98997857296662,5.213848111788195,14676.078197702196,8.461770411439495,2.8823925956903738,74.37005591987248,2.98351216596334,13500.063704638962,7.9131677373990765,4.983337082321642,4.619922653094136,6.007125517021314
0,WD0431p126_a_2003_01_19T03_51_36_all.dat.gz,63.803821841748146,3.4896136251763714,21664.012382514098,8.047604335032956,2.8639432871849175,95.32996277014493,2.1553910212038474,14738.473398514207,8.627191867811732,3.042894513808671,-31.526140928396785,4.101598920823774
0,WD1249p182_b_2002_02_24T07_29_11_all.dat.gz,7.629474082103045,3.0910456850250334,20491.58441889848,7.562955492917707,3.9719078604904765,-23.248813467827077,1.9450798794614688,14482.549754504233,8.262211864971226,3.2532965822437454,30.87828754993012,3.65210886535406
0,WD0205m365_b_2000_07_15T07_10_55_all.dat.gz,-17.61661969164939,33.1428350758791,78700.51100903595,8.034554623617698,2.3279828701665575,27.63937477625273,23.63652933313454,38883.1635540319,8.34344491276446,2.429211707586052,-45.25599446790212,40.707898935993384
0,WD1531p184_a_2002_06_18T01_44_31_all.dat.gz,3284.998974190259,2.183377171491884,15499.987865985291,7.0000001062932204,522.5250494419117,39.268418987167955,1.77979265245175,9161.614472942038,8.681055797576736,13.274038335276757,3245.730555203091,2.8168773062938213
0,HS1305p0029_a_2001_06_20T01_30_25_all.dat.gz,1220.539659545719,,128985.33181382614,7.000000004350287,265.6705515602739,89.34560730548584,2.759334725100331,10225.91331660292,8.802119218998088,11.155905452125959,1131.194052240233,
0,WD1952m206_a_2000_07_06T05_09_29_all.dat.gz,28.431903452167035,2.5824080371863953,13759.502140586124,7.902149417097313,2.6695582326094796,24.483774680994696,1.4788020170291478,13224.392502011273,7.643815658244482,5.069197476457471,3.948128771172339,2.9758505802701802
0,WD0510m418_b_2002_02_22T01_23_06_all.dat.gz,124.03736829352535,26.09837655525748,52248.26920579066,8.13518164720836,2.2798409048709,67.98261308476512,23.848073339731165,42527.78580280349,7.8254246159138985,1.9413818783915315,56.05475520876023,35.353300564971434
0,WD0243p155_a_2002_09_20T09_08_25_all.dat.gz,-31.69909693585577,5.060836223762836,14045.850471186404,8.441286955576391,3.180371963919551,3.1781688527218344,3.3183036982486143,13499.966515290564,8.528064564278878,4.957444274598491,-34.8772657885776,6.051710726526881
0,WD1233m164_a_2003_01_18T07_23_54_all.dat.gz,5.701046394381923,3.2614829301459425,25013.837527125685,8.464386477234282,4.505227965549786,23.45539939560018,1.992257639762208,15714.418206055792,8.999999991649284,3.00810843339715,-17.754353001218256,3.8218269723816967
0,WD2318m226_a_2000_08_06T03_49_56_all.dat.gz,3117.7782896763147,1.0588697769278497,14999.854701618682,7.000000005212454,1692.6149592578686,396.66690552138937,4.388077686243889,15369.877947438585,8.999999998665144,12.140179696868744,2721.1113841549254,4.514026028392255
0,HS0940p1129_a_2003_01_24T05_41_48_all.dat.gz,-744.8900260821217,0.3071785937912068,9894.58920600022,7.000002515582322,81.67838402102656,44.699987395109844,2.429220538968039,12500.000937861905,7.089839196189282,9.436671601810227,-789.5900134772315,2.448565113577279
0,WD0110m139_b_2000_07_16T07_03_55_all.dat.gz,39.35428159884683,4.916766895720638,25194.230750571285,7.9039084033310605,3.249664735851986,14.823742679065235,2.8990346478132443,13499.83609152832,8.929169852632764,5.334415467866362,24.5305389197816,5.7078015554218435
0,WD0255m705_b_2000_08_05T08_51_11_all.dat.gz,73.38306068755597,1.8616430381804108,12372.57020587839,8.770227733458489,3.4271927232691937,78.21617961943377,0.8672127303673349,9325.791938463404,8.587117257167932,5.52337250334614,-4.833118931877806,2.0537216757186836
