,filename,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi,vstark,e_vstark
0,WD1625p093_a_2000_06_10T05_37_54_all.dat.gz,105.72673240261234,25.788591026841296,84983.39705391803,8.012973426455789,3.0274373469094766,63.72130410555588,2.180295213812652,13000.228842792128,8.999999997491605,5.436917133507475,42.00542829705646,25.880593392908395
0,WD2018m233_a_2001_05_04T09_37_43_all.dat.gz,-27.18366293921661,3.3217813472273168,15086.804565698714,7.9280458671509,3.374120366569834,-42.79315849758765,2.2934555046463316,13616.054985077446,7.891143888464579,4.429118582236059,15.609495558371037,4.036603704920745
0,WD0621m376_a_2001_04_07T01_12_59_all.dat.gz,58.42355390385018,3.0924313269867625,63433.76266662646,7.281637019419002,1.5376031695601962,50.58484378696427,2.7892618984496664,34053.319055259635,8.6760668473038,2.2343195567201772,7.838710116885906,4.164506387349183
0,WD2211m495_a_2000_07_14T04_35_56_all.dat.gz,24.493960586674028,2.541214938450125,66671.2898728111,7.193758160551088,4.51749689508041,18.33082483457204,2.669342807816939,34730.091980319885,8.801477355673331,4.096492343474712,6.1631357521019865,3.6855344780704593
0,WD2347m192_a_2000_09_15T03_09_51_all.dat.gz,66.82277591741011,7.105709870666164,25877.78859432625,8.126541960684378,2.3463353353518626,6.945564294556007,4.851588899411796,14407.744632134823,8.996828796963495,3.137737488110393,59.877211622854105,8.60401229746787
0,WD0058m044_b_2000_07_16T07_17_41_all.dat.gz,12.661555811957992,2.69081545639206,13646.127724986143,8.447754823149875,3.0253099328729047,5.558697218565325,3.8923703020526124,15499.976492626714,8.603690716745765,6.884968009335175,7.102858593392667,4.731916566113519
0,HE1307m0059_a_2000_07_14T00_10_34_all.dat.gz,24.059638578714896,3.069117827038955,9429.755273897965,7.000000102558015,7.317209625065696,74.37005591987248,2.98351216596334,13500.063704638962,7.9131677373990765,4.983337082321642,-50.31041734115759,4.2802837617031395
0,WD0431p126_a_2003_01_19T03_51_36_all.dat.gz,66.3879036322356,3.1731694232457137,16810.69767291457,8.999999999993875,2.580296882057138,95.32996277014493,2.1553910212038474,14738.473398514207,8.627191867811732,3.042894513808671,-28.942059137909325,3.8359763610986577
0,WD1249p182_b_2002_02_24T07_29_11_all.dat.gz,-7.6637804686355455,3.0476038582887246,16295.944405379027,8.94763784472003,3.3525569907037402,-23.248813467827077,1.9450798794614688,14482.549754504233,8.262211864971226,3.2532965822437454,15.585032999191531,3.615414915959462
0,WD0205m365_b_2000_07_15T07_10_55_all.dat.gz,51.5438008471953,28.459817820347933,74506.94702483897,8.164316050987109,2.272742636373643,27.63937477625273,23.63652933313454,38883.1635540319,8.34344491276446,2.429211707586052,23.90442607094257,36.995226033686066
0,WD1531p184_a_2002_06_18T01_44_31_all.dat.gz,398.55250026946953,,127300.26870773343,7.499953109842444,472.0878394819164,39.268418987167955,1.77979265245175,9161.614472942038,8.681055797576736,13.274038335276757,359.2840812823016,
0,HS1305p0029_a_2001_06_20T01_30_25_all.dat.gz,-53.25262016004677,,9620.317550279116,7.000000000284212,48.72885460450331,89.34560730548584,2.759334725100331,10225.91331660292,8.802119218998088,11.155905452125959,-142.5982274655326,
0,WD1952m206_a_2000_07_06T05_09_29_all.dat.gz,32.77659398942378,2.2191293070566704,13999.9626134969,7.845086300147075,2.395706976792619,24.483774680994696,1.4788020170291478,13224.392502011273,7.643815658244482,5.069197476457471,8.292819308429085,2.666719011633452
0,WD0510m418_b_2002_02_22T01_23_06_all.dat.gz,111.19747189762704,22.49878247372947,49529.10186267927,8.41798801491528,2.1496187400866766,67.98261308476512,23.848073339731165,42527.78580280349,7.8254246159138985,1.9413818783915315,43.21485881286192,32.78606128856274
0,WD0243p155_a_2002_09_20T09_08_25_all.dat.gz,-16.2373357665051,4.470928211775704,14501.009239142484,8.366229764217962,2.729032204322397,3.1781688527218344,3.3183036982486143,13499.966515290564,8.528064564278878,4.957444274598491,-19.415504619226937,5.567794761722304
0,WD1233m164_a_2003_01_18T07_23_54_all.dat.gz,14.85874099951402,2.8194892613911255,25344.731864659083,8.382163753555792,3.893866120120349,23.45539939560018,1.992257639762208,15714.418206055792,8.999999991649284,3.00810843339715,-8.59665839608616,3.4523340218308483
0,WD2318m226_a_2000_08_06T03_49_56_all.dat.gz,-3822.234336676281,,128649.45251654778,7.999833086297094,1526.4445143353892,396.66690552138937,4.388077686243889,15369.877947438585,8.999999998665144,12.140179696868744,-4218.90124219767,
0,HS0940p1129_a_2003_01_24T05_41_48_all.dat.gz,-749.9730880096151,0.31056879795835357,9581.658649276167,7.000000000095748,55.893177978014684,44.699987395109844,2.429220538968039,12500.000937861905,7.089839196189282,9.436671601810227,-794.673075404725,2.448992732780044
0,WD0110m139_b_2000_07_16T07_03_55_all.dat.gz,65.88341523059263,4.091305745426055,25632.301971851713,7.499977256821164,6.503420487921867,14.823742679065235,2.8990346478132443,13499.83609152832,8.929169852632764,5.334415467866362,51.0596725515274,5.01429801585206
0,WD0255m705_b_2000_08_05T08_51_11_all.dat.gz,61.2410257839176,1.3503719176158775,10225.513054065745,8.056084327599894,2.9708705852790986,78.21617961943377,0.8672127303673349,9325.791938463404,8.587117257167932,5.52337250334614,-16.975153835516174,1.6048558301594416
0,WD2321m549_a_2001_10_30T05_25_50_all.dat.gz,29.07293283670804,16.82237525777451,43196.1766708739,7.808185054305726,1.9755648976336402,-53.07533472397238,22.237657584699733,33954.300463523585,8.655411384725063,2.3900574449906777,82.14826756068042,27.88378963067498
0,HE2220m0633_b_2001_08_23T02_52_16_all.dat.gz,8.125994991253155,2.753065069516089,12820.641756250861,8.137005777119132,4.76989438811398,29.839127908755636,2.1319894380967135,13046.596464517383,8.24037941583528,5.542587727720207,-21.71313291750248,3.4820606314574087
0,HS0820p2503_b_2003_02_18T02_42_44_all.dat.gz,24.94057170302305,7.850281130696555,30732.04644078823,7.000000088638703,5.044188946676798,70.35534840037295,7.632454138666112,20036.687652454333,8.999999911061394,4.802968611329623,-45.41477669734989,10.949030551140675
0,WD1017m138_b_2003_01_17T05_10_26_all.dat.gz,-66.60570120345399,2.2266829407071995,8714.532273113446,8.999999998188121,8.01937198962943,36.239199077439196,3.77061481948121,30987.547316441316,8.14054421101099,1.9348114210418588,-102.84490028089319,4.3790013742093965
0,WD1845p019_b_2001_06_05T07_26_40_all.dat.gz,-34.79979146839625,1.7292753787880883,30042.176778642097,7.73894823428269,1.952520537769358,-38.574577191582385,1.5751287360022381,17574.65806574231,8.999999999985192,2.63892340130792,3.7747857231861346,2.339107494465078
0,HS0241p1411_a_2002_09_20T08_54_45_all.dat.gz,14.550209771192414,5.18298515628697,12664.927489246687,7.4999591220281445,3.876265122003382,-87.8977605645885,2.8207898773493696,9889.623445902875,7.178233778914369,13.088658837241518,102.44797033578091,5.90086355226485
