,filename,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi,vstark,e_vstark
0,WD1625p093_a_2000_06_10T05_37_54_all.dat.gz,20.151923764504982,21.153142586338642,74664.67450370395,8.78340526549051,3.104628680353884,63.72130410555588,2.180295213812652,13000.228842792128,8.999999997491605,5.436917133507475,-43.5693803410509,21.265209345250938
0,WD2018m233_a_2001_05_04T09_37_43_all.dat.gz,-31.481099454754816,3.471429254426603,15168.722271769435,7.922644521516324,3.5930884652732487,-42.79315849758765,2.2934555046463316,13616.054985077446,7.891143888464579,4.429118582236059,11.312059042832832,4.160620052381784
0,WD0621m376_a_2001_04_07T01_12_59_all.dat.gz,57.58897093101015,3.1796148362291916,63206.899171265766,7.315651694607327,1.5322164118031332,50.58484378696427,2.7892618984496664,34053.319055259635,8.6760668473038,2.2343195567201772,7.004127144045881,4.229649210621588
0,WD2211m495_a_2000_07_14T04_35_56_all.dat.gz,21.78514756932387,2.5935035552288763,66615.69679275462,7.196962157268601,4.833996084155443,18.33082483457204,2.669342807816939,34730.091980319885,8.801477355673331,4.096492343474712,3.454322734751827,3.7217807185040925
0,WD2347m192_a_2000_09_15T03_09_51_all.dat.gz,58.06732434828282,7.437803117045185,25694.206431490184,8.203818034849185,2.415872796078003,6.945564294556007,4.851588899411796,14407.744632134823,8.996828796963495,3.137737488110393,51.12176005372681,8.880249436633118
0,WD0058m044_b_2000_07_16T07_17_41_all.dat.gz,13.166792439471163,2.773907880126905,13548.783720809566,8.426169367973255,3.1756357711731886,5.558697218565325,3.8923703020526124,15499.976492626714,8.603690716745765,6.884968009335175,7.608095220905837,4.779656001819721
0,HE1307m0059_a_2000_07_14T00_10_34_all.dat.gz,11.34647578788597,3.183606775297031,9235.118130773706,7.000000004410889,7.795398896769196,74.37005591987248,2.98351216596334,13500.063704638962,7.9131677373990765,4.983337082321642,-63.02358013198651,4.36310634114829
0,WD0431p126_a_2003_01_19T03_51_36_all.dat.gz,68.74537390520466,3.142310568559509,21549.060533638934,8.095754412726295,2.5167339736638783,95.32996277014493,2.1553910212038474,14738.473398514207,8.627191867811732,3.042894513808671,-26.584588864940272,3.8104889664670267
0,WD1249p182_b_2002_02_24T07_29_11_all.dat.gz,-0.6891946556494497,2.9259079171798805,20133.001359498165,7.897123067990473,3.388687113253298,-23.248813467827077,1.9450798794614688,14482.549754504233,8.262211864971226,3.2532965822437454,22.55961881217763,3.5134417424089657
0,WD0205m365_b_2000_07_15T07_10_55_all.dat.gz,40.95261466167846,26.45597731173794,74516.28607023381,7.840195665550651,2.332109349304998,27.63937477625273,23.63652933313454,38883.1635540319,8.34344491276446,2.429211707586052,13.31323988542573,35.476812912595776
0,WD1531p184_a_2002_06_18T01_44_31_all.dat.gz,-1204.6317847054909,18.15615355151658,4749.798039626117,7.103239878998405,501.59452839974085,39.268418987167955,1.77979265245175,9161.614472942038,8.681055797576736,13.274038335276757,-1243.9002036926588,18.24317882585076
0,HS1305p0029_a_2001_06_20T01_30_25_all.dat.gz,1207.488413514496,,97659.64667608832,7.000000000030843,147.27560304527108,89.34560730548584,2.759334725100331,10225.91331660292,8.802119218998088,11.155905452125959,1118.1428062090101,
0,WD1952m206_a_2000_07_06T05_09_29_all.dat.gz,31.77454000780182,2.317068122707086,13974.486413706773,7.859337437670694,2.474794924514921,24.483774680994696,1.4788020170291478,13224.392502011273,7.643815658244482,5.069197476457471,7.290765326807126,2.7487560988263064
0,WD0510m418_b_2002_02_22T01_23_06_all.dat.gz,128.16633399201874,23.728371186239677,49651.50367675885,8.408135657197228,2.238417391691453,67.98261308476512,23.848073339731165,42527.78580280349,7.8254246159138985,1.9413818783915315,60.183720907253615,33.64173302862333
0,WD0243p155_a_2002_09_20T09_08_25_all.dat.gz,-20.24717427056546,4.628640446873367,14401.919765527604,8.346332093407435,2.8367040132629646,3.1781688527218344,3.3183036982486143,13499.966515290564,8.528064564278878,4.957444274598491,-23.425343123287295,5.6952130618829795
