,filename,radial_velocity,e_radial_velocity,redchi,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe
558,WD1619p123_a_2002_08_04T02_44_34_all.dat.gz,33.89684483930037,1.961756642340818,4.507882880584371,13781.88820786972,7.826074400882591,1662,1112,1.456985,134.423729,WD1619+123,245.51608333,12.225972222,1636148068921376768,Gaia DR3 4460086458999242368,4460086458999242368,1697140301,2016.0,245.51637907997,0.0214,12.22568893575,0.0188,17.9147,0.028,639.9226,92.217,63.662,0.026,-66.717,0.023,0.0903,-0.2403,0.3104,0.0295,-0.1246,0.0612,0.2945,-0.2405,0.0056,0.0737,363,0,363,0,1.9092,674.5553,0.154,8.2157,31,0,1.8,,,,,,,,42,21,0.037099,45,9,0,0.023,54.334,0,0,1.071,0.386,0.132,0.08,0.46,-131.057,-12.831,-21.489,-30.862,0,376,25812.84143,15.75474,1638.41711,14.657778,40,19694.73718,23.06414,853.91174,14.602667,39,9539.03951,12.85948,741.79053,14.799134,1.133,0.0,1.0,0.0,1.0,0,-0.196467,-0.055111,-0.141356,,,,,,,,,,,,,,,,,,,,,VARIABLE,26.91809156007,38.62144192815,241.03687926557,33.23591539263,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4460086458999242368,1.0,4460086458999242368,16976.93,326.45,7.868748,0.025622,17131.56,422.33,7.967397,0.039243
559,WD1614p160_a_2002_06_18T02_28_34_all.dat.gz,-22.46011690974552,1.7838840059177503,3.700960167341676,14272.108580444185,8.181051893234283,1654,1108,0.978135,-44.011473,WD1614+160,244.28645833,15.910694444,1636148068921376768,Gaia DR3 4465105351622152704,4465105351622152704,73419309,2016.0,244.28626202886,0.0289,15.91088985372,0.0272,12.087,0.0385,313.5504,58.52,-38.296,0.037,44.25,0.036,0.1776,-0.236,0.3055,0.0642,-0.2575,0.0546,0.3029,-0.1631,-0.2178,0.2335,330,0,330,0,1.3022,485.6057,0.156,3.6699,31,0,1.806,,,,,,,,38,20,0.057497,41,8,0,0.013,26.838,0,0,1.05,0.293,0.155,0.068,0.329,-117.962,-32.244,3.02,-28.205,0,352,11455.80729,7.92525,1445.48157,15.539803,41,8790.25668,17.741,495.47681,15.478539,37,4193.59889,11.11489,377.29562,15.691428,1.133,0.0,0.0,0.0,0.0,0,-0.21289,-0.061264,-0.151626,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,30.68980628989,41.19814569867,238.68703691086,36.59656286367,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4465105351622152704,0.98,4465105351622152704,17912.72,412.21,7.947568,0.032194,18287.97,554.8,8.070833,0.044743
560,WD2137m379_b_2000_05_22T09_34_37_all.dat.gz,-38.08666876029225,3.383247068412896,2.505331456788402,13362.172868711652,8.619986134280364,2349,1245,0.443737,68.130419,WD2137-379,325.07691667,-37.712833333,1636148068921376768,Gaia DR3 6585878288771383296,6585878288771383296,226728864,2016.0,325.07706126826,0.0413,-37.71278741903,0.0386,6.8565,0.0596,115.0985,29.397,28.44,0.047,7.439,0.045,0.4918,0.1796,-0.0431,-0.4065,-0.0084,-0.3779,-0.4948,0.0335,-0.0936,0.4576,444,0,442,2,-0.3437,533.5392,0.162,2.0538,31,0,1.826,,,,,,,,51,20,0.081358,52,20,0,0.086,41.129,0,0,0.988,0.107,0.491,0.221,0.562,66.51,-42.174,4.416,30.43,0,442,5622.22076,3.64687,1541.65576,16.312597,47,4434.52108,11.36953,390.03571,16.221426,47,1969.61955,8.09666,243.26323,16.51194,1.139,0.0,2.0,0.0,1.0,0,-0.290514,-0.091171,-0.199343,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,5.66066349812,-48.76541934149,314.55312923272,-22.40079432305,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6585878288771383296,1.0,6585878288771383296,21073.39,630.44,7.853675,0.048088,23097.75,1996.4,7.993678,0.044064
561,WD2058p181_a_2002_07_10T06_54_05_all.dat.gz,-64.47374108069751,1.9279183461171705,3.9205425264182674,14016.808046270206,8.217118840834038,2302,1221,1.978381,110.786992,WD2058+181,315.31875,18.348694444,1636148068921376768,Gaia DR3 1765090584946772736,1765090584946772736,1154022178,2016.0,315.31929129796,0.0259,18.34849941074,0.0247,15.1818,0.0335,453.8568,126.206,118.425,0.03,-43.628,0.029,0.1182,0.3244,-0.4092,-0.0985,0.0483,-0.1059,-0.4898,-0.2667,-0.0504,0.1735,331,0,329,2,1.3467,528.8327,0.158,5.8568,31,0,1.802,,,,,,,,38,20,0.046992,42,22,0,0.016,166.204,0,0,1.052,0.263,0.089,0.169,0.436,-57.124,-31.56,41.495,20.639,0,352,17016.43202,8.66345,1964.16296,15.110195,37,13092.92577,21.72047,602.79211,15.045951,36,6260.61418,9.95575,628.8443,15.256353,1.137,0.0,0.0,0.0,0.0,0,-0.210402,-0.064244,-0.146158,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,65.54585914153,-18.04940979909,324.17928886284,33.66241604979,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1765090584946772736,1.0,1765090584946772736,17857.68,366.99,7.987454,0.027495,18190.11,500.07,8.10706,0.039574
562,WD2349m283_b_2000_09_15T03_42_51_all.dat.gz,39.364128050291534,1.9360650854083872,5.0737635123996405,13999.758803172272,8.044099265203364,2518,1376,1.080519,144.631882,WD2349-283,358.09658333,-28.054444444,1636148068921376768,Gaia DR3 2334079090586541440,2334079090586541440,253285412,2016.0,358.09678019331,0.0335,-28.0546891964,0.0316,11.5316,0.0495,232.9342,65.691,36.998,0.042,-54.282,0.037,-0.1559,0.3097,0.1657,-0.148,-0.5082,0.0284,0.4995,-0.0124,-0.546,-0.0257,269,0,268,1,0.9614,388.6176,0.166,4.092,31,0,1.805,,,,,,,,31,15,0.060433,40,12,0,0.035,168.9,0,0,1.041,0.267,0.185,0.109,0.878,-59.387,2.087,46.154,16.35,0,340,12120.8237,8.97879,1349.93994,15.478537,39,9352.59558,28.09665,332.87225,15.411212,36,4416.0176,11.11192,397.4126,15.635319,1.136,0.0,0.0,0.0,0.0,0,-0.224107,-0.067325,-0.156782,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,25.47025652914,-76.89150847999,346.36384929949,-24.82489462198,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2334079090586541440,1.0,2334079090586541440,17793.94,434.41,7.844271,0.035695,18397.25,567.6,7.984095,0.046775
563,WD1614p136_a_2001_07_26T02_05_57_all.dat.gz,20.64660196552625,1.409986857698259,4.246377033942745,13948.93414998306,8.012318431447246,1650,1106,0.725158,-173.596431,WD1614+136,244.21791667,13.572472222,1636148068921376768,Gaia DR3 4463466804419970304,4463466804419970304,420870517,2016.0,244.21789355865,0.0252,13.57227204606,0.0245,7.104,0.0353,200.9635,46.772,-2.952,0.03,-46.679,0.03,0.0826,-0.1506,0.2009,-0.1419,-0.2602,-0.0783,0.2243,-0.2261,-0.1126,0.1053,324,0,324,0,-1.7507,466.5901,0.155,4.8103,31,0,1.833,,,,,,,,37,20,0.044455,43,9,0,0.033,49.124,0,0,0.93,0.268,0.134,0.057,0.491,-110.635,-31.579,-16.426,-30.017,0,344,15150.24035,10.15623,1491.71924,15.236318,40,12007.16616,14.09473,851.89044,15.139941,39,5286.97662,11.15924,473.77567,15.439877,1.142,0.0,0.0,0.0,1.0,0,-0.299935,-0.096376,-0.203559,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,27.81924104495,40.33361331071,239.21683489582,34.29715264568,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4463466804419970304,1.0,4463466804419970304,22386.85,529.05,7.341421,0.025779,25944.86,669.13,7.453493,0.02598
564,WD2020m425_a_2000_07_13T05_48_39_all.dat.gz,64.28862394388555,4.020622793269236,2.454277383944254,30722.39854254559,8.285074951010984,2260,1199,0.362836,-13.995421,WD2020-425,305.99795833,-42.407166667,1636148068921376768,Gaia DR3 6679362959252072832,6679362959252072832,753708231,2016.0,305.99792531825,0.0342,-42.4070688711,0.0254,10.1219,0.0471,214.6889,25.167,-3.362,0.042,24.941,0.036,-0.054,0.3903,-0.0036,-0.2308,-0.2457,-0.0233,0.1986,-0.3446,-0.2837,0.2003,299,0,294,5,0.9824,697.4726,0.243,15.8641,31,0,1.85,,,,,,,,34,18,0.062563,35,7,0,0.03,48.846,1,0,1.04,0.359,0.241,0.233,0.656,-38.497,-11.647,55.277,25.526,0,305,22007.99517,15.10705,1456.80261,14.830915,33,17814.76706,21.19824,840.38879,14.711592,33,7420.34934,12.67513,585.42566,15.071835,1.147,1.0,0.0,0.0,1.0,0,-0.360243,-0.119324,-0.240919,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,358.36017993886,-34.45365077339,297.99613873154,-22.40328940482,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6679362959252072832,1.0,6679362959252072832,24833.75,539.67,7.653595,0.003391,29434.76,791.71,7.759585,0.033435
565,WD1918p110_b_2000_05_24T08_57_55_all.dat.gz,31.867274915433452,3.169519880441648,5.729316801341302,12500.08507310254,8.698970350747684,2121,1168,1.755134,163.683765,WD1918+110,290.14666667,11.178972222,1636148068921376768,Gaia DR3 4309653752005719424,4309653752005719424,1784432056,2016.0,290.14680628691,0.0447,11.17850431983,0.0407,8.1889,0.0534,153.416,109.374,30.229,0.05,-105.113,0.043,-0.0014,-0.1716,0.1591,-0.3632,-0.1837,-0.3906,0.3036,0.0151,-0.0921,0.1261,379,0,379,0,0.0235,593.071,0.267,5.9124,95,0,,1.772,0.0105,-0.032,0.223,-0.065,-0.171,0.001,44,18,0.072271,46,46,0,0.034,0.189,0,0,1.0,0.374,0.276,0.469,0.561,-67.47,-25.61,-28.669,-44.741,0,375,6443.21264,6.02059,1070.19714,16.16461,46,5037.46218,9.35804,538.30341,16.083014,45,2334.53373,9.80653,238.05913,16.327394,1.144,0.0,1.0,0.0,1.0,0,-0.244381,-0.081596,-0.162785,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,46.19002096646,-1.28061324598,293.7508782306,32.97153042567,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4309653752005719424,1.0,4309653752005719424,19784.6,556.38,7.911275,0.043137,20504.39,718.83,8.046879,0.044667
566,WD2330m212_b_2002_09_30T02_06_04_all.dat.gz,-26.113945855943605,3.2904908207862054,3.234536798535101,13142.794310710353,8.772209195901397,2496,1358,0.659162,111.62204,WD2330-212,353.248,-20.953444444,1636148068921376768,Gaia DR3 2388953031573382784,2388953031573382784,1318672979,2016.0,353.24818226995,0.0628,-20.95351191317,0.0584,3.7987,0.0764,49.7483,43.91,40.475,0.074,-17.025,0.07,0.1113,0.325,-0.1034,-0.2421,-0.2632,-0.1824,-0.1877,0.0629,-0.2749,0.186,202,0,202,0,0.4984,251.6226,0.223,1.9695,31,0,1.846,,,,,,,,23,15,0.111465,25,12,0,0.066,68.351,0,0,1.024,0.292,0.196,0.423,0.816,-93.643,-19.099,-56.469,20.489,0,218,3941.61195,4.38838,898.19275,16.698183,21,3147.06297,23.77694,132.35779,16.593779,21,1356.27803,10.00822,135.51637,16.917025,1.143,0.0,3.0,0.0,1.0,0,-0.323246,-0.104404,-0.218842,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,47.73947969684,-71.08234007843,345.31816302426,-16.52463720358,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2388953031573382784,1.0,2388953031573382784,23479.48,1206.97,7.443702,0.069969,27783.33,1613.09,7.600356,0.095958
567,WD1501p032_b_2001_02_10T08_12_40_all.dat.gz,-46.61166315649412,2.3138078004045117,5.705518265326116,13475.811993241916,8.076136665131466,1562,1059,1.867293,-38.413386,WD1501+032,226.09933333,3.0423333333,1636148068921376768,Gaia DR3 1154004081179409920,1154004081179409920,622512486,2016.0,226.09901059543,0.0343,3.04273975379,0.0309,15.0065,0.0399,376.5029,112.446,-68.703,0.041,89.016,0.037,0.0081,-0.2295,0.1068,-0.0544,-0.2793,-0.0318,0.0452,-0.0521,0.0112,-0.1525,200,0,200,0,0.5484,251.0824,0.118,1.6148,31,0,1.779,,,,,,,,23,16,0.058815,23,8,0,0.033,50.85,0,0,1.026,0.329,0.136,0.358,0.843,-95.817,9.021,-14.321,-29.504,0,200,11387.84074,11.4126,997.83032,15.546264,22,8515.89019,22.51287,378.2677,15.512967,21,4351.44299,12.14983,358.14844,15.651312,1.13,0.0,0.0,0.0,0.0,0,-0.138345,-0.033297,-0.105048,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.5712143415,50.13246420954,222.70328910471,19.56710468746,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1154004081179409920,0.99,1154004081179409920,15063.72,297.76,8.067877,0.027111,14771.35,295.73,8.081554,0.035051
568,WD2007m219_a_2000_07_13T04_53_20_all.dat.gz,-24.7122249114504,0.7130490094392758,6.202121217366223,8773.724869271922,8.454566454358547,2238,1191,5.355425,162.186492,WD2007-219,302.573,-21.779388889,1636148068921376768,Gaia DR3 6853784501721502720,6853784501721502720,234240550,2016.0,302.57349007833,0.0183,-21.7808051858,0.0129,37.1593,0.0208,1782.9785,334.438,101.155,0.023,-318.774,0.015,0.2216,0.087,-0.3069,-0.0974,-0.1875,-0.0386,0.2116,-0.304,-0.2463,0.2595,323,0,323,0,-1.7985,339.1529,0.0,0.0,31,0,1.711,,,,,,,,37,18,0.03363,37,10,0,0.038,65.669,0,0,0.929,0.146,0.41,0.24,0.457,-61.029,-17.026,-36.284,33.3,0,313,33561.22647,16.63108,2017.98181,14.372772,35,22932.74693,26.39507,868.82709,14.437402,31,15603.75709,14.91215,1046.37903,14.264823,1.148,0.0,1.0,0.0,0.0,0,0.172579,0.06463,0.107949,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,20.83232888148,-26.61410296719,300.01051582248,-1.67104401024,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6853784501721502720,0.99,6853784501721502720,9719.5,79.46,7.967409,0.02001,9548.98,82.79,7.873748,0.019673
569,WD1914m598_b_2001_06_05T07_52_51_all.dat.gz,56.409713077323,2.218607204174827,6.978331762604958,15983.755454593183,8.23812901149086,2098,1162,0.795952,-159.015764,WD1914-598,289.68679167,-59.776083333,1636148068921376768,Gaia DR3 6446197877766956800,6446197877766956800,455733863,2016.0,289.68663437738,0.019,-59.77628976729,0.0199,19.027,0.0328,579.6107,51.906,-18.344,0.027,-48.556,0.023,-0.1985,0.2236,-0.2339,0.0984,-0.3558,0.2315,-0.1114,-0.4006,0.0757,0.0051,475,0,475,0,3.9286,1250.2013,0.215,22.4421,31,0,1.818,,,,,,,,54,21,0.040281,55,15,0,0.007,6.257,0,0,1.13,0.207,0.084,0.215,0.589,60.271,52.734,38.164,40.137,1,462,33147.82945,15.8639,2089.51318,14.38623,47,25817.66796,27.14935,950.94983,14.30875,46,11900.41166,19.9215,597.36517,14.55899,1.138,0.0,0.0,0.0,0.0,0,-0.25024,-0.077479,-0.172761,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,336.90586904037,-26.56777657468,282.28765211698,-37.17398391399,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6446197877766956800,0.98,6446197877766956800,18877.81,391.9,7.918444,0.027376,19554.33,505.03,8.061299,0.031953
570,WD1614p136_b_2001_07_27T00_37_31_all.dat.gz,25.73398602707056,1.28333952607829,5.651362446276725,13493.348942863931,8.01529552110393,1652,1107,0.725158,-173.596431,WD1614+136,244.21791667,13.572472222,1636148068921376768,Gaia DR3 4463466804419970304,4463466804419970304,420870517,2016.0,244.21789355865,0.0252,13.57227204606,0.0245,7.104,0.0353,200.9635,46.772,-2.952,0.03,-46.679,0.03,0.0826,-0.1506,0.2009,-0.1419,-0.2602,-0.0783,0.2243,-0.2261,-0.1126,0.1053,324,0,324,0,-1.7507,466.5901,0.155,4.8103,31,0,1.833,,,,,,,,37,20,0.044455,43,9,0,0.033,49.124,0,0,0.93,0.268,0.134,0.057,0.491,-110.635,-31.579,-16.426,-30.017,0,344,15150.24035,10.15623,1491.71924,15.236318,40,12007.16616,14.09473,851.89044,15.139941,39,5286.97662,11.15924,473.77567,15.439877,1.142,0.0,0.0,0.0,1.0,0,-0.299935,-0.096376,-0.203559,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,27.81924104495,40.33361331071,239.21683489582,34.29715264568,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4463466804419970304,1.0,4463466804419970304,22386.85,529.05,7.341421,0.025779,25944.86,669.13,7.453493,0.02598
571,WD1840p042_b_2003_06_25T05_30_21_all.dat.gz,-4.4697250177104095,0.763590269552741,7.246098648734859,7600.286013885521,7.643115721808732,1898,1151,2.31538,-60.753249,WD1840+042,280.85716667,4.3396666667,1636148068921376768,Gaia DR3 4280632829779587072,4280632829779587072,387306970,2016.0,280.85660388301,0.0229,4.33998089681,0.022,40.1873,0.0247,1626.9409,146.335,-129.213,0.029,68.687,0.024,0.0228,0.0261,-0.2965,0.0613,-0.3291,0.0751,-0.3793,-0.0115,0.1028,-0.1107,201,0,201,0,0.3114,226.1148,0.0,0.0,31,0,1.687,,,,,,,,24,16,0.041766,24,10,0,0.023,86.602,0,0,1.014,0.256,0.151,0.271,0.755,-101.147,-17.464,-40.329,37.591,0,198,23667.41595,12.39727,1909.0835,14.751989,21,15750.91987,37.33031,421.93381,14.845278,20,11758.9418,16.23467,724.31036,14.571975,1.162,0.0,0.0,0.0,0.0,0,0.273303,0.093288,0.180015,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,35.88794445479,3.75682298534,282.20393509896,27.32048794816,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4280632829779587072,1.0,4280632829779587072,8796.73,80.96,8.106342,0.021898,8610.42,78.88,8.034476,0.022076
573,WD2051p095_b_2000_07_06T05_31_41_all.dat.gz,-4.308141827785358,1.6891995964971969,6.4100932030787945,13499.891336572908,7.73529943363305,2293,1218,1.878691,-2.630968,WD2051+095,313.42966667,9.68775,1636148068921376768,Gaia DR3 1750545141328217984,1750545141328217984,1155562054,2016.0,313.42964236858,0.036,9.68827130857,0.027,10.1719,0.0462,220.0873,117.229,-4.742,0.049,117.133,0.035,0.0331,0.0583,0.0521,-0.1226,0.0596,-0.0928,-0.2344,-0.3276,-0.137,-0.0466,320,0,319,1,-1.5349,323.894,0.0,0.0,31,0,1.788,,,,,,,,36,17,0.069095,39,15,0,0.028,177.948,0,0,0.938,0.156,0.296,0.111,0.497,-6.134,0.689,0.509,23.639,0,339,6696.3698,5.4251,1234.33044,16.122768,37,5011.11755,10.36858,483.29852,16.088705,35,2545.24568,10.30059,247.09709,16.233572,1.128,0.0,2.0,0.0,1.0,0,-0.144867,-0.034063,-0.110804,,,,,,,,,,,,,,,,,,,,,VARIABLE,56.96002279796,-21.68168798435,318.96296904652,26.04992278084,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1750545141328217984,1.0,1750545141328217984,15082.3,337.62,7.880268,0.034861,14858.42,331.41,7.901031,0.044187
574,WD2029p183_b_2002_08_05T04_50_54_all.dat.gz,-143.13923065825483,1.8543410932638975,7.326618640184466,9355.916010958366,8.769338321350185,2272,1205,3.018068,83.65919,WD2029+183,308.01195833,18.520833333,1636148068921376768,Gaia DR3 1815528000815020288,1815528000815020288,1615010684,2016.0,308.01283706534,0.0373,18.52092592048,0.0352,10.2754,0.0534,192.4676,185.514,184.106,0.048,22.811,0.046,0.0364,0.156,-0.5323,0.0783,0.0266,0.0544,-0.5279,-0.3981,-0.1018,0.1651,456,0,455,1,1.5743,545.8251,0.08,0.5113,31,0,1.76,,,,,,,,52,22,0.073767,54,30,0,0.021,116.33,1,0,1.052,0.413,0.221,0.295,0.386,-78.32,-39.978,-49.735,35.116,0,464,5190.31626,3.33867,1554.60449,16.399382,49,3781.30655,11.13711,339.52313,16.394438,48,2075.31156,7.72653,268.5957,16.455187,1.128,0.0,1.0,0.0,1.0,0,-0.060749,-0.004944,-0.055805,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,61.45590798793,-12.34789088003,316.24677990815,36.05808627456,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1815528000815020288,1.0,1815528000815020288,13258.34,246.56,7.917492,0.028464,13078.69,226.84,7.890766,0.037409
575,WD2314p064_b_2002_09_27T02_18_34_all.dat.gz,23.4451333842326,2.2736796429031774,3.701007052344131,14197.943032519068,8.033255959553887,2471,1338,0.911349,87.78172,WD2314+064,349.20933333,6.6912222222,1636148068921376768,Gaia DR3 2664365374183501312,2664365374183501312,545866638,2016.0,349.20958802766,0.0561,6.69123202081,0.0417,9.9682,0.0657,151.7165,56.286,56.269,0.064,1.366,0.049,-0.1524,0.4292,0.0956,-0.3377,-0.3862,-0.2027,0.1953,0.0144,-0.3991,-0.0372,209,0,209,0,2.0339,298.5754,0.197,2.4417,31,0,1.798,,,,,,,,24,14,0.089756,29,7,0,0.083,67.791,0,0,1.101,0.274,0.303,0.399,0.756,-113.955,-2.545,-52.873,21.441,0,245,6971.29737,5.5713,1251.28796,16.079082,27,5332.94757,16.23918,328.40009,16.021124,24,2575.68972,14.36941,179.24817,16.220661,1.134,0.0,1.0,0.0,1.0,0,-0.199537,-0.057959,-0.141579,,,,,,,,,,,,,,,,,,,,,VARIABLE,85.39558904555,-49.16166119456,352.74225783387,10.42026994718,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2664365374183501312,1.0,2664365374183501312,17065.81,528.25,7.974262,0.04679,17016.53,690.65,8.053471,0.070585
576,WD2007m303_b_2003_05_06T09_46_24_all.dat.gz,41.02438351716454,0.7098786897710347,3.683886101633172,13999.942943811686,8.00067816746794,2247,1194,6.78775,-126.295338,WD2007-303,302.736875,-30.2185,1636148068921376768,Gaia DR3 6749419923164242816,6749419923164242816,1545163397,2016.0,302.73511634606,0.0256,-30.21961609717,0.021,61.6935,0.0323,1910.6764,422.376,-340.866,0.031,-249.423,0.022,0.1324,-0.0626,0.0845,-0.1288,-0.2765,-0.0173,0.172,-0.3987,-0.1241,0.0927,306,306,306,0,0.8866,2553.4429,0.248,82.5333,31,0,1.786,,,,,,,,35,19,0.04391,36,9,0,0.03,63.819,0,0,1.035,,,,,,,,,0,304,235196.98723,90.5825,2596.49487,12.258787,35,177590.40486,192.26857,923.65802,12.214993,35,89341.43538,39.62135,2254.88086,12.370263,1.135,0.0,0.0,0.0,0.0,0,-0.15527,-0.043794,-0.111476,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,11.80618388045,-29.40384051396,298.31982927692,-9.94210639742,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6749419923164242816,0.97,6749419923164242816,15123.31,242.34,7.938682,0.020308,14926.87,241.09,7.964874,0.026893
