,Name,GaiaDR2,SPYTeff,SPYlogg,Rem,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
740,WD1116+026,3810933247769901696,12354,7.9,,1636148068921376768,Gaia DR3 3810933247769901696,3810933247769901696,946252075,2016.0,169.80121562342168,0.029759938,2.342650435662941,0.022163292,26.15076506647439,0.029401582,889.43396,105.007065,-100.33381692690334,0.03550635,30.977558127702252,0.025304148,0.09140742,-0.002082383,0.4537385,0.2184687,-0.35971648,0.17353033,0.27993888,0.14516081,-0.18196824,-0.043024752,191,0,190,1,0.18403766,244.3804,0.07462034,1.3994175,31,False,1.7522846,,,,,,,,22,13,0.051774427,28,6,0,0.028298197,90.736145,0,0,1.0077759,0.23987994,0.2778518,0.41011778,0.7644302,-51.94557,8.653893,-12.598701,-21.36432,False,232,26407.764950474317,22.40105,1178.8628,14.633038,28,19100.2927267442,30.268545,631.0278,14.635942,26,10879.456983335369,16.878462,644.57635,14.656378,1.1352627,0,0,0,0,0,-0.020435333,0.002904892,-0.023340225,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,257.30173750061056,56.80776524228659,169.7075347620959,-1.883671804446224,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
742,WD1122-324,5402827451143222912,21671,7.86,,1636148068921376768,Gaia DR3 5402827451143222912,5402827451143222912,1524611437,2016.0,171.14778019453598,0.026499437,-32.77346202030074,0.02905679,8.208354556451622,0.043908436,186.94255,96.43349,-94.2353987412089,0.042331487,20.472111949896252,0.03604378,-0.33485505,0.043927293,-0.14692973,-0.020629004,-0.15651184,0.07283322,0.1354393,0.2052114,-0.2092433,0.059504382,470,0,469,1,0.6125254,662.2692,0.17947572,3.9984825,31,False,1.8302824,,,,,,,,54,20,0.05932531,63,16,0,0.0244299,99.65532,0,0,1.0194513,0.44494835,0.33025876,0.41547534,0.5001219,-108.13698,53.69584,-8.300675,-24.89468,False,513,8176.739873275362,4.297178,1902.8163,15.905916,58,6447.53547510949,10.998749,586.20624,15.815058,58,2832.2838261061,8.979514,315.41617,16.117554,1.1349045,0,0,0,0,0,-0.30249596,-0.09085846,-0.2116375,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,282.5672521562715,26.640885848748713,186.63292933756819,-33.23804938427804,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
744,WD1124-018,3796545519645331584,23942,7.63,,1636148068921376768,Gaia DR3 3796545519645331584,3796545519645331584,324575220,2016.0,171.83863125084397,0.06138532,-2.143740023475575,0.04777739,5.3865765322617385,0.072569124,74.22684,37.728294,-35.79480100298131,0.071068875,11.922939448426927,0.050345812,0.049477767,-0.26954365,0.027719822,0.23304911,-0.39738753,0.12449686,0.23571922,0.08757311,-0.34492382,-0.06461806,186,0,186,0,0.62121105,239.24255,0.19253665,1.9859375,31,False,1.8294519,,,,,,,,21,15,0.09876463,26,6,0,0.0057706865,110.12512,0,0,1.0309662,0.24365398,0.3048163,0.35666946,0.68297595,-99.17674,9.875277,-11.366976,-23.044254,False,227,5230.074595862098,4.0183706,1301.5411,16.391098,26,4063.635721565735,17.392887,233.63779,16.316256,25,1856.1288994158244,10.032972,185.0029,16.576376,1.13187,0,0,0,0,0,-0.2601204,-0.07484245,-0.18527794,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,264.921500426128,54.40200411503274,173.35288735053555,-5.206714807478271,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,5.10228e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
746,WD1124-293,3482983495102507904,9353,7.83,,1636148068921376768,Gaia DR3 3482983495102507904,3482983495102507904,1123918627,2016.0,171.78961596381745,0.020259477,-29.67097574398829,0.01851776,29.827023718194848,0.030435704,980.0011,340.55804,208.11611040581622,0.029318111,-269.569033987917,0.022823635,-0.16517548,-0.09153566,0.04409504,0.035010416,-0.12214854,0.024337824,0.20105763,0.19392066,-0.12746426,-0.078289434,333,0,333,0,0.8709452,394.55817,0.07069654,1.163778,31,False,1.6985929,,,,,,,,38,19,0.041035317,48,14,0,0.020685794,131.33661,0,0,1.0331692,0.13921481,0.23066974,0.05846836,0.39139262,14.1505165,29.109537,-30.530859,-19.299706,False,365,18905.501521345577,7.5387793,2507.7668,14.995896,45,12849.350290382226,21.233019,605.1589,15.0663395,47,9015.074819823478,12.818352,703.2944,14.860472,1.1565112,0,1,0,1,0,0.20586777,0.07044315,0.13542461,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,281.8496509360038,29.727409873712453,185.51692287823587,-30.233701406232285,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
748,WD1125-025,3787451081014802304,31755,8.16,,1636148068921376768,Gaia DR3 3787451081014802304,3787451081014802304,1640671699,2016.0,172.0601013777949,0.04658543,-2.839889527532839,0.0408517,9.49944814539529,0.055754337,170.38043,63.690098,-63.677138907669985,0.058847133,-1.2846405574012119,0.044323545,-0.16387956,-0.14868844,-0.12464656,0.12385957,-0.28820598,0.113142915,0.16767749,0.007119546,-0.2532301,-0.15214132,234,0,232,2,2.5363653,552.53503,0.329996,13.870602,31,False,1.8725283,,,,,,,,27,15,0.082990214,32,9,0,0.059216805,112.39425,0,0,1.1198436,0.21648884,0.2754835,0.32376757,0.69331145,-96.653275,27.533836,-9.74336,-23.31406,False,273,12186.50545314887,9.139434,1333.3983,15.472669,30,10083.061391597099,38.284164,263.3742,15.329561,30,3917.901668573372,9.604809,407.91043,15.765262,1.1488907,0,0,0,0,0,-0.43570042,-0.14310741,-0.292593,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,265.8843271058683,53.937330023514676,173.8337364258822,-5.758508703345585,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
750,WD1125+175,3973707423046985984,61213,7.49,,1636148068921376768,Gaia DR3 3973707423046985984,3973707423046985984,212752171,2016.0,172.06502505076,0.0960898,17.235751206134033,0.139694,2.3848552027212295,0.14282341,16.69793,9.081161,-6.404367045495111,0.11780102,-6.438289180730187,0.13666938,-0.5050422,0.37797293,-0.1243991,0.30263346,-0.68460834,0.38372818,-0.39222538,-0.18691087,0.056462992,-0.48712787,118,0,118,0,0.64368194,173.30865,0.36448136,3.6988244,31,False,1.9019986,,,,,,,,14,10,0.23403169,17,6,0,0.47451246,23.965553,0,0,1.040131,0.31978443,0.29055157,0.5341425,0.8802235,-33.155567,51.746613,-16.183384,-22.465197,False,143,3927.3228808891176,5.252574,747.69495,16.702126,16,3324.1763690547223,11.587992,286.8639,16.534332,17,1206.514996099076,21.383055,56.423885,17.044064,1.1536335,0,1,0,1,0,-0.5097313,-0.16779327,-0.34193802,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,235.86069823429307,68.39765649886724,165.83013408585802,12.674202101295643,False,False,0,True,False,False,False,False,False,False,False,5.0946136e-10,5.7348456e-07,4.993321e-05,,,,,,,,,,,,,,,,,,,,,,
752,WD1126-222,3541237717085787008,12006,7.88,,1636148068921376768,Gaia DR3 3541237717085787008,3541237717085787008,412653402,2016.0,172.29715279145736,0.04068627,-22.56232429407201,0.03178627,11.944724720819107,0.052704416,226.63612,179.49469,-176.0801086269269,0.054163434,-34.84453300127273,0.039201833,-0.1997441,-0.21630363,0.021138825,0.24524902,0.055733528,0.25515044,0.20065169,-0.1402174,-0.22389387,-0.013471593,351,0,351,0,-1.7805574,322.0663,0.0,0.0,31,False,1.7391915,,,,,,,,40,18,0.07560437,48,10,0,0.085112706,111.53139,0,0,0.93214154,0.060679078,0.38385123,0.07952503,0.32441434,-92.325325,21.540989,-1.0769722,-25.798773,False,394,5216.218172747543,4.6411695,1123.9016,16.393978,39,3732.8691061684863,13.9350195,267.87686,16.408436,37,2191.941562606416,11.355049,193.03673,16.395823,1.1358441,0,0,0,0,0,0.0126132965,0.014457703,-0.0018444061,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,279.1419321177744,36.48087290417872,182.44401780881853,-23.65712558864823,False,False,0,True,False,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
754,WD1129+071,3910382871911470848,14599,7.83,,1636148068921376768,Gaia DR3 3910382871911470848,3910382871911470848,800487928,2016.0,173.0144772217242,0.03906608,6.919633206388721,0.027698226,19.44088245080796,0.04353574,446.54996,94.87882,4.811429747122691,0.043386422,94.75674985011656,0.0331597,-0.10074995,-0.40938082,0.002250308,0.34037563,-0.06488365,0.2208897,0.02598488,0.16411054,-0.3872572,-0.1992593,182,0,182,0,2.2517781,288.90405,0.16505013,4.9563313,31,False,1.7719178,,,,,,,,21,14,0.06260611,27,6,0,0.015832825,104.588936,0,0,1.1200807,0.24740681,0.30223867,0.33195132,0.7020072,-122.27335,17.333397,-3.2555017,-21.43197,False,224,18920.47145453169,17.277227,1095.1104,14.995037,21,14003.897167350231,22.14049,632.5017,14.972919,21,7371.900914853084,13.784005,534.8156,15.078947,1.1297709,0,0,0,0,0,-0.1060276,-0.022117615,-0.08390999,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,256.3201387124472,62.37157111470839,170.85092225091947,3.583948940892388,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
756,WD1130-125,3586028453547223552,14436,8.32,,1636148068921376768,Gaia DR3 3586028453547223552,3586028453547223552,791382086,2016.0,173.33034850711428,0.026334815,-12.817092709283967,0.022370633,20.265974309816123,0.034544885,586.6563,107.57412,-101.23656888591356,0.042308923,-36.37786348298463,0.027774343,-0.27578187,0.06317597,0.29143474,0.17114457,-0.15090495,0.28928274,0.324064,0.0040588058,-0.21655633,-0.071100414,504,0,503,1,0.7951676,627.4199,0.101368874,2.0514712,31,False,1.7700145,,,,,,,,58,18,0.059459932,65,9,0,0.043214947,104.20028,0,0,1.0246265,0.2037556,0.5367817,0.19602765,0.41110554,38.680977,33.18273,-58.8386,-34.782024,False,538,11912.083310262971,7.832089,1520.9331,15.497397,61,8801.517346259661,15.494822,568.0296,15.477148,58,4687.199962649624,9.384546,499.4594,15.570612,1.1323558,0,1,0,0,0,-0.0934639,-0.020249367,-0.07321453,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,275.0647139599231,45.78544335801941,179.07347416051195,-14.393624371425444,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
758,WD1141+077,3910122047137575424,62493,7.55,,1636148068921376768,Gaia DR3 3910122047137575424,3910122047137575424,846537697,2016.0,175.99712700951207,0.0540484,7.484789399660284,0.040907837,5.420590895908215,0.065360054,82.93431,52.45948,-39.16224671932862,0.0767564,-34.90437749493034,0.051793866,-0.039134044,-0.11773773,0.23302013,0.29220304,-0.24918234,0.25052068,0.14723125,0.23014358,-0.4854293,-0.17757058,201,0,199,2,3.9318326,1158.1246,0.36917412,42.114098,31,False,1.8926193,,,,,,,,23,13,0.109276175,28,6,0,0.031011347,152.9713,0,0,1.2042803,0.18220948,0.33746645,0.35676864,0.6425827,-78.81657,17.10681,-11.356532,-19.731695,False,234,37263.66891270267,34.91663,1067.2184,14.259152,25,31840.324836805463,59.459675,535.49445,14.081099,23,11504.769078562598,16.932964,679.4303,14.5957,1.1631999,0,1,0,0,0,-0.5146017,-0.17805386,-0.33654785,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,260.6911800782939,64.67060662635848,173.349835761635,5.277711818123489,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
759,WD1144-246,3491591640356263424,30500,7.16,,1636148068921376768,Gaia DR3 3491591640356263424,3491591640356263424,646818979,2016.0,176.8335305774729,0.03291824,-24.91583874921472,0.028390639,3.7227269539998344,0.045775704,81.32539,45.60202,-45.31624208991991,0.045743648,-5.097313319526508,0.038021125,-0.26724315,-0.07095687,-0.23773031,-0.06534757,-0.05399059,-0.051331997,0.15993968,0.066349894,-0.10418565,-0.20480038,393,0,391,2,-0.26636785,627.44995,0.24418853,8.161945,31,False,1.8593608,,,,,,,,46,20,0.06608352,51,20,0,0.0143314665,138.40208,0,0,0.9895679,0.100621276,0.30619052,0.1519408,0.5114679,56.861485,35.170586,-59.814598,-23.151468,False,431,10023.266948129345,6.2914963,1593.1451,15.684844,49,8220.113758206966,24.03701,341.9774,15.551348,45,3308.4165092949806,12.714638,260.20532,15.948845,1.1501769,0,1,0,1,0,-0.39749718,-0.13349628,-0.2640009,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,284.9717918678773,35.71023550067623,187.6491538086457,-23.982015030887105,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5491729e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
761,WD1145+187,3974868644764927744,27167,7.8,,1636148068921376768,Gaia DR3 3974868644764927744,3974868644764927744,1462316959,2016.0,177.0132633781888,0.036916733,18.513212453404527,0.032387704,14.543521376785817,0.043485433,334.44583,70.77873,17.39125706958475,0.045284137,68.60883858309712,0.03318638,-0.12934715,-0.06472713,0.070368715,0.13886812,-0.35653162,0.20263614,0.010018935,-0.19989567,-0.1760453,-0.11165208,198,0,197,1,2.1752799,735.59393,0.2652918,22.240429,31,False,1.8560907,,,,,,,,23,13,0.063862264,32,8,0,0.021797264,167.18332,0,0,1.1112372,0.21605146,0.25779456,0.4042758,0.7349992,-70.86059,23.46116,-7.898038,-19.157505,False,274,37745.68806511389,19.752745,1910.9086,14.245198,31,30761.281439677394,37.013824,831.07544,14.118531,29,12510.532356698948,19.676325,635.8165,14.504706,1.1464041,0,0,0,2,0,-0.38617516,-0.12666702,-0.25950813,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,240.1832775662336,73.0670120565869,169.72680887344066,15.763580468566472,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
763,WD1147+255,4005438916307756928,9863,7.78,,1636148068921376768,Gaia DR3 4005438916307756928,4005438916307756928,1101861716,2016.0,177.5825209639826,0.039155398,25.308618501204734,0.043572742,19.845390517590356,0.04940036,401.72562,329.7259,-311.303608577276,0.047825936,-108.67025167598894,0.05211165,-0.101085536,-0.22810028,0.19996612,0.15098856,-0.27079257,0.16432658,-0.02536286,-0.080855854,-0.108210504,-0.2438147,196,9,196,0,0.829393,311.03796,0.20793977,4.484782,95,False,,1.6827917,0.011028155,-0.124304414,0.10351079,0.013237381,0.120264225,-0.14935137,22,15,0.07769488,26,8,0,0.046918537,125.55479,0,0,1.0410687,,,,,,,,,False,229,10314.362581226254,7.0241013,1468.4246,15.653761,24,7125.680442394163,21.337606,333.94937,15.706476,23,4741.936745344112,14.817954,320.0129,15.558006,1.1505914,0,2,0,2,0,0.14846992,0.0527153,0.09575462,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,217.05891760636686,76.18341069257131,167.21042326046168,22.151076857853003,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
765,WD1149+057,3897445571422443904,11108,7.85,,1636148068921376768,Gaia DR3 3897445571422443904,3897445571422443904,479111890,2016.0,177.97600067663907,0.032092612,5.476665737783082,0.029754104,24.802381616636648,0.04216858,588.17206,226.39697,31.19001061353314,0.04375513,-224.23820357397958,0.03452626,-0.34806296,-0.062850714,-0.22151905,0.23469901,-0.32592314,0.22064394,-0.019836575,0.08278342,-0.41367054,-0.29804888,191,0,189,2,2.7038646,285.7791,0.1285486,3.0617108,31,False,1.7306253,,,,,,,,22,14,0.06523378,29,8,0,0.045181844,17.848701,0,0,1.1423154,0.20128237,0.37108126,0.40147388,0.60406303,-61.530624,35.031418,-10.121628,-20.592728,False,240,19496.333160046866,22.947693,849.5988,14.962484,28,13764.761876383833,44.402046,310.00287,14.99162,25,8489.341214472388,21.916306,387.35275,14.925711,1.1414506,0,2,0,1,0,0.065909386,0.029135704,0.03677368,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,267.07216455615014,64.12155507426887,175.9624399322557,4.219655906134389,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
768,WD1150-153,3571559292842744960,12369,7.93,,1636148068921376768,Gaia DR3 3571559292842744960,3571559292842744960,1786471359,2016.0,178.31341370917391,0.03941634,-15.610394714049361,0.026231179,14.033188809238284,0.056013875,250.53058,67.05596,-35.068424050878946,0.051434454,-57.155120444517216,0.03529113,-0.14789565,-0.21530703,0.16915244,0.22565813,-0.21754703,0.17006178,0.43896183,0.11490205,-0.55876124,-0.10849078,402,0,400,2,0.34057105,440.00763,0.0,0.0,31,False,1.7430167,,,,,,,,46,18,0.07218391,52,8,0,0.111623436,112.25716,0,0,1.0112942,0.0703842,0.5668317,0.14518698,0.122741364,-12.5209255,18.436293,22.065151,-11.016438,False,406,7289.472530091693,5.3355474,1366.2089,16.030626,50,5211.818368709265,13.780731,378.19608,16.046068,48,3037.048116671851,8.390345,361.96942,16.041767,1.1316136,0,2,0,0,0,0.004301071,0.0154418945,-0.011140823,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,282.9313612167215,44.989861071121396,184.81137552437173,-14.96120543446887,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
770,WD1152-287,3480134832273157760,20620,7.63,,1636148068921376768,Gaia DR3 3480134832273157760,3480134832273157760,1431032196,2016.0,178.69036233511517,0.03645472,-29.011241354834688,0.030536631,6.916720563228732,0.054073393,127.91357,62.766228,-62.75796306332755,0.0608778,-1.0186253350374264,0.041200835,-0.26432633,0.0042779655,-0.05161523,-0.09326394,-0.02085868,-0.010916602,0.19334981,0.16544971,-0.1958022,0.10302199,420,9,419,1,2.4263804,575.6188,0.22066356,4.461514,31,False,1.7971786,,,,,,,,48,21,0.08476599,54,12,0,0.01662329,15.508314,0,0,1.0846694,,,,,,,,,False,457,6002.033572339926,3.991441,1503.726,16.241621,52,4542.57342077544,12.895259,352.26694,16.195288,51,2275.500156495868,9.591849,237.23268,16.355204,1.1359606,0,1,0,2,0,-0.15991592,-0.046333313,-0.11358261,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,288.27106709183425,32.24186960350538,191.29209880207304,-26.93067837091933,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.544583e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
773,WD1155-243,3491050989871968768,14011,7.88,,1636148068921376768,Gaia DR3 3491050989871968768,3491050989871968768,462610589,2016.0,179.3893355261731,0.03979974,-24.65804663297092,0.029216817,10.503820094033681,0.05329678,197.08171,107.91214,-95.72827409127233,0.05483229,-49.81092233431404,0.03431017,-0.10252624,-0.06885443,-0.1801189,-0.035440646,-0.13874733,0.0035709476,0.16330782,0.082723655,-0.07040668,0.06032695,362,0,361,1,0.7446221,415.91922,0.12664333,1.2311999,31,False,1.7658113,,,,,,,,41,18,0.0764103,50,16,0,0.005015262,11.466112,0,0,1.0270904,0.062303104,0.3034263,0.09003084,0.55178666,145.27141,10.737105,-52.260014,-19.012756,False,438,5488.806813974902,3.9286003,1397.1405,16.338673,48,3990.3347737021236,11.386026,350.45895,16.33602,45,2164.810236973072,9.588803,225.76437,16.409346,1.1213995,0,1,0,1,0,-0.07332611,-0.002653122,-0.07067299,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,287.6408126626825,36.60867902833708,189.80588879877595,-22.744841052291235,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
775,WD1159-098,3575770010060921728,9232,8.27,,1636148068921376768,Gaia DR3 3575770010060921728,3575770010060921728,48669111,2016.0,180.5310273240379,0.04559148,-10.078167709052629,0.036343236,31.606497748664303,0.057505094,549.6295,213.6377,-183.57434264065537,0.05838437,-109.27729588627855,0.05353586,-0.5762181,-0.3274217,-0.1487803,0.44559634,0.1050189,0.35276216,-0.20016393,0.19439763,-0.46720693,-0.4590765,323,0,322,1,3.965925,453.17792,0.15373302,2.7501938,31,True,1.6987497,,,,,,,,37,14,0.097781,47,7,0,0.14752057,113.4941,0,0,1.1604669,0.2611877,0.6407182,0.2964228,0.2976062,7.0719523,37.276783,17.59795,-39.3982,False,365,8925.724115303865,5.409523,1650.0021,15.810759,43,6014.997820407253,11.24583,534.86475,15.890453,41,4291.044097794916,11.113024,386.1275,15.666488,1.154645,0,1,0,0,0,0.22396564,0.07969475,0.1442709,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,283.45284320629,50.91899467553345,184.52868162646405,-9.028271810623371,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
777,WD1201-001,3698872156539379968,19853,8.29,,1636148068921376768,Gaia DR3 3698872156539379968,3698872156539379968,694783725,2016.0,180.94713855521297,0.037233703,-0.3864957961563506,0.02623761,16.853408455095433,0.041738,403.7905,108.518684,-104.87492567768336,0.060301922,-27.884683651128825,0.024812711,-0.18027712,-0.07421601,0.0014591083,0.23556249,-0.21561942,0.45467582,0.44450742,-0.08492205,-0.31287894,-0.07742826,412,0,411,1,1.8643805,726.479,0.20094588,9.317161,31,False,1.8180915,,,,,,,,47,14,0.08432536,58,11,0,0.05730065,152.3965,0,0,1.0652966,0.31920028,0.6330534,0.33962718,0.27574626,-152.84846,16.502602,-38.560432,2.1549675,False,469,16032.325395396529,8.62001,1859.8962,15.174875,54,12527.460661255429,18.157318,689.94006,15.093884,53,5702.378721723129,12.887472,442.47458,15.357756,1.1370677,0,1,0,1,0,-0.2638712,-0.08099079,-0.1828804,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,278.3951748360815,60.195463949870636,181.02272983318417,0.02213001994551248,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
779,WD1202-232,3489719481290397696,8618,7.8,,1636148068921376768,Gaia DR3 3489719481290397696,3489719481290397696,518123800,2016.0,181.36134404486526,0.015046737,-23.552365030827776,0.012534779,95.90170123713744,0.018155761,5282.164,230.38557,41.818552085130115,0.021008832,226.55843526184685,0.019954445,-0.55583215,0.25053537,-0.37310004,0.28471956,-0.2442257,0.19284715,-0.5373513,-0.004753666,0.15229197,-0.16551358,412,394,409,3,-0.05460249,889.3788,0.09560913,11.518139,31,True,1.6842171,,,,,,,,46,17,0.03222679,55,16,0,0.025468301,40.623306,0,0,0.99725527,,,,,,,,,False,474,151255.50077930678,38.472458,3931.5269,12.738089,50,99598.01603574483,42.343548,2352.1416,12.842916,51,75832.92668499576,36.959797,2051.768,12.548251,1.1598318,0,0,0,0,0,0.29466438,0.10482693,0.18983746,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,289.5017966812271,38.117015961523755,191.04764494648794,-20.974404504087826,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
